% Time() Angle(deg) Cn Ct Cm
5.5	2.9621	0.24658	0.0028465	-0.0041518
5.55	3.2613	0.26766	0.0051288	-0.0037921
5.6	3.5816	0.28941	0.0060918	7.7926e-05
5.64	3.9357	0.33268	0.0085032	-0.0011735
5.69	4.2533	0.35801	0.01386	0.0010067
5.74	4.6368	0.40323	0.017079	-0.0034664
5.79	4.9998	0.42328	0.021925	-0.00045875
5.84	5.3936	0.46084	0.025408	-0.0023452
5.89	5.8069	0.49189	0.031626	-0.0015436
5.94	6.1835	0.5238	0.036953	0.00071824
5.99	6.5748	0.56515	0.043902	-0.0029799
6.04	6.9341	0.59723	0.050881	-0.00096995
6.09	7.2936	0.63863	0.058104	0.0002565
6.14	7.6839	0.65632	0.065562	0.003761
6.18	8.0711	0.69244	0.073153	0.002408
6.23	8.4375	0.73823	0.083209	0.00072501
