File name	 Run No	  Starting AoA (deg)	  Arc (deg)	  Linear Pitch-Rate (deg/s)	  Reynolds No.	 Mach No.	 Reduced Pitch-Rate 
13031121	 31121	  39	  -40	  -0.72942	  1438600	 0.11656	 -8.6578e-05 
13031131	 31131	  39	  -40	  -1.456	  1431000	 0.11649	 -0.00017261 
13031141	 31141	  39	  -40	  -2.9051	  1425500	 0.11649	 -0.00034389 
13031151	 31151	  39	  -40	  -4.3423	  1424900	 0.11628	 -0.00051516 
13031161	 31161	  39	  -40	  -5.719	  1456000	 0.11765	 -0.00067489 
13031171	 31171	  39	  -40	  -7.2476	  1447500	 0.11716	 -0.00085825 
13031181	 31181	  39	  -40	  -14.14	  1441900	 0.11716	 -0.0016719 
13031191	 31191	  39	  -40	  -28.448	  1439500	 0.11716	 -0.0033614 
13031201	 31201	  39	  -40	  -41.672	  1435800	 0.11716	 -0.0049191 
13031211	 31211	  39	  -40	  -55.016	  1434500	 0.11716	 -0.0064921 
13031221	 31221	  39	  -40	  -70.102	  1430000	 0.11649	 -0.0083282 
13031231	 31231	  39	  -40	  -81.839	  1423900	 0.11649	 -0.0097064 
13031241	 31241	  39	  -40	  -93.476	  1422100	 0.11649	 -0.011081 
13031251	 31251	  39	  -40	  -111.24	  1419700	 0.11649	 -0.013178 
13031261	 31261	  39	  -40	  -123.69	  1418500	 0.11649	 -0.014648 
13031271	 31271	  39	  -40	  -137.15	  1415900	 0.11594	 -0.016338 
13031281	 31281	  39	  -40	  -147.07	  1410500	 0.11594	 -0.017494 
13031291	 31291	  39	  -40	  -155.79	  1408700	 0.11594	 -0.018522 
13031301	 31301	  39	  -40	  -167.9	  1407000	 0.11594	 -0.019952 
13031311	 31311	  39	  -40	  -178.91	  1405800	 0.11594	 -0.021253 
13031321	 31321	  39	  -40	  -195.29	  1432600	 0.1178	 -0.022859 
13031331	 31331	  39	  -40	  -218.63	  1426500	 0.1178	 -0.025549 
13031341	 31341	  39	  -40	  -244.55	  1425900	 0.1178	 -0.028573 
13031351	 31351	  39	  -40	  -267.98	  1425300	 0.1178	 -0.031305 
13031361	 31361	  39	  -40	  -283.45	  1424100	 0.1178	 -0.033101 
13031371	 31371	  39	  -40	  -300.44	  1422000	 0.11737	 -0.035242 
13031381	 31381	  39	  -40	  -318.74	  1417800	 0.11737	 -0.037346 
13031391	 31391	  39	  -40	  -333.25	  1416000	 0.11737	 -0.039026 
13031401	 31401	  39	  -40	  -354.19	  1416000	 0.11737	 -0.041479 
13031411	 31411	  39	  -40	  -360.23	  1413000	 0.11737	 -0.042151 
13031421	 31421	  39	  -40	  -28.172	  986250	 0.08154	 -0.0047545 
13031431	 31431	  39	  -40	  -95.154	  986250	 0.08154	 -0.016059 
13031441	 31441	  39	  -40	  -183.6	  985840	 0.08154	 -0.030981 
13031451	 31451	  39	  -40	  -328.35	  985840	 0.08154	 -0.055406 
13031461	 31461	  39	  -40	  -28.316	  1862300	 0.1539	 -0.0025323 
13031471	 31471	  39	  -40	  -90.955	  1850500	 0.1539	 -0.0081142 
13031481	 31481	  39	  -40	  -174.89	  1844300	 0.1539	 -0.015582 
13031491	 31491	  39	  -40	  -306.21	  1839000	 0.1539	 -0.02725 
13031501	 31501	  30	  -40	  -0.99791	  1419800	 0.11847	 -0.0001155 
13031511	 31511	  30	  -40	  -42.785	  1417400	 0.11847	 -0.0049486 
13031521	 31521	  30	  -40	  -96.97	  1395200	 0.11637	 -0.011427 
13031531	 31531	  30	  -40	  -141.68	  1392300	 0.11637	 -0.016682 
13031541	 31541	  30	  -40	  -189.21	  1391100	 0.11637	 -0.022272 
13031551	 31551	  30	  -40	  -273.83	  1391100	 0.11637	 -0.032232 
13031561	 31561	  30	  -40	  -347.27	  1390000	 0.11637	 -0.040863 
13031571	 31571	  24	  -34	  -331.84	  1449700	 0.11802	 -0.038931 
13031581	 31581	  22	  -32	  -327.21	  1446000	 0.11802	 -0.038349 
13031591	 31591	  20	  -30	  -321.33	  1444100	 0.11802	 -0.037641 
13031601	 31601	  18	  -28	  -322.18	  1441700	 0.11802	 -0.037716 
13031611	 31611	  16	  -26	  -321.83	  1440400	 0.11802	 -0.037662 
13031621	 31621	  14	  -24	  -297.44	  1439200	 0.11802	 -0.034796 
13031631	 31631	  12	  -22	  -287.42	  1431400	 0.11723	 -0.033868 
13031641	 31641	  10	  -20	  -298.14	  1428300	 0.11723	 -0.035102 
13031651	 31651	  8	  -18	  -275.84	  1427100	 0.11723	 -0.032466 
13031661	 31661	  6	  -16	  -274.62	  1425900	 0.11723	 -0.032312 
13031671	 31671	  4	  -14	  -244.83	  1425300	 0.11723	 -0.028802 
13836051	 836050	  39	  -40	  -0.75243	  1401900	 0.11403	 -9.0817e-05 
13836061	 836060	  39	  -40	  -2.9616	  1442000	 0.11658	 -0.00035058 
13836071	 836070	  39	  -40	  -5.8504	  1433300	 0.11603	 -0.0006955 
13836081	 836080	  39	  -40	  -14.398	  1439800	 0.11635	 -0.001708 
13836091	 836090	  39	  -41	  -42.201	  1433700	 0.11635	 -0.0049979 
13836101	 836100	  39	  -40	  -70.177	  1444500	 0.11639	 -0.0083322 
13836111	 836110	  39	  -40	  -94.705	  1437800	 0.11639	 -0.011224 
13836121	 836120	  39	  -40	  -124.87	  1436600	 0.11639	 -0.014794 
13836131	 836130	  39	  -40	  -151.16	  1443800	 0.11668	 -0.017882 
13836141	 836140	  39	  -40	  -170.83	  1438300	 0.11668	 -0.020178 
13836151	 836150	  39	  -40	  -177.73	  1451200	 0.11757	 -0.020844 
13836161	 836160	  40	  -41	  -191.84	  1455500	 0.11589	 -0.022974 
13836171	 836170	  39	  -41	  -206.5	  1449900	 0.11589	 -0.024692 
13836181	 836180	  39	  -40	  -223.07	  1448000	 0.11589	 -0.02666 
13836191	 836190	  40	  -41	  -250.78	  1445500	 0.11589	 -0.029952 
13836701	 836700	  39	  -40	  -267.59	  1442400	 0.11589	 -0.031933 
13836711	 836710	  39	  -40	  -289.89	  1447600	 0.11611	 -0.034552 
13836721	 836720	  39	  -40	  -291.33	  1442000	 0.11611	 -0.034672 
13836731	 836730	  39	  -40	  -322.16	  1440200	 0.11611	 -0.038322 
13836741	 836740	  39	  -40	  -339.2	  1439000	 0.11611	 -0.040335 
13836751	 836750	  39	  -40	  -355.53	  1436500	 0.11611	 -0.042249 
13836761	 836760	  30	  -40	  -43.343	  1431900	 0.11525	 -0.005198 
13836771	 836770	  30	  -40	  -142.14	  1431900	 0.11515	 -0.017067 
13836781	 836780	  30	  -40	  -250.24	  1428300	 0.11515	 -0.030016 
13836791	 836790	  30	  -40	  -338.01	  1425800	 0.11515	 -0.040517 
13836801	 836800	  24	  -34	  -333.97	  1436600	 0.11597	 -0.039756 
13836811	 836810	  22	  -32	  -325.95	  1433500	 0.11597	 -0.038769 
13836821	 836820	  20	  -30	  -316.86	  1432300	 0.11597	 -0.037676 
13836831	 836830	  18	  -28	  -311.19	  1431100	 0.11597	 -0.036989 
13836841	 836840	  16	  -26	  -319.66	  1429900	 0.11597	 -0.037983 
13836851	 836850	  14	  -24	  -307.93	  1429300	 0.11597	 -0.036584 
13836861	 836860	  12	  -22	  -296.95	  1415800	 0.11488	 -0.035614 
13836871	 836870	  10	  -20	  -301.9	  1414600	 0.11488	 -0.036196 
13836881	 836880	  8	  -18	  -294.31	  1413400	 0.11488	 -0.035274 
13836891	 836890	  6	  -16	  -278.15	  1412800	 0.11488	 -0.033332 
13836901	 836900	  4	  -14	  -262.23	  1411700	 0.11488	 -0.031414 
