File name	 Run No	  Mean Incidence (deg)	  Amplitude (deg)	  Oscillation Freq. (Hz)	  Reynolds No.	 Mach No.	 Reduced Frequency 
14054291	 54291	  0	  5.4	  1.63	  1965600	 0.15732	 0.051689 
14054301	 54301	  0	  10	  1.63	  1960500	 0.15732	 0.051637 
14054311	 54311	  0	  12.2	  1.63	  1956300	 0.15732	 0.051594 
14054321	 54321	  0	  13.8	  1.63	  1953000	 0.15732	 0.051559 
14054331	 54331	  0	  17.4	  1.63	  1948000	 0.15732	 0.051508 
14054341	 54341	  0	  22.6	  1.63	  1944700	 0.15732	 0.051474 
14054351	 54351	  0	  30	  1.63	  1940600	 0.15732	 0.051431 
14054371	 54371	  0	  5.4	  1.568	  1084900	 0.085664	 0.091779 
14054381	 54381	  0	  10	  1.526	  1084500	 0.085664	 0.089305 
14054391	 54391	  0	  12.2	  1.526	  1084000	 0.085664	 0.08929 
14054401	 54401	  0	  13.8	  1.526	  1084000	 0.085664	 0.08929 
14054411	 54411	  0	  17.4	  1.506	  1083500	 0.085664	 0.088105 
14054421	 54421	  0	  22.6	  1.506	  1083500	 0.085664	 0.088105 
14054431	 54431	  0	  30	  1.489	  1085900	 0.085885	 0.086871 
14054591	 54591	  0	  5.4	  1.141	  787970	 0.062026	 0.092345 
14054601	 54601	  0	  10	  1.111	  787970	 0.062026	 0.089917 
14054611	 54611	  0	  12.2	  1.096	  787970	 0.062026	 0.088703 
14054621	 54621	  0	  13.8	  1.096	  787970	 0.062026	 0.088703 
14054631	 54631	  0	  17.4	  1.096	  823060	 0.063163	 0.08813 
14054641	 54641	  0	  22.6	  1.096	  822690	 0.063163	 0.088114 
14054651	 54651	  0	  30	  1.096	  822690	 0.063163	 0.088114 
14054741	 54741	  0	  5.4	  1.219	  1513400	 0.11802	 0.052136 
14054751	 54751	  0	  10	  1.219	  1509400	 0.11802	 0.052083 
14054761	 54761	  0	  12.2	  1.219	  1507400	 0.11802	 0.052056 
14054771	 54771	  0	  13.8	  1.219	  1505500	 0.11802	 0.052029 
14054781	 54781	  0	  17.4	  1.219	  1505500	 0.11802	 0.052029 
14054791	 54791	  0	  22.6	  1.219	  1502200	 0.11802	 0.051985 
14054801	 54801	  0	  30	  1.219	  1500900	 0.11802	 0.051967 
14054811	 54811	  0	  5.4	  0.856	  1498900	 0.11745	 0.036719 
14054821	 54821	  0	  10	  0.833	  1497600	 0.11745	 0.03572 
14054831	 54831	  0	  12.2	  0.833	  1496300	 0.11745	 0.035708 
14054841	 54841	  0	  13.8	  0.833	  1494300	 0.11745	 0.035689 
14054851	 54851	  0	  17.4	  0.833	  1493000	 0.11745	 0.035677 
14054861	 54861	  0	  22.6	  0.822	  1491700	 0.11745	 0.035194 
14054871	 54871	  0	  30	  0.822	  1491000	 0.11745	 0.035188 
14055021	 55021	  0	  5.4	  1.733	  1491800	 0.11767	 0.074123 
14055031	 55031	  0	  10	  1.686	  1490500	 0.11767	 0.072089 
14055041	 55041	  0	  12.2	  1.686	  1489200	 0.11767	 0.072064 
14055051	 55051	  0	  13.8	  1.686	  1487900	 0.11767	 0.072039 
14055061	 55061	  0	  17.4	  1.664	  1486600	 0.11767	 0.071075 
14055071	 55071	  0	  22.6	  1.664	  1485300	 0.11767	 0.071051 
14055091	 55091	  0	  5.4	  1.463	  1461500	 0.11604	 0.063293 
14055101	 55101	  0	  10	  1.463	  1459600	 0.11604	 0.063261 
14055111	 55111	  0	  12.2	  1.463	  1458400	 0.11604	 0.063239 
14055121	 55121	  0	  13.8	  1.463	  1456500	 0.11604	 0.063207 
14055131	 55131	  0	  17.4	  1.463	  1455200	 0.11604	 0.063186 
14055141	 55141	  0	  22.6	  1.463	  1454600	 0.11604	 0.063175 
14055151	 55151	  0	  30	  1.463	  1453300	 0.11604	 0.063154 
14055301	 55301	  0	  5.4	  1.875	  1447400	 0.11587	 0.081013 
14055311	 55311	  0	  10	  1.875	  1444900	 0.11587	 0.080959 
14055321	 55321	  0	  12.2	  1.875	  1443100	 0.11587	 0.080918 
14055331	 55331	  0	  13.8	  1.875	  1441800	 0.11587	 0.080891 
14055341	 55341	  0	  17.4	  1.875	  1441200	 0.11587	 0.080877 
14055351	 55351	  0	  22.6	  1.875	  1439900	 0.11587	 0.08085 
14055361	 55361	  0	  30	  1.875	  1439300	 0.11587	 0.080836 
