File name	 Run No	  Mean Incidence (deg)	  Amplitude (deg)	  Oscillation Freq. (Hz)	  Reynolds No.	 Mach No.	 Reduced Frequency 
05051011	 51011	  0	  5.4	  0.651	  797990	 0.064499	 0.050136 
05051031	 51031	  0	  10	  0.651	  798330	 0.064499	 0.050144 
05051051	 51051	  0	  12.2	  0.651	  798330	 0.064499	 0.050144 
05051071	 51071	  0	  13.8	  0.651	  799170	 0.064512	 0.05015 
05051091	 51091	  0	  17.4	  0.651	  799170	 0.064512	 0.05015 
05051111	 51111	  0	  5.4	  0.894	  1091100	 0.087763	 0.050565 
05051131	 51131	  0	  10	  0.894	  1089700	 0.087763	 0.05054 
05051151	 51151	  0	  12.2	  0.894	  1089200	 0.087763	 0.050532 
05051171	 51171	  0	  13.8	  0.894	  1093600	 0.088118	 0.050328 
05051191	 51191	  0	  17.4	  0.894	  1092700	 0.088118	 0.050312 
05051211	 51211	  0	  5.4	  0.975	  1486800	 0.11924	 0.040636 
05051231	 51231	  0	  10	  0.975	  1482400	 0.11924	 0.040589 
05051251	 51251	  0	  12.2	  0.975	  1479300	 0.11924	 0.040556 
05051271	 51271	  0	  13.8	  0.975	  1468700	 0.11854	 0.040774 
05051291	 51291	  0	  17.4	  0.975	  1465600	 0.11854	 0.040741 
05051311	 51311	  0	  5.4	  1.219	  1462000	 0.11845	 0.050943 
05051331	 51331	  0	  10	  1.219	  1458900	 0.11845	 0.050901 
05051351	 51351	  0	  12.2	  1.219	  1457100	 0.11845	 0.050876 
05051371	 51371	  0	  13.8	  1.219	  1464700	 0.11907	 0.05061 
05051391	 51391	  0	  17.4	  1.219	  1462300	 0.11907	 0.050577 
05051411	 51411	  0	  5.4	  1.463	  1499700	 0.1191	 0.061342 
05051431	 51431	  0	  10	  1.463	  1496500	 0.1191	 0.061291 
05051451	 51451	  0	  12.2	  1.463	  1494600	 0.1191	 0.06126 
05051471	 51471	  0	  13.8	  1.463	  1495700	 0.11914	 0.061252 
05051491	 51491	  0	  17.4	  1.463	  1500200	 0.11929	 0.061215 
05051511	 51511	  0	  5.4	  1.63	  1953100	 0.15724	 0.05149 
05051531	 51531	  0	  10	  1.63	  1944800	 0.15724	 0.051405 
05051551	 51551	  0	  12.2	  1.63	  1937500	 0.15724	 0.051329 
05051571	 51571	  0	  13.8	  1.63	  1930200	 0.15672	 0.051491 
05051591	 51591	  0	  17.4	  1.63	  1922100	 0.15672	 0.051406 
05059011	 59011	  0	  22.6	  0.651	  797910	 0.064328	 0.050319 
05059031	 59031	  0	  32.8	  0.651	  797570	 0.064328	 0.050311 
05059051	 59051	  0	  22.6	  0.894	  1096400	 0.088378	 0.050172 
05059071	 59071	  0	  32.8	  0.894	  1095500	 0.088378	 0.050155 
05059091	 59091	  0	  22.6	  0.975	  1470200	 0.11906	 0.040544 
05059111	 59111	  0	  32.8	  0.975	  1467700	 0.11906	 0.040517 
05059131	 59131	  0	  22.6	  1.219	  1464600	 0.1192	 0.050528 
05059151	 59151	  0	  32.8	  1.219	  1462100	 0.1192	 0.050495 
05059171	 59171	  0	  22.6	  1.463	  1493700	 0.11929	 0.061113 
05059191	 59191	  0	  32.8	  1.463	  1491200	 0.11929	 0.061072 
05059211	 59211	  0	  22.6	  1.63	  1916500	 0.15672	 0.051347 
05059311	 59311	  0	  5.4	  1.875	  1461000	 0.11873	 0.078161 
05059331	 59331	  0	  10	  1.875	  1459200	 0.11873	 0.078123 
05059351	 59351	  0	  12.2	  1.875	  1457300	 0.11873	 0.078084 
05059371	 59371	  0	  13.8	  1.875	  1456100	 0.11873	 0.078059 
05059391	 59391	  0	  17.4	  1.875	  1454900	 0.11873	 0.078033 
05059411	 59411	  0	  22.6	  1.875	  1454300	 0.11873	 0.07802 
05059451	 59451	  0	  5.4	  0.488	  1482600	 0.11891	 0.020416 
05059471	 59471	  0	  10	  0.488	  1478200	 0.11891	 0.020392 
05059491	 59491	  0	  12.2	  0.488	  1484800	 0.11965	 0.020253 
05059511	 59511	  0	  13.8	  0.488	  1474900	 0.11904	 0.020342 
05059531	 59531	  0	  17.4	  0.488	  1471100	 0.11904	 0.020322 
05059551	 59551	  0	  22.6	  0.488	  1472200	 0.11923	 0.020283 
05059571	 59571	  0	  32.8	  0.488	  1467800	 0.11923	 0.02026 
