File name	 Run No	  Starting AoA (deg)	  Arc (deg)	  Linear Pitch-Rate (deg/s)	  Reynolds No.	 Mach No.	 Reduced Pitch-Rate 
08025001	 25001	  0	  4	  38.529	  1518100	 0.11984	 0.0044839 
08025011	 25011	  0	  4	  70.727	  1512200	 0.11984	 0.0082185 
08025021	 25021	  0	  4	  75.105	  1510200	 0.11984	 0.0087228 
08025031	 25031	  0	  4	  71.785	  1508300	 0.11984	 0.008333 
08025091	 25091	  0	  8	  49.675	  1511100	 0.11965	 0.0057833 
08025101	 25101	  0	  8	  79.966	  1505200	 0.11965	 0.0092957 
08025111	 25111	  0	  8	  138.84	  1503300	 0.11965	 0.016131 
08025121	 25121	  0	  7	  149.75	  1502000	 0.11965	 0.017393 
08025141	 25141	  0	  7	  137.04	  1507400	 0.11988	 0.015898 
08025151	 25151	  0	  7	  143.25	  1502200	 0.11988	 0.016596 
08025161	 25161	  0	  7	  139.62	  1500200	 0.11988	 0.016167 
08025171	 25171	  0	  7	  145.47	  1499000	 0.11988	 0.016839 
08025181	 25181	  0	  7	  141.03	  1497700	 0.11988	 0.01632 
08025191	 25191	  0	  12	  49.217	  1493700	 0.11884	 0.0057583 
08025201	 25201	  0	  12	  90.202	  1488000	 0.11884	 0.010538 
08025211	 25211	  0	  11	  163.31	  1486700	 0.11884	 0.019072 
08025221	 25221	  0	  11	  196.26	  1484800	 0.11884	 0.022908 
08025232	 25232	  0	  11	  204.09	  1561600	 0.11944	 0.024027 
08025242	 25242	  0	  11	  198.44	  1554700	 0.11944	 0.023322 
08025252	 25252	  0	  11	  206.44	  1553300	 0.11944	 0.024254 
08025262	 25262	  0	  11	  198.48	  1552000	 0.11944	 0.02331 
08025272	 25272	  0	  11	  198.82	  1549900	 0.11944	 0.023338 
08025281	 25281	  0	  30	  51.429	  1551700	 0.11932	 0.0060483 
08025291	 25291	  0	  30	  100.6	  1545600	 0.11932	 0.011813 
08025301	 25301	  0	  30	  192.36	  1543600	 0.11932	 0.022576 
08025311	 25311	  0	  30	  260.59	  1541500	 0.11932	 0.030568 
08025321	 25321	  0	  30	  289.93	  1539500	 0.11932	 0.033992 
08025331	 25331	  -1	  40	  0.74722	  1485400	 0.11956	 8.6507e-05 
08025341	 25341	  -1	  40	  1.5093	  1474900	 0.11933	 0.00017472 
08025351	 25351	  -1	  40	  3.0242	  1467400	 0.11933	 0.0003494 
08025361	 25361	  -1	  40	  4.524	  1472500	 0.11959	 0.0005218 
08025371	 25371	  -1	  40	  6.0634	  1466900	 0.11959	 0.00069831 
08025381	 25381	  -1	  40	  7.56	  1465700	 0.11959	 0.00087038 
08025391	 25391	  -1	  40	  14.958	  1465800	 0.11929	 0.0017281 
08025401	 25401	  -1	  40	  30.144	  1460200	 0.11929	 0.0034773 
08025411	 25411	  -1	  40	  45.749	  1458300	 0.11929	 0.0052749 
08025421	 25421	  -1	  40	  60.715	  1459800	 0.11896	 0.0070304 
08025431	 25431	  -1	  40	  75.504	  1454300	 0.11896	 0.0087299 
08025441	 25441	  -1	  40	  91.37	  1453100	 0.11896	 0.010561 
08025451	 25451	  -1	  40	  101.01	  1451200	 0.11896	 0.011669 
08025461	 25461	  -1	  40	  115.62	  1450000	 0.11896	 0.013353 
08025471	 25471	  -1	  40	  130.12	  1446300	 0.11856	 0.015083 
08025481	 25481	  -1	  40	  144.11	  1442700	 0.11856	 0.016689 
08025491	 25491	  -1	  40	  158.82	  1440900	 0.11856	 0.018383 
08025501	 25501	  -1	  40	  171.71	  1439000	 0.11856	 0.019865 
08025511	 25511	  -1	  40	  185.87	  1453700	 0.11831	 0.021651 
08025521	 25521	  -1	  40	  194.65	  1447600	 0.11831	 0.022637 
08025531	 25531	  -1	  40	  208.4	  1445700	 0.11831	 0.024224 
08025541	 25541	  -1	  40	  222.57	  1443900	 0.11831	 0.025858 
08025551	 25551	  -1	  40	  235.93	  1578500	 0.11908	 0.028012 
08025561	 25561	  -1	  40	  248.13	  1567900	 0.11908	 0.029383 
08025571	 25571	  -1	  40	  260.65	  1565800	 0.11908	 0.03085 
08025581	 25581	  -1	  40	  271.43	  1562400	 0.11908	 0.032098 
08025591	 25591	  -1	  40	  277.73	  1569500	 0.11941	 0.032774 
08025601	 25601	  -1	  40	  291.2	  1562600	 0.11941	 0.034304 
08025611	 25611	  -1	  39	  301.09	  1559800	 0.11941	 0.035445 
08025621	 25621	  -1	  39	  307.59	  1556300	 0.11941	 0.036179 
08025631	 25631	  -1	  40	  30.048	  1086900	 0.08188	 0.0051909 
08025641	 25641	  -1	  40	  101.33	  1085000	 0.08188	 0.017493 
08025651	 25651	  -1	  40	  198.06	  1084500	 0.08188	 0.034186 
08025661	 25661	  -1	  40	  279.98	  1084500	 0.08188	 0.048325 
08025671	 25671	  -1	  40	  49.792	  2064500	 0.15924	 0.0043827 
08025681	 25681	  -1	  40	  101.01	  2034000	 0.15924	 0.0088395 
08025691	 25691	  -1	  40	  194.62	  2025100	 0.15924	 0.017003 
08025701	 25701	  -1	  40	  273.49	  2019000	 0.15924	 0.023865 
