File name	 Run No	  Starting AoA (deg)	  Arc (deg)	  Linear Pitch-Rate (deg/s)	  Reynolds No.	 Mach No.	 Reduced Pitch-Rate 
09025001	 25001	  0	  4	  42.526	  1462100	 0.12024	 0.0048671 
09025011	 25011	  0	  4	  73.314	  1459000	 0.12024	 0.0083839 
09025021	 25021	  0	  4	  85.92	  1457100	 0.12024	 0.0098207 
09025031	 25031	  0	  4	  95.985	  1455900	 0.12024	 0.010967 
09025041	 25041	  0	  4	  38.093	  1462400	 0.11996	 0.0043742 
09025051	 25051	  0	  4	  81.245	  1456200	 0.11996	 0.009314 
09025091	 25091	  0	  8	  49.268	  1459800	 0.1202	 0.0056376 
09025101	 25101	  0	  8	  82.215	  1455500	 0.1202	 0.0093969 
09025111	 25111	  0	  8	  140.54	  1454300	 0.1202	 0.016058 
09025121	 25121	  0	  7	  149.06	  1453000	 0.1202	 0.017026 
09025141	 25141	  0	  7	  159.09	  1452500	 0.11991	 0.018231 
09025151	 25151	  0	  7	  152.94	  1449500	 0.11991	 0.017512 
09025161	 25161	  0	  7	  154.16	  1448300	 0.11991	 0.017646 
09025171	 25171	  0	  7	  157.99	  1447000	 0.11991	 0.018078 
09025181	 25181	  0	  7	  160.58	  1446400	 0.11991	 0.018372 
09025191	 25191	  0	  12	  49.207	  1464100	 0.11975	 0.0056671 
09025201	 25201	  0	  12	  90.435	  1461000	 0.11975	 0.010407 
09025211	 25211	  0	  11	  157.48	  1459800	 0.11975	 0.018116 
09025221	 25221	  0	  11	  194.65	  1458600	 0.11975	 0.022384 
09025231	 25231	  0	  12	  201.5	  1459800	 0.11969	 0.023194 
09025241	 25241	  0	  11	  199.19	  1456100	 0.11969	 0.022905 
09025251	 25251	  0	  11	  205.84	  1454800	 0.11969	 0.023662 
09025261	 25261	  0	  11	  204.59	  1453600	 0.11969	 0.02351 
09025271	 25271	  0	  11	  203.64	  1452400	 0.11969	 0.023394 
09025281	 25281	  0	  30	  49.892	  1454800	 0.11964	 0.0057387 
09025291	 25291	  0	  30	  100.75	  1451100	 0.11964	 0.011577 
09025301	 25301	  0	  30	  189.54	  1448700	 0.11964	 0.021766 
09025311	 25311	  0	  30	  264.62	  1448100	 0.11964	 0.030382 
09025321	 25321	  0	  30	  289.42	  1446200	 0.11964	 0.033213 
09025331	 25331	  -1	  40	  0.74343	  1530800	 0.12151	 8.5943e-05 
09025341	 25341	  -1	  40	  1.4932	  1500300	 0.12031	 0.00017366 
09025351	 25351	  -1	  40	  2.9788	  1490300	 0.12003	 0.00034666 
09025361	 25361	  -1	  40	  4.486	  1517500	 0.12169	 0.00051583 
09025371	 25371	  -1	  40	  5.9824	  1506300	 0.12169	 0.0006859 
09025381	 25381	  -1	  40	  7.4825	  1502300	 0.12169	 0.00085702 
09025391	 25391	  -1	  40	  14.923	  1510500	 0.1223	 0.001701 
09025401	 25401	  -1	  40	  29.935	  1504000	 0.1223	 0.0034064 
09025411	 25411	  -1	  40	  44.717	  1501400	 0.1223	 0.005085 
09025421	 25421	  -1	  40	  60.009	  1506100	 0.1212	 0.0069185 
09025431	 25431	  -1	  40	  75.213	  1498300	 0.1212	 0.0086537 
09025441	 25441	  -1	  40	  91.018	  1495000	 0.1212	 0.010463 
09025451	 25451	  -1	  40	  100.79	  1492400	 0.1212	 0.011579 
09025461	 25461	  -1	  40	  115.74	  1489800	 0.1212	 0.013287 
09025471	 25471	  -1	  40	  129.65	  1453300	 0.12151	 0.014688 
09025481	 25481	  -1	  40	  143.96	  1450800	 0.12151	 0.016299 
09025491	 25491	  -1	  40	  158.74	  1449000	 0.12151	 0.017963 
09025501	 25501	  -1	  39	  170.81	  1447800	 0.12151	 0.019323 
09025511	 25511	  -1	  39	  185.36	  1447900	 0.12121	 0.021041 
09025521	 25521	  -1	  39	  192.98	  1444200	 0.12121	 0.021885 
09025531	 25531	  -1	  39	  206.95	  1443000	 0.12121	 0.023461 
09025541	 25541	  -1	  39	  220.35	  1441800	 0.12121	 0.024972 
09025551	 25551	  -1	  39	  235.74	  1436100	 0.12047	 0.026901 
09025561	 25561	  -1	  39	  247.2	  1433700	 0.12047	 0.02819 
09025571	 25571	  -1	  39	  259.66	  1432500	 0.12047	 0.029601 
09025581	 25581	  -1	  39	  272.86	  1430600	 0.12047	 0.031091 
09025591	 25591	  -1	  39	  280.63	  1439700	 0.12098	 0.031868 
09025601	 25601	  -1	  40	  290.52	  1436700	 0.12098	 0.032964 
09025611	 25611	  -1	  39	  303	  1435500	 0.12098	 0.034369 
09025621	 25621	  -1	  39	  311.35	  1434300	 0.12098	 0.035304 
09025631	 25631	  -1	  40	  29.979	  966230	 0.081264	 0.0050667 
09025641	 25641	  -1	  40	  99.995	  967450	 0.081264	 0.016908 
09025651	 25651	  -1	  40	  192.97	  967860	 0.081264	 0.032635 
09025661	 25661	  -1	  40	  279.22	  967860	 0.081264	 0.047222 
09025671	 25671	  -1	  40	  29.986	  1896000	 0.15839	 0.002607 
09025681	 25681	  -1	  40	  99.877	  1873000	 0.15839	 0.0086421 
09025691	 25691	  -1	  39	  194.53	  1866000	 0.15839	 0.016808 
09025701	 25701	  -1	  39	  283.31	  1861300	 0.15839	 0.024454 
