File name	 Run No	  Mean Incidence (deg)	  Amplitude (deg)	  Oscillation Freq. (Hz)	  Reynolds No.	 Mach No.	 Reduced Frequency 
01010011	 10011	  6	  2	  0.155	  979240	 0.077878	 0.0099862 
01010021	 10021	  6	  4	  0.155	  982130	 0.078108	 0.0099568 
01010031	 10031	  6	  6	  0.155	  973900	 0.077622	 0.010011 
01010041	 10041	  6	  8	  0.155	  972450	 0.077675	 0.0099955 
01010051	 10051	  6	  10	  0.155	  972880	 0.077709	 0.0099911 
01010061	 10061	  8	  2	  0.155	  965320	 0.077272	 0.010039 
01010071	 10071	  8	  4	  0.155	  965900	 0.077319	 0.010033 
01010081	 10081	  8	  6	  0.155	  964930	 0.077408	 0.010013 
01010091	 10091	  8	  8	  0.155	  969290	 0.077758	 0.009968 
01010101	 10101	  8	  10	  0.155	  959120	 0.076942	 0.010074 
01010111	 10111	  10	  2	  0.155	  938560	 0.075292	 0.010294 
01010121	 10121	  10	  4	  0.155	  958640	 0.076903	 0.010079 
01010131	 10131	  10	  6	  0.155	  966570	 0.07754	 0.009996 
01010141	 10141	  10	  8	  0.155	  972540	 0.078018	 0.0099347 
01010151	 10151	  10	  10	  0.155	  970310	 0.07784	 0.0099575 
01010161	 10161	  12	  2	  0.155	  965380	 0.077444	 0.010008 
01010171	 10171	  12	  4	  0.155	  968500	 0.077694	 0.0099762 
01010181	 10181	  12	  6	  0.155	  962740	 0.077233	 0.010036 
01010191	 10191	  12	  8	  0.155	  970160	 0.077827	 0.0099591 
01010201	 10201	  12	  10	  0.155	  964190	 0.077348	 0.010021 
01010211	 10211	  13	  2	  0.155	  973430	 0.077277	 0.010055 
01010221	 10221	  13	  4	  0.155	  978850	 0.077708	 0.0099997 
01010231	 10231	  13	  6	  0.155	  970460	 0.077209	 0.010056 
01010241	 10241	  13	  8	  0.155	  966430	 0.077055	 0.010067 
01010251	 10251	  13	  10	  0.155	  968620	 0.077397	 0.010014 
01010261	 10261	  14	  2	  0.155	  963140	 0.076959	 0.010071 
01010271	 10271	  14	  4	  0.155	  963970	 0.077025	 0.010063 
01010281	 10281	  14	  6	  0.155	  967800	 0.077331	 0.010023 
01010291	 10291	  14	  8	  0.155	  974220	 0.077844	 0.009957 
01010301	 10301	  14	  10	  0.155	  972830	 0.077733	 0.0099712 
01010311	 10311	  15	  2	  0.155	  968750	 0.077407	 0.010013 
01010321	 10321	  15	  4	  0.155	  981970	 0.078464	 0.0098783 
01010331	 10331	  15	  6	  0.155	  971520	 0.077629	 0.0099846 
01010341	 10341	  15	  8	  0.155	  972250	 0.077687	 0.0099771 
01010351	 10351	  15	  10	  0.155	  978540	 0.07819	 0.0099129 
01010361	 10361	  16	  2	  0.155	  965010	 0.077275	 0.010022 
01010371	 10371	  16	  4	  0.155	  965840	 0.077341	 0.010013 
01010381	 10381	  16	  6	  0.155	  970440	 0.077709	 0.0099658 
01010391	 10391	  16	  8	  0.155	  964200	 0.07721	 0.01003 
01010401	 10401	  16	  10	  0.155	  975790	 0.078138	 0.0099111 
01010411	 10411	  18	  2	  0.155	  968110	 0.077523	 0.0099898 
01010421	 10421	  18	  4	  0.155	  976620	 0.078204	 0.0099028 
01010431	 10431	  18	  6	  0.155	  961270	 0.076975	 0.010061 
01010441	 10441	  18	  8	  0.155	  964850	 0.077262	 0.010024 
01010451	 10451	  18	  10	  0.155	  968450	 0.07755	 0.0099863 
01010461	 10461	  20	  2	  0.155	  960060	 0.077044	 0.010043 
01010471	 10471	  20	  4	  0.155	  983850	 0.078953	 0.0098006 
01010481	 10481	  20	  6	  0.155	  967880	 0.077838	 0.0099326 
01010491	 10491	  20	  8	  0.155	  959430	 0.077159	 0.01002 
01010501	 10501	  20	  10	  0.155	  945770	 0.076061	 0.010165 
01010511	 10511	  6	  2	  0.776	  969430	 0.077117	 0.050404 
01010521	 10521	  6	  4	  0.776	  974960	 0.077557	 0.050118 
01010531	 10531	  6	  6	  0.776	  975520	 0.077602	 0.050089 
01010541	 10541	  6	  8	  0.776	  971640	 0.077292	 0.050289 
01010551	 10551	  6	  10	  0.776	  976850	 0.077707	 0.050021 
01010561	 10561	  8	  2	  0.776	  968300	 0.077194	 0.050311 
01010571	 10571	  8	  4	  0.776	  973240	 0.077588	 0.050056 
01010581	 10581	  8	  6	  0.776	  979640	 0.078098	 0.049729 
01010591	 10591	  8	  8	  0.776	  966100	 0.077019	 0.050426 
01010601	 10601	  8	  10	  0.776	  969400	 0.077449	 0.050104 
01010611	 10611	  10	  2	  0.776	  965390	 0.077129	 0.050311 
01010621	 10621	  10	  4	  0.776	  973510	 0.077777	 0.049892 
01010631	 10631	  10	  6	  0.776	  971780	 0.077639	 0.049981 
01010641	 10641	  10	  8	  0.776	  962410	 0.07689	 0.050467 
01010651	 10651	  10	  10	  0.776	  963540	 0.07698	 0.050408 
01010661	 10661	  12	  2	  0.776	  948680	 0.076121	 0.050892 
01010671	 10671	  12	  4	  0.776	  959760	 0.07701	 0.050304 
01010681	 10681	  12	  6	  0.776	  964740	 0.077409	 0.050045 
01010691	 10691	  12	  8	  0.776	  963300	 0.077293	 0.05012 
01010701	 10701	  12	  10	  0.776	  960000	 0.077029	 0.050292 
01010711	 10711	  13	  2	  0.776	  960380	 0.077225	 0.050122 
01010721	 10721	  13	  4	  0.776	  964630	 0.077567	 0.049901 
01010731	 10731	  13	  6	  0.776	  970160	 0.078179	 0.049469 
01010741	 10741	  13	  8	  0.776	  959500	 0.07732	 0.050019 
01010751	 10751	  13	  10	  0.776	  962500	 0.077562	 0.049863 
01010761	 10761	  14	  2	  0.776	  955840	 0.077025	 0.05021 
01010771	 10771	  14	  4	  0.776	  958990	 0.077279	 0.050045 
01010781	 10781	  14	  6	  0.776	  956420	 0.077072	 0.05018 
