File name	 Run No	  Starting AoA (deg)	  Arc (deg)	  Linear Pitch-Rate (deg/s)	  Reynolds No.	 Mach No.	 Reduced Pitch-Rate 
01030301	 30301	  28	  -29	  -4.5773	  1195200	 0.097286	 -0.000653 
01030311	 30311	  28	  -29	  -3.5627	  1194500	 0.097856	 -0.00050403 
01030321	 30321	  28	  -29	  -2.3509	  1193000	 0.097939	 -0.00033203 
01030331	 30331	  28	  -29	  -1.1827	  1189500	 0.097864	 -0.00016703 
01030341	 30341	  28	  -29	  -0.57863	  1181000	 0.097782	 -8.1582e-05 
01030351	 30351	  28	  -29	  -5.657	  1170000	 0.09729	 -0.0008003 
01030361	 30361	  28	  -29	  -11.732	  1168500	 0.096954	 -0.0016669 
01030371	 30371	  28	  -29	  -22.956	  1174000	 0.097622	 -0.0032366 
01030381	 30381	  28	  -29	  -34.191	  1170400	 0.09732	 -0.0048356 
01030391	 30391	  28	  -29	  -45.35	  1189100	 0.098875	 -0.0063128 
01030401	 30401	  28	  -29	  -56.001	  1174000	 0.097829	 -0.0078723 
01030411	 30411	  28	  -29	  -65.841	  1166000	 0.097159	 -0.0093194 
01030421	 30421	  28	  -29	  -76.746	  1184300	 0.098687	 -0.010695 
01030431	 30431	  28	  -29	  -85.651	  1182300	 0.098514	 -0.011957 
01030441	 30441	  28	  -29	  -95.346	  1181600	 0.098459	 -0.013317 
01030751	 30751	  28	  -31	  -79.688	  1431800	 0.11668	 -0.0094076 
01030761	 30761	  29	  -32	  -91.229	  1448600	 0.11805	 -0.010645 
01030771	 30771	  29	  -31	  -104.27	  1435600	 0.11724	 -0.012241 
01030781	 30781	  29	  -31	  -113.46	  1426900	 0.11703	 -0.013322 
01030791	 30791	  29	  -31	  -120.99	  1422700	 0.11693	 -0.014207 
01030801	 30801	  28	  -31	  -127.34	  1423100	 0.11696	 -0.014948 
01030811	 30811	  28	  -30	  -139.29	  1441700	 0.11849	 -0.01614 
01030821	 30821	  28	  -30	  -146.63	  1434200	 0.11812	 -0.01703 
01031011	 31011	  30	  -32	  -154.94	  1452900	 0.1172	 -0.018301 
01031021	 31021	  30	  -32	  -163.72	  1468100	 0.11843	 -0.019139 
01031031	 31031	  30	  -31	  -176.09	  1458600	 0.11817	 -0.020595 
01031051	 31051	  29	  -30	  -191.97	  1444100	 0.11699	 -0.022679 
01031061	 31061	  30	  -31	  -200.67	  1457400	 0.11807	 -0.023489 
01031071	 31071	  29	  -30	  -203.16	  1459200	 0.11822	 -0.023752 
01031081	 31081	  29	  -30	  -203.89	  1458900	 0.11844	 -0.023772 
01031091	 31091	  29	  -30	  -214.12	  1456100	 0.11847	 -0.024938 
01031101	 31101	  29	  -31	  -223.07	  1442600	 0.11712	 -0.026301 
01031111	 31111	  29	  -30	  -228.67	  1454000	 0.11804	 -0.026751 
