File name	 Run No	  Mean Incidence (deg)	  Amplitude (deg)	  Oscillation Freq. (Hz)	  Reynolds No.	 Mach No.	 Reduced Frequency 
08011001	 11001	  0	  5.4	  0.657	  805960	 0.06549	 0.050116 
08011021	 11021	  0	  10	  0.657	  805960	 0.06549	 0.050116 
08011041	 11041	  0	  12.2	  0.657	  805960	 0.06549	 0.050116 
08011061	 11061	  0	  13.8	  0.657	  806230	 0.065428	 0.050189 
08011081	 11081	  0	  17.4	  0.657	  805890	 0.065428	 0.05018 
08011101	 11101	  0	  5.4	  0.896	  1095600	 0.088721	 0.050518 
08011121	 11121	  0	  10	  0.896	  1093700	 0.088721	 0.050484 
08011141	 11141	  0	  12.2	  0.896	  1092300	 0.088721	 0.050459 
08011161	 11161	  0	  13.8	  0.896	  1094500	 0.088822	 0.050418 
08011181	 11181	  0	  17.4	  0.896	  1092600	 0.088822	 0.050385 
08011201	 11201	  0	  5.4	  0.996	  1470000	 0.12006	 0.041358 
08011221	 11221	  0	  10	  0.996	  1461200	 0.12006	 0.041262 
08011241	 11241	  0	  12.2	  0.996	  1458100	 0.12006	 0.041227 
08011261	 11261	  0	  13.8	  0.996	  1470700	 0.121	 0.040923 
08011281	 11281	  0	  17.4	  0.996	  1465100	 0.121	 0.040862 
08011301	 11301	  0	  5.4	  1.245	  1451900	 0.11991	 0.051539 
08011321	 11321	  0	  10	  1.245	  1444600	 0.11991	 0.051436 
08011341	 11341	  0	  12.2	  1.245	  1442800	 0.11991	 0.051411 
08011361	 11361	  0	  13.8	  1.245	  1444900	 0.11973	 0.051547 
08011381	 11381	  0	  17.4	  1.245	  1438800	 0.11973	 0.051462 
08011401	 11401	  0	  5.4	  1.494	  1445200	 0.11981	 0.061806 
08011421	 11421	  0	  10	  1.494	  1440300	 0.11981	 0.061725 
08011441	 11441	  0	  12.2	  1.494	  1437900	 0.11981	 0.061684 
08011461	 11461	  0	  13.8	  1.494	  1445200	 0.12027	 0.061479 
08011481	 11481	  0	  17.4	  1.494	  1441600	 0.12027	 0.061418 
08011501	 11501	  0	  5.4	  1.662	  1943500	 0.16026	 0.051566 
08011521	 11521	  0	  10	  1.662	  1922200	 0.16026	 0.051345 
08011541	 11541	  0	  12.2	  1.662	  1914100	 0.16026	 0.05126 
08011561	 11561	  0	  13.8	  1.662	  1918500	 0.15995	 0.051444 
08011581	 11581	  0	  17.4	  1.662	  1902400	 0.15995	 0.051275 
08012001	 12001	  10	  4	  0.245	  1554700	 0.11981	 0.010322 
08012011	 12011	  10	  6	  0.245	  1543800	 0.11981	 0.010293 
08012021	 12021	  10	  8	  0.245	  1539700	 0.11981	 0.010283 
08012031	 12031	  10	  10	  0.245	  1536400	 0.11981	 0.010274 
08012041	 12041	  10	  4	  0.612	  1529200	 0.11905	 0.025847 
08012051	 12051	  10	  6	  0.612	  1522600	 0.11905	 0.025803 
08012061	 12061	  10	  8	  0.612	  1519900	 0.11905	 0.025785 
08012071	 12071	  10	  10	  0.612	  1518000	 0.11905	 0.025772 
08012081	 12081	  10	  4	  1.224	  1524500	 0.11925	 0.051511 
08012091	 12091	  10	  6	  1.224	  1518500	 0.11925	 0.051432 
08012101	 12101	  10	  8	  1.224	  1517200	 0.11925	 0.051415 
08012111	 12111	  10	  10	  1.224	  1515900	 0.11925	 0.051398 
08012121	 12121	  10	  4	  1.836	  1516500	 0.11924	 0.077113 
08012131	 12131	  10	  6	  1.836	  1509900	 0.11924	 0.076984 
08012141	 12141	  10	  8	  1.836	  1509300	 0.11924	 0.076971 
08012151	 12151	  10	  10	  1.836	  1508600	 0.11924	 0.076958 
08012161	 12161	  10	  4	  2.448	  1514100	 0.11885	 0.10323 
08012171	 12171	  10	  6	  2.448	  1508900	 0.11885	 0.10309 
08012181	 12181	  10	  8	  2.448	  1507600	 0.11885	 0.10305 
08012191	 12191	  10	  10	  2.448	  1507600	 0.11885	 0.10305 
08012201	 12201	  10	  4	  3.06	  1504400	 0.11865	 0.12901 
08012211	 12211	  10	  6	  3.06	  1498600	 0.11865	 0.12881 
08012221	 12221	  10	  8	  3.06	  1498000	 0.11865	 0.12879 
08012231	 12231	  10	  10	  3.06	  1498000	 0.11865	 0.12879 
08012241	 12241	  10	  4	  3.673	  1491100	 0.11791	 0.15567 
08012251	 12251	  10	  6	  3.673	  1487300	 0.11791	 0.15551 
08012261	 12261	  10	  8	  3.673	  1486700	 0.11791	 0.15549 
08012271	 12271	  10	  10	  3.673	  1486000	 0.11791	 0.15546 
08012281	 12281	  10	  4	  4.286	  1489100	 0.1179	 0.18158 
08012291	 12291	  10	  6	  4.286	  1484600	 0.1179	 0.18136 
08012301	 12301	  10	  8	  4.286	  1484000	 0.1179	 0.18133 
08012311	 12311	  10	  10	  4.286	  1483300	 0.1179	 0.1813 
08012371	 12371	  3	  8	  0.245	  1495900	 0.11813	 0.010369 
08012381	 12381	  4	  8	  0.245	  1489500	 0.11813	 0.010352 
08012391	 12391	  5	  8	  0.245	  1486300	 0.11813	 0.010343 
08012401	 12401	  6	  8	  0.245	  1483800	 0.11813	 0.010336 
08012411	 12411	  7	  8	  0.245	  1481200	 0.11813	 0.010329 
08012421	 12421	  8	  8	  0.245	  1483400	 0.11816	 0.010332 
08012431	 12431	  9	  8	  0.245	  1476500	 0.11816	 0.010313 
08012441	 12441	  11	  8	  0.245	  1474600	 0.11816	 0.010308 
08012461	 12461	  13	  8	  0.245	  1470200	 0.11816	 0.010296 
08012471	 12471	  14	  8	  0.245	  1469500	 0.11791	 0.010325 
08012481	 12481	  15	  8	  0.245	  1463300	 0.11791	 0.010308 
08012491	 12491	  17	  8	  0.245	  1461500	 0.11791	 0.010303 
08012501	 12501	  20	  8	  0.245	  1460200	 0.11791	 0.010299 
08012511	 12511	  3	  8	  0.612	  1559200	 0.11931	 0.025962 
08012521	 12521	  4	  8	  0.612	  1548900	 0.11931	 0.025896 
08012531	 12531	  5	  8	  0.612	  1547500	 0.11931	 0.025887 
08012541	 12541	  6	  8	  0.612	  1546100	 0.11931	 0.025878 
08012551	 12551	  7	  8	  0.612	  1544800	 0.11931	 0.025869 
08012561	 12561	  8	  8	  0.612	  1542600	 0.11862	 0.026065 
08012571	 12571	  9	  8	  0.612	  1533100	 0.11862	 0.026002 
08012581	 12581	  11	  8	  0.612	  1531800	 0.11862	 0.025993 
08012591	 12591	  12	  8	  0.612	  1530400	 0.11862	 0.025984 
08012601	 12601	  13	  8	  0.612	  1528400	 0.11862	 0.025971 
08012621	 12621	  15	  8	  0.612	  1535400	 0.11942	 0.025774 
08012631	 12631	  17	  8	  0.612	  1534000	 0.11942	 0.025766 
08012641	 12641	  20	  8	  0.612	  1532700	 0.11942	 0.025757 
08012651	 12651	  3	  8	  1.224	  1542700	 0.11942	 0.051648 
08012661	 12661	  4	  8	  1.224	  1535300	 0.11942	 0.051551 
08012671	 12671	  5	  8	  1.224	  1534000	 0.11942	 0.051534 
08012681	 12681	  6	  8	  1.224	  1532600	 0.11942	 0.051516 
08012691	 12691	  7	  8	  1.224	  1531300	 0.11942	 0.051499 
08012701	 12701	  8	  8	  1.224	  1522300	 0.11845	 0.051961 
08012711	 12711	  9	  8	  1.224	  1515600	 0.11845	 0.051873 
08012721	 12721	  11	  8	  1.224	  1514300	 0.11845	 0.051856 
08012731	 12731	  12	  8	  1.224	  1513700	 0.11845	 0.051847 
08012741	 12741	  13	  8	  1.224	  1513000	 0.11845	 0.051838 
08012751	 12751	  14	  8	  1.224	  1532600	 0.11983	 0.051269 
08012761	 12761	  15	  8	  1.224	  1528600	 0.11983	 0.051217 
08012771	 12771	  17	  8	  1.224	  1527900	 0.11983	 0.051208 
08012781	 12781	  20	  8	  1.224	  1526600	 0.11983	 0.051191 
08012791	 12791	  3	  8	  1.836	  1536200	 0.11979	 0.077004 
08012801	 12801	  4	  8	  1.836	  1529500	 0.11979	 0.076873 
08012811	 12811	  5	  8	  1.836	  1528800	 0.11979	 0.07686 
08012821	 12821	  6	  8	  1.836	  1528200	 0.11979	 0.076847 
08012831	 12831	  7	  8	  1.836	  1527500	 0.11979	 0.076834 
08012841	 12841	  8	  8	  1.836	  1523500	 0.11933	 0.077174 
08012851	 12851	  9	  8	  1.836	  1519600	 0.11933	 0.077096 
08012861	 12861	  11	  8	  1.836	  1518200	 0.11933	 0.07707 
08012871	 12871	  12	  8	  1.836	  1517600	 0.11933	 0.077057 
08012881	 12881	  13	  8	  1.836	  1516900	 0.11933	 0.077044 
08012891	 12891	  14	  8	  1.836	  1521500	 0.11938	 0.077088 
08012901	 12901	  15	  8	  1.836	  1516300	 0.11938	 0.076984 
08012911	 12911	  17	  8	  1.836	  1515600	 0.11938	 0.076971 
08012921	 12921	  20	  8	  1.836	  1515000	 0.11938	 0.076958 
08012931	 12931	  3	  8	  2.448	  1515400	 0.1189	 0.1032 
08012941	 12941	  4	  8	  2.448	  1510200	 0.1189	 0.10306 
08012951	 12951	  5	  8	  2.448	  1508900	 0.1189	 0.10302 
08012961	 12961	  6	  8	  2.448	  1508900	 0.1189	 0.10302 
08012971	 12971	  7	  8	  2.448	  1507600	 0.1189	 0.10299 
08012981	 12981	  8	  8	  2.448	  1503700	 0.11834	 0.10356 
08012991	 12991	  9	  8	  2.448	  1499200	 0.11834	 0.10344 
08013001	 13001	  11	  8	  2.448	  1497900	 0.11834	 0.10341 
08013011	 13011	  12	  8	  2.448	  1497300	 0.11834	 0.10339 
08013021	 13021	  13	  8	  2.448	  1496600	 0.11834	 0.10337 
08013031	 13031	  14	  8	  2.448	  1501800	 0.11844	 0.10339 
08013041	 13041	  15	  8	  2.448	  1497200	 0.11844	 0.10327 
08013051	 13051	  17	  8	  2.448	  1496600	 0.11844	 0.10325 
08013061	 13061	  20	  8	  2.448	  1495900	 0.11844	 0.10323 
08013071	 13071	  3	  8	  3.06	  1514800	 0.11869	 0.12929 
08013081	 13081	  4	  8	  3.06	  1508900	 0.11869	 0.12909 
08013091	 13091	  5	  8	  3.06	  1508200	 0.11869	 0.12907 
08013101	 13101	  6	  8	  3.06	  1508200	 0.11869	 0.12907 
08013111	 13111	  7	  8	  3.06	  1506900	 0.11869	 0.12903 
08013121	 13121	  8	  8	  3.06	  1506300	 0.11869	 0.129 
08013131	 13131	  9	  8	  3.06	  1505600	 0.11869	 0.12898 
08013141	 13141	  11	  8	  3.06	  1517200	 0.1194	 0.1283 
08013151	 13151	  12	  8	  3.06	  1513300	 0.1194	 0.12817 
08013161	 13161	  13	  8	  3.06	  1512700	 0.1194	 0.12815 
08013171	 13171	  14	  8	  3.06	  1512000	 0.1194	 0.12813 
08013181	 13181	  15	  8	  3.06	  1510700	 0.1194	 0.12809 
08013191	 13191	  17	  8	  3.06	  1510700	 0.1194	 0.12809 
08013201	 13201	  20	  8	  3.06	  1510700	 0.1194	 0.12809 
08013211	 13211	  3	  8	  3.673	  1502800	 0.11827	 0.15548 
08013221	 13221	  4	  8	  3.673	  1498300	 0.11827	 0.1553 
08013231	 13231	  5	  8	  3.673	  1497700	 0.11827	 0.15527 
08013241	 13241	  6	  8	  3.673	  1497000	 0.11827	 0.15525 
08013251	 13251	  7	  8	  3.673	  1497000	 0.11827	 0.15525 
08013261	 13261	  8	  8	  3.673	  1495700	 0.11827	 0.15519 
08013271	 13271	  9	  8	  3.673	  1495700	 0.11827	 0.15519 
08013281	 13281	  11	  8	  3.673	  1505400	 0.11878	 0.15466 
08013291	 13291	  12	  8	  3.673	  1500200	 0.11878	 0.15445 
08013301	 13301	  13	  8	  3.673	  1499500	 0.11878	 0.15443 
08013311	 13311	  14	  8	  3.673	  1499500	 0.11878	 0.15443 
08013321	 13321	  15	  8	  3.673	  1498900	 0.11878	 0.1544 
08013331	 13331	  17	  8	  3.673	  1498900	 0.11878	 0.1544 
08013341	 13341	  20	  8	  3.673	  1498200	 0.11878	 0.15438 
08013351	 13351	  3	  8	  4.286	  1502000	 0.11882	 0.18023 
08013361	 13361	  4	  8	  4.286	  1498100	 0.11882	 0.18005 
08013371	 13371	  5	  8	  4.286	  1498100	 0.11882	 0.18005 
08013381	 13381	  6	  8	  4.286	  1497500	 0.11882	 0.18002 
08013391	 13391	  7	  8	  4.286	  1497500	 0.11882	 0.18002 
08013401	 13401	  8	  8	  4.286	  1496800	 0.11882	 0.17999 
08013411	 13411	  9	  8	  4.286	  1496200	 0.11882	 0.17996 
08013421	 13421	  11	  8	  4.286	  1499900	 0.11881	 0.18016 
08013431	 13431	  12	  8	  4.286	  1496000	 0.11881	 0.17998 
08013441	 13441	  13	  8	  4.286	  1495400	 0.11881	 0.17995 
08013451	 13451	  14	  8	  4.286	  1494800	 0.11881	 0.17992 
08013461	 13461	  15	  8	  4.286	  1495400	 0.11881	 0.17995 
08013471	 13471	  17	  8	  4.286	  1494800	 0.11881	 0.17992 
08013481	 13481	  20	  8	  4.286	  1494100	 0.11881	 0.17988 
08013631	 13631	  7	  8	  1.632	  1051500	 0.080498	 0.1026 
08013641	 13641	  8	  8	  1.632	  1052400	 0.080498	 0.10263 
