File name	 Run No	  Mean Incidence (deg)	  Amplitude (deg)	  Oscillation Freq. (Hz)	  Reynolds No.	 Mach No.	 Reduced Frequency 
06012781	 12781	  20	  8	  1.224	  1443100	 0.11891	 0.050901 
06012791	 12791	  3	  8	  1.836	  1479800	 0.11927	 0.07678 
06012801	 12801	  4	  8	  1.836	  1471000	 0.11927	 0.076601 
06012811	 12811	  5	  8	  1.836	  1469700	 0.11927	 0.076575 
06012821	 12821	  6	  8	  1.836	  1468500	 0.11927	 0.07655 
06012831	 12831	  7	  8	  1.836	  1467800	 0.11927	 0.076537 
06012841	 12841	  8	  8	  1.836	  1478700	 0.1197	 0.076379 
06012851	 12851	  9	  8	  1.836	  1473100	 0.1197	 0.076264 
06012861	 12861	  11	  8	  1.836	  1471800	 0.1197	 0.076239 
06012871	 12871	  12	  8	  1.836	  1471200	 0.1197	 0.076226 
06012881	 12881	  13	  8	  1.836	  1470600	 0.1197	 0.076214 
06012891	 12891	  14	  8	  1.836	  1474700	 0.11952	 0.076454 
06012901	 12901	  15	  8	  1.836	  1467800	 0.11952	 0.076314 
06012911	 12911	  17	  8	  1.836	  1467800	 0.11952	 0.076314 
06012921	 12921	  20	  8	  1.836	  1467100	 0.11952	 0.076302 
06012931	 12931	  3	  8	  2.448	  1462500	 0.11889	 0.10236 
06012941	 12941	  4	  8	  2.448	  1459400	 0.11889	 0.10228 
06012951	 12951	  5	  8	  2.448	  1458700	 0.11889	 0.10226 
06012961	 12961	  6	  8	  2.448	  1457500	 0.11889	 0.10223 
06012971	 12971	  7	  8	  2.448	  1456900	 0.11889	 0.10221 
06012981	 12981	  8	  8	  2.448	  1460100	 0.11875	 0.10247 
06012991	 12991	  9	  8	  2.448	  1455200	 0.11875	 0.10233 
06013001	 13001	  11	  8	  2.448	  1455200	 0.11875	 0.10233 
06013011	 13011	  12	  8	  2.448	  1454500	 0.11875	 0.10231 
06013021	 13021	  13	  8	  2.448	  1453300	 0.11875	 0.10228 
06013031	 13031	  14	  8	  2.448	  1461400	 0.11906	 0.10214 
06013041	 13041	  15	  8	  2.448	  1457100	 0.11906	 0.10202 
06013051	 13051	  17	  8	  2.448	  1457100	 0.11906	 0.10202 
06013061	 13061	  20	  8	  2.448	  1456400	 0.11906	 0.102 
06013071	 13071	  3	  8	  3.06	  1453800	 0.11854	 0.12819 
06013081	 13081	  4	  8	  3.06	  1450100	 0.11854	 0.12806 
06013091	 13091	  5	  8	  3.06	  1450100	 0.11854	 0.12806 
06013101	 13101	  6	  8	  3.06	  1449500	 0.11854	 0.12804 
06013111	 13111	  7	  8	  3.06	  1448200	 0.11854	 0.128 
06013121	 13121	  8	  8	  3.06	  1448200	 0.11854	 0.128 
06013131	 13131	  9	  8	  3.06	  1448200	 0.11854	 0.128 
06013141	 13141	  11	  8	  3.06	  1447900	 0.11826	 0.1284 
06013151	 13151	  12	  8	  3.06	  1445500	 0.11826	 0.12831 
06013161	 13161	  13	  8	  3.06	  1444900	 0.11826	 0.12829 
06013171	 13171	  14	  8	  3.06	  1444900	 0.11826	 0.12829 
06013181	 13181	  15	  8	  3.06	  1443700	 0.11826	 0.12825 
06013191	 13191	  17	  8	  3.06	  1443700	 0.11826	 0.12825 
06013201	 13201	  20	  8	  3.06	  1443100	 0.11826	 0.12823 
06013211	 13211	  3	  8	  3.673	  1460400	 0.11852	 0.15417 
06013221	 13221	  4	  8	  3.673	  1454800	 0.11852	 0.15394 
06013231	 13231	  5	  8	  3.673	  1454200	 0.11852	 0.15391 
06013241	 13241	  6	  8	  3.673	  1453600	 0.11852	 0.15389 
06013251	 13251	  7	  8	  3.673	  1453000	 0.11852	 0.15386 
06013261	 13261	  8	  8	  3.673	  1453000	 0.11852	 0.15386 
06013271	 13271	  9	  8	  3.673	  1452400	 0.11852	 0.15383 
06013281	 13281	  11	  8	  3.673	  1468100	 0.11955	 0.15264 
06013291	 13291	  12	  8	  3.673	  1464900	 0.11955	 0.15251 
06013301	 13301	  13	  8	  3.673	  1464900	 0.11955	 0.15251 
06013311	 13311	  14	  8	  3.673	  1463100	 0.11955	 0.15244 
06013321	 13321	  15	  8	  3.673	  1463100	 0.11955	 0.15244 
06013331	 13331	  17	  8	  3.673	  1463100	 0.11955	 0.15244 
06013341	 13341	  20	  8	  3.673	  1462500	 0.11955	 0.15241 
06013351	 13351	  3	  8	  4.286	  1468000	 0.11974	 0.17771 
06013361	 13361	  4	  8	  4.286	  1464800	 0.11974	 0.17756 
06013371	 13371	  5	  8	  4.286	  1464200	 0.11974	 0.17753 
06013381	 13381	  6	  8	  4.286	  1464200	 0.11974	 0.17753 
06013391	 13391	  7	  8	  4.286	  1463600	 0.11974	 0.1775 
06013401	 13401	  8	  8	  4.286	  1463600	 0.11974	 0.1775 
06013411	 13411	  9	  8	  4.286	  1463000	 0.11974	 0.17747 
06013421	 13421	  11	  8	  4.286	  1472400	 0.12021	 0.17696 
06013431	 13431	  12	  8	  4.286	  1469300	 0.12021	 0.17681 
06013441	 13441	  13	  8	  4.286	  1468700	 0.12021	 0.17678 
06013451	 13451	  14	  8	  4.286	  1468700	 0.12021	 0.17678 
06013461	 13461	  15	  8	  4.286	  1468100	 0.12021	 0.17675 
06013471	 13471	  17	  8	  4.286	  1467400	 0.12021	 0.17672 
06013481	 13481	  20	  8	  4.286	  1467400	 0.12021	 0.17672 
06013631	 13631	  7	  8	  1.632	  986710	 0.079804	 0.10187 
06013641	 13641	  8	  8	  1.632	  985450	 0.079804	 0.10182 
06013651	 13651	  9	  8	  1.632	  985450	 0.079804	 0.10182 
06013661	 13661	  10	  8	  1.632	  985030	 0.079804	 0.1018 
06013671	 13671	  11	  8	  1.632	  984610	 0.079804	 0.10178 
06013681	 13681	  12	  8	  1.632	  984610	 0.079804	 0.10178 
06013691	 13691	  13	  8	  1.632	  987230	 0.079949	 0.10163 
06013701	 13701	  14	  8	  1.632	  986810	 0.079949	 0.10162 
06013711	 13711	  15	  8	  1.632	  986810	 0.079949	 0.10162 
06013721	 13721	  17	  8	  1.632	  986390	 0.079949	 0.1016 
06013731	 13731	  20	  8	  1.632	  986810	 0.079949	 0.10162 
06013741	 13741	  7	  8	  3.265	  1848200	 0.15088	 0.1074 
06013751	 13751	  8	  8	  3.265	  1834200	 0.15088	 0.10708 
06013761	 13761	  9	  8	  3.265	  1832600	 0.15088	 0.10704 
06013771	 13771	  10	  8	  3.265	  1831800	 0.15088	 0.10703 
06013781	 13781	  11	  8	  3.265	  1830300	 0.15088	 0.10699 
06013791	 13791	  12	  8	  3.265	  1829500	 0.15088	 0.10697 
06013811	 13811	  13	  8	  3.257	  1845200	 0.15134	 0.10662 
06013821	 13821	  14	  8	  3.265	  1832800	 0.15134	 0.1066 
06013831	 13831	  15	  8	  3.265	  1831200	 0.15134	 0.10656 
06013841	 13841	  17	  8	  3.265	  1829700	 0.15134	 0.10653 
06013851	 13851	  20	  8	  3.265	  1828900	 0.15134	 0.10651 
06013871	 13871	  4	  10	  0.245	  1465500	 0.11858	 0.010291 
06013881	 13881	  6	  10	  0.245	  1457400	 0.11858	 0.010268 
06013891	 13891	  8	  10	  0.245	  1454900	 0.11858	 0.010261 
06013901	 13901	  15	  10	  0.245	  1453100	 0.11858	 0.010256 
06013911	 13911	  20	  10	  0.245	  1451200	 0.11858	 0.010251 
06013921	 13921	  4	  10	  0.612	  1461300	 0.1192	 0.02549 
06013931	 13931	  6	  10	  0.612	  1456400	 0.1192	 0.025456 
06013941	 13941	  8	  10	  0.612	  1455200	 0.1192	 0.025447 
06013951	 13951	  15	  10	  0.612	  1454600	 0.1192	 0.025443 
06013961	 13961	  20	  10	  0.612	  1453900	 0.1192	 0.025439 
06013971	 13971	  4	  10	  1.224	  1461800	 0.11955	 0.050782 
06013981	 13981	  6	  10	  1.224	  1457500	 0.11955	 0.050723 
06013991	 13991	  8	  10	  1.224	  1456900	 0.11955	 0.050715 
06014001	 14001	  15	  10	  1.224	  1456300	 0.11955	 0.050706 
06014011	 14011	  20	  10	  1.224	  1456300	 0.11955	 0.050706 
06014021	 14021	  4	  10	  1.836	  1457600	 0.11941	 0.076213 
06014031	 14031	  6	  10	  1.836	  1453900	 0.11941	 0.076138 
06014041	 14041	  8	  10	  1.836	  1453900	 0.11941	 0.076138 
06014051	 14051	  15	  10	  1.836	  1452700	 0.11941	 0.076112 
06014061	 14061	  20	  10	  1.836	  1453300	 0.11941	 0.076125 
06014071	 14071	  4	  10	  2.448	  1454800	 0.11907	 0.10193 
06014081	 14081	  6	  10	  2.448	  1449900	 0.11907	 0.1018 
06014091	 14091	  8	  10	  2.448	  1449300	 0.11907	 0.10178 
06014101	 14101	  15	  10	  2.448	  1449300	 0.11907	 0.10178 
06014111	 14111	  20	  10	  2.448	  1448700	 0.11907	 0.10177 
06014121	 14121	  4	  10	  3.06	  1457300	 0.11822	 0.12879 
06014131	 14131	  6	  10	  3.06	  1451700	 0.11822	 0.1286 
06014141	 14141	  8	  10	  3.06	  1451100	 0.11822	 0.12858 
06014151	 14151	  15	  10	  3.06	  1451100	 0.11822	 0.12858 
06014161	 14161	  20	  10	  3.06	  1449800	 0.11822	 0.12853 
06014171	 14171	  4	  10	  3.673	  1470200	 0.11967	 0.15251 
06014181	 14181	  6	  10	  3.673	  1467100	 0.11967	 0.15238 
06014191	 14191	  8	  10	  3.673	  1466500	 0.11967	 0.15235 
06014201	 14201	  15	  10	  3.673	  1465800	 0.11967	 0.15233 
06014211	 14211	  20	  10	  3.673	  1465800	 0.11967	 0.15233 
06014221	 14221	  4	  10	  4.286	  1457400	 0.11863	 0.17953 
06014231	 14231	  6	  10	  4.286	  1452400	 0.11863	 0.17929 
06014241	 14241	  8	  10	  4.286	  1451800	 0.11863	 0.17926 
06014251	 14251	  15	  10	  4.286	  1452400	 0.11863	 0.17929 
06014261	 14261	  20	  10	  4.286	  1451800	 0.11863	 0.17926 
06014272	 14272	  0	  2	  1	  1506300	 0.11993	 0.041844 
06014282	 14282	  4	  2	  1	  1499100	 0.11993	 0.041766 
06014292	 14292	  4	  4	  1	  1497100	 0.11993	 0.041745 
06014302	 14302	  0	  4	  1	  1495800	 0.11993	 0.041731 
06014312	 14312	  0	  2	  2.5	  1497100	 0.11972	 0.10461 
06014322	 14322	  4	  2	  2.5	  1492000	 0.11972	 0.10447 
06014332	 14332	  4	  4	  2.5	  1491300	 0.11972	 0.10446 
06014342	 14342	  0	  4	  2.5	  1490700	 0.11972	 0.10444 
06014352	 14352	  0	  2	  4.955	  1483600	 0.11879	 0.20886 
06014372	 14372	  4	  4	  4.955	  1477800	 0.11879	 0.20854 
06014382	 14382	  0	  4	  4.955	  1477200	 0.11879	 0.20851 
06014391	 14391	  0	  2	  7.433	  1495600	 0.1197	 0.31098 
06014401	 14401	  4	  2	  7.334	  1487200	 0.1197	 0.30617 
06014411	 14411	  4	  4	  7.433	  1487200	 0.1197	 0.3103 
06014421	 14421	  0	  4	  7.433	  1486000	 0.1197	 0.3102 
06014432	 14432	  0	  2	  9.822	  1492700	 0.11968	 0.41074 
06014442	 14442	  4	  2	  9.822	  1486900	 0.11968	 0.41011 
06014452	 14452	  4	  4	  9.822	  1486300	 0.11968	 0.41005 
06014462	 14462	  0	  4	  9.822	  1485700	 0.11968	 0.40998 
06019001	 19001	  0	  22.6	  0.664	  763930	 0.061686	 0.053891 
06019021	 19021	  0	  32.8	  0.664	  763600	 0.061686	 0.053882 
06019041	 19041	  0	  22.6	  0.892	  1161900	 0.094106	 0.047399 
06019061	 19061	  0	  32.8	  0.892	  1159400	 0.094106	 0.047359 
06019081	 19081	  0	  22.6	  0.996	  1463600	 0.11961	 0.041492 
06019101	 19101	  0	  32.8	  0.996	  1457300	 0.11961	 0.041423 
06019121	 19121	  0	  22.6	  1.245	  1450800	 0.11923	 0.051921 
06019141	 19141	  0	  32.8	  1.245	  1444600	 0.11923	 0.051835 
06019161	 19161	  0	  22.6	  1.494	  1445600	 0.11941	 0.062085 
06019181	 19181	  0	  32.8	  1.494	  1440700	 0.11941	 0.062003 
06019201	 19201	  0	  22.6	  1.662	  1819100	 0.15205	 0.053993 
06019221	 19221	  0	  32.8	  1.662	  1801700	 0.15205	 0.05379 
06019301	 19301	  0	  5.4	  1.875	  1439700	 0.11882	 0.078331 
06019321	 19321	  0	  10	  1.875	  1432400	 0.11882	 0.078175 
06019341	 19341	  0	  12.2	  1.875	  1430600	 0.11882	 0.078136 
06019361	 19361	  0	  13.8	  1.875	  1437500	 0.11904	 0.078084 
06019381	 19381	  0	  17.4	  1.875	  1432000	 0.11904	 0.077968 
06019401	 19401	  0	  22.6	  1.875	  1430200	 0.11904	 0.077929 
06019421	 19421	  0	  32.8	  1.875	  1429600	 0.11904	 0.077916 
06019441	 19441	  0	  5.4	  0.488	  1456200	 0.11881	 0.020482 
06019461	 19461	  0	  10	  0.488	  1446900	 0.11881	 0.02043 
06019481	 19481	  0	  12.2	  0.488	  1443200	 0.11881	 0.02041 
06019501	 19501	  0	  13.8	  0.488	  1443800	 0.11865	 0.02045 
06019521	 19521	  0	  17.4	  0.488	  1436400	 0.11865	 0.020409 
06019541	 19541	  0	  22.6	  0.488	  1433400	 0.11865	 0.020392 
06019561	 19561	  0	  32.8	  0.488	  1431600	 0.11865	 0.020382 
06411601	 11601	  180	  0.4	  1.306	  1449500	 0.11887	 0.054674 
06411611	 11611	  180	  6	  1.306	  1441500	 0.11887	 0.054556 
06411621	 11621	  180	  8	  1.306	  1440900	 0.11887	 0.054547 
06411631	 11631	  180	  10	  1.306	  1440300	 0.11887	 0.054538 
06411661	 11661	  180	  0.4	  1.633	  1437800	 0.11806	 0.068796 
06411671	 11671	  180	  6	  1.633	  1432300	 0.11806	 0.068693 
06411681	 11681	  180	  8	  1.633	  1431700	 0.11806	 0.068682 
06411691	 11691	  180	  10	  1.633	  1431100	 0.11806	 0.068671 
06411721	 11721	  180	  0.4	  1.959	  1451800	 0.11911	 0.081836 
06411731	 11731	  180	  6	  1.959	  1445600	 0.11911	 0.0817 
06411741	 11741	  180	  8	  1.959	  1445000	 0.11911	 0.081686 
06411751	 11751	  180	  10	  1.959	  1444400	 0.11911	 0.081672 
