File name	 Run No	  Starting AoA (deg)	  Arc (deg)	  Linear Pitch-Rate (deg/s)	  Reynolds No.	 Mach No.	 Reduced Pitch-Rate 
05036331	 36331	  40	  -41	  -0.72164	  1488100	 0.11952	 -8.332e-05 
05036341	 36341	  40	  -41	  -1.457	  1476800	 0.11942	 -0.00016792 
05036351	 36351	  40	  -41	  -2.9603	  1469400	 0.11942	 -0.0003405 
05036361	 36361	  40	  -41	  -4.405	  1469500	 0.11909	 -0.0005087 
05036371	 36371	  40	  -41	  -5.908	  1462700	 0.11909	 -0.00068104 
05036381	 36381	  40	  -41	  -7.2283	  1460900	 0.11909	 -0.00083283 
05036391	 36391	  40	  -41	  -14.434	  1471000	 0.11951	 -0.0016594 
05036401	 36401	  40	  -41	  -28.741	  1460000	 0.11951	 -0.0032944 
05036411	 36411	  40	  -41	  -43.923	  1464800	 0.11951	 -0.0050412 
05036421	 36421	  40	  -41	  -56.847	  1477100	 0.12005	 -0.0065044 
05036431	 36431	  40	  -41	  -71.002	  1472200	 0.12005	 -0.0081133 
05036441	 36441	  40	  -41	  -85.99	  1470300	 0.12005	 -0.0098211 
05036451	 36451	  40	  -41	  -93.008	  1469700	 0.12005	 -0.010621 
05036461	 36461	  40	  -41	  -104.62	  1467900	 0.12005	 -0.011941 
05036471	 36471	  40	  -41	  -118.05	  1465200	 0.11924	 -0.013593 
05036481	 36481	  40	  -41	  -132.11	  1460300	 0.11924	 -0.015192 
05036491	 36491	  40	  -41	  -145.28	  1457900	 0.11924	 -0.016695 
05036501	 36501	  40	  -41	  -156.52	  1456100	 0.11924	 -0.017978 
05036511	 36511	  40	  -41	  -169.34	  1476200	 0.12033	 -0.019309 
05036521	 36521	  40	  -41	  -179	  1471300	 0.12033	 -0.020383 
05036531	 36531	  40	  -41	  -187.96	  1470100	 0.12033	 -0.021397 
05036541	 36541	  40	  -41	  -197.87	  1468200	 0.12033	 -0.022514 
05036551	 36551	  40	  -41	  -210.67	  1471000	 0.12011	 -0.024051 
05036561	 36561	  40	  -41	  -218.37	  1466700	 0.12011	 -0.024901 
05036571	 36571	  40	  -41	  -233.56	  1464800	 0.12011	 -0.02662 
05036581	 36581	  40	  -41	  -242.87	  1463600	 0.12011	 -0.027672 
05036591	 36591	  40	  -41	  -250.79	  1479600	 0.12061	 -0.028531 
05036601	 36601	  40	  -41	  -260.51	  1475200	 0.12061	 -0.029603 
05036611	 36611	  40	  -41	  -279.43	  1473400	 0.12061	 -0.031737 
05036621	 36621	  40	  -41	  -289.26	  1471500	 0.12061	 -0.032838 
05036631	 36631	  40	  -41	  -28.851	  985500	 0.077842	 -0.0051483 
05036641	 36641	  40	  -41	  -93.024	  984220	 0.077842	 -0.016591 
05036651	 36651	  40	  -41	  -178.01	  983800	 0.077842	 -0.031743 
05036661	 36661	  40	  -41	  -261.36	  983800	 0.077842	 -0.046607 
05036901	 36901	  11	  -12	  -221.71	  1486300	 0.11865	 -0.026022 
