File name	 Run No	  Starting AoA (deg)	  Arc (deg)	  Linear Pitch-Rate (deg/s)	  Reynolds No.	 Mach No.	 Reduced Pitch-Rate 
07036331	 36331	  39	  -40	  -0.73186	  1459700	 0.11791	 -8.5969e-05 
07036341	 36341	  39	  -40	  -1.4643	  1401700	 0.11401	 -0.00017743 
07036351	 36351	  39	  -40	  -2.9058	  1432400	 0.11715	 -0.00034191 
07036361	 36361	  39	  -40	  -4.4314	  1435400	 0.11699	 -0.00052281 
07036371	 36371	  39	  -40	  -5.8393	  1427500	 0.11699	 -0.00068743 
07036381	 36381	  39	  -40	  -7.3831	  1425700	 0.11699	 -0.00086875 
07036391	 36391	  39	  -40	  -14.649	  1426400	 0.11685	 -0.0017269 
07036401	 36401	  39	  -40	  -28.977	  1422200	 0.11685	 -0.003412 
07036411	 36411	  39	  -40	  -42.947	  1421000	 0.11685	 -0.0050553 
07036421	 36421	  39	  -40	  -57.522	  1422600	 0.11674	 -0.0067828 
07036431	 36431	  39	  -40	  -70.49	  1419000	 0.11674	 -0.0083038 
07036441	 36441	  39	  -40	  -86.976	  1417800	 0.11674	 -0.010242 
07036451	 36451	  39	  -40	  -95.372	  1417200	 0.11674	 -0.011229 
07036461	 36461	  39	  -40	  -105.64	  1425300	 0.11706	 -0.012419 
07036471	 36471	  39	  -40	  -119.43	  1420500	 0.11706	 -0.014021 
07036481	 36481	  39	  -40	  -137.11	  1418700	 0.11706	 -0.016089 
07036491	 36491	  39	  -40	  -149.52	  1418700	 0.11706	 -0.017545 
07036501	 36501	  39	  -40	  -161.09	  1417500	 0.11706	 -0.018897 
07036511	 36511	  39	  -40	  -171.95	  1441800	 0.11876	 -0.019902 
07036521	 36521	  39	  -40	  -181.09	  1438100	 0.11876	 -0.020939 
07036531	 36531	  39	  -40	  -194.69	  1437500	 0.11876	 -0.022508 
07036541	 36541	  39	  -40	  -207.46	  1435700	 0.11876	 -0.023972 
07036551	 36551	  39	  -40	  -220.57	  1441300	 0.11882	 -0.025507 
07036561	 36561	  39	  -40	  -231.5	  1398500	 0.11564	 -0.027477 
07036571	 36571	  39	  -40	  -249.39	  1435900	 0.11882	 -0.028797 
07036581	 36581	  39	  -40	  -266.33	  1434700	 0.11882	 -0.030743 
07036591	 36591	  39	  -40	  -275.32	  1436900	 0.11871	 -0.031842 
07036601	 36601	  39	  -40	  -296.25	  1433900	 0.11871	 -0.034234 
07036611	 36611	  39	  -40	  -310.8	  1432100	 0.11871	 -0.035898 
07036621	 36621	  39	  -40	  -328.35	  1431500	 0.11871	 -0.037919 
07137071	 137070	  24	  -25	  -92.972	  1451500	 0.11978	 -0.010751 
07137081	 137080	  24	  -26	  -265.5	  1445900	 0.11978	 -0.030655 
