File name	 Run No	  Starting AoA (deg)	  Arc (deg)	  Linear Pitch-Rate (deg/s)	  Reynolds No.	 Mach No.	 Reduced Pitch-Rate 
15020011	 20011	  -1	  40	  373.21	  1560500	 0.11958	 0.043946 
15020021	 20021	  -1	  40	  350.98	  1566700	 0.1206	 0.04091 
15020031	 20031	  -1	  40	  329.16	  1548000	 0.11969	 0.038592 
15020041	 20041	  -1	  40	  311.84	  1556300	 0.12033	 0.036368 
15020051	 20051	  -1	  40	  292.88	  1542600	 0.11927	 0.03446 
15020061	 20061	  -1	  40	  273.85	  1556400	 0.12087	 0.03174 
15020071	 20071	  -1	  40	  259.14	  1537800	 0.11943	 0.030397 
15020081	 20081	  -1	  40	  243.38	  1527500	 0.11914	 0.028568 
15020091	 20091	  -1	  40	  229.72	  1528900	 0.11926	 0.026939 
15020101	 20101	  -1	  41	  214.17	  1535100	 0.11974	 0.025013 
15020111	 20111	  -1	  40	  195.62	  1508100	 0.1197	 0.022701 
15020121	 20121	  -1	  40	  175.45	  1508800	 0.11975	 0.020351 
15020131	 20131	  -1	  40	  157.37	  1483900	 0.11829	 0.018449 
15020141	 20141	  -1	  40	  138.56	  1500000	 0.11957	 0.01607 
15020151	 20151	  -1	  40	  115.12	  1496500	 0.11929	 0.013382 
15020161	 20161	  0	  39	  95.174	  1483400	 0.11927	 0.011029 
15020171	 20171	  -1	  40	  74.992	  1507800	 0.12019	 0.0086521 
15020181	 20181	  0	  40	  55.017	  1506000	 0.12108	 0.0062799 
15020191	 20191	  -1	  40	  37.263	  1495600	 0.12025	 0.004283 
15020201	 20201	  0	  39	  18.753	  1496300	 0.12081	 0.0021418 
15020211	 20211	  0	  39	  9.3751	  1495400	 0.12126	 0.001065 
15020411	 20411	  -1	  35	  95.377	  1539700	 0.1233	 0.010818 
15020421	 20421	  -1	  36	  75.637	  1541500	 0.12436	 0.008481 
15020431	 20431	  -1	  36	  55.865	  1538100	 0.12479	 0.0062288 
15020441	 20441	  -1	  37	  37.089	  1537800	 0.12514	 0.0041189 
15020451	 20451	  -1	  38	  18.996	  1538400	 0.12536	 0.0021049 
15020461	 20461	  -1	  39	  380.99	  2502700	 0.19913	 0.026666 
15020471	 20471	  -1	  41	  127.36	  2484700	 0.19856	 0.0089247 
15020481	 20481	  -3	  43	  60.966	  2481800	 0.19919	 0.0042515 
15020491	 20491	  -1	  36	  29.056	  2476000	 0.19958	 0.0020189 
15020501	 20501	  -1	  40	  240.34	  2204900	 0.1762	 0.018979 
15020511	 20511	  -1	  41	  125.99	  2183700	 0.17753	 0.0098086 
15020521	 20521	  -1	  41	  55.779	  2167900	 0.177	 0.0043482 
15020531	 20531	  -1	  40	  27.808	  2136100	 0.17589	 0.0021743 
15020541	 20541	  -1	  41	  204.39	  2137100	 0.17597	 0.015974 
15020551	 20551	  -1	  41	  90.193	  2144300	 0.17731	 0.006984 
