File name	 Run No	  Starting AoA (deg)	  Arc (deg)	  Linear Pitch-Rate (deg/s)	  Reynolds No.	 Mach No.	 Reduced Pitch-Rate 
14021141	 21141	  0	  12	  230.48	  1427200	 0.11602	 0.027432 
14021151	 21151	  0	  12	  243.59	  1476200	 0.11763	 0.028799 
14021161	 21161	  0	  12	  227.53	  1467900	 0.11712	 0.027004 
14021171	 21171	  0	  12	  237.44	  1464700	 0.11712	 0.028157 
14021181	 21181	  0	  12	  249.51	  1462800	 0.11712	 0.029573 
14021191	 21191	  0	  12	  237.38	  1460900	 0.11712	 0.028121 
14825581	 825580	  -1	  40	  0.78366	  1533400	 0.11858	 9.319e-05 
14825601	 825600	  -1	  40	  1.5307	  1516300	 0.11799	 0.00018249 
14825611	 825610	  -1	  40	  4.622	  1500100	 0.11745	 0.00055224 
14825621	 825620	  -1	  40	  5.8408	  1494100	 0.11745	 0.00069679 
14825631	 825630	  -1	  40	  7.517	  1500000	 0.11775	 0.0008949 
14825641	 825640	  -1	  41	  14.909	  1494000	 0.11775	 0.0017722 
14825651	 825650	  -1	  41	  29.534	  1490100	 0.11775	 0.003507 
14825661	 825660	  -1	  41	  44.4	  1488800	 0.11775	 0.0052705 
14825671	 825670	  -1	  41	  59.775	  1487500	 0.11775	 0.0070931 
14825681	 825680	  -1	  40	  75.205	  1487500	 0.11729	 0.008973 
14825691	 825690	  -1	  40	  93.135	  1482300	 0.11729	 0.011097 
14825701	 825700	  -1	  40	  103.74	  1479700	 0.11729	 0.012352 
14825711	 825710	  -1	  40	  118.07	  1477100	 0.11729	 0.014049 
14825721	 825720	  -1	  40	  135.54	  1476500	 0.11729	 0.016125 
14825731	 825730	  -1	  40	  150.78	  1477900	 0.1171	 0.017986 
14825741	 825740	  -1	  40	  166.45	  1472800	 0.1171	 0.019828 
14825751	 825750	  -1	  40	  181.1	  1470900	 0.1171	 0.021562 
14825761	 825760	  -1	  40	  197.38	  1468300	 0.1171	 0.023485 
14825771	 825770	  -1	  40	  207.45	  1465800	 0.1171	 0.024666 
14825791	 825790	  -1	  40	  238.44	  1486100	 0.11788	 0.028229 
14825801	 825800	  -1	  41	  252.57	  1482800	 0.11788	 0.029876 
14825811	 825810	  -1	  41	  266.4	  1480900	 0.11788	 0.031496 
14825821	 825820	  -1	  41	  279.69	  1478300	 0.11788	 0.033045 
14825831	 825830	  -1	  41	  288.42	  1473100	 0.11696	 0.034404 
14825841	 825840	  -1	  41	  303.42	  1468000	 0.11696	 0.036145 
14825851	 825850	  -1	  41	  322.7	  1464800	 0.11696	 0.038409 
14825861	 825860	  -1	  41	  334.09	  1462900	 0.11696	 0.039744 
14825871	 825870	  -1	  41	  348.34	  1460400	 0.11696	 0.041412 
