File name	 Run No	  Starting AoA (deg)	  Arc (deg)	  Linear Pitch-Rate (deg/s)	  Reynolds No.	 Mach No.	 Reduced Pitch-Rate 
04027531	 27531	  0	  40	  29.515	  998880	 0.079049	 0.0051682 
04027541	 27541	  0	  40	  99.639	  1002400	 0.079463	 0.017344 
04027551	 27551	  0	  40	  190.33	  1002400	 0.079463	 0.033131 
04027561	 27561	  0	  40	  271.86	  1002400	 0.079463	 0.047323 
04027571	 27571	  0	  40	  0.74269	  1495600	 0.11856	 8.6649e-05 
04027581	 27581	  0	  40	  1.4731	  1478300	 0.11809	 0.00017203 
04027591	 27591	  0	  40	  2.9717	  1470800	 0.11809	 0.00034635 
04027601	 27601	  0	  40	  4.413	  1467400	 0.11776	 0.00051586 
04027611	 27611	  0	  40	  5.9652	  1462400	 0.11776	 0.00069638 
04027621	 27621	  0	  40	  7.2757	  1461200	 0.11776	 0.00084909 
04027631	 27631	  0	  40	  14.801	  1481200	 0.11853	 0.001721 
04027641	 27641	  0	  40	  29.423	  1473700	 0.11853	 0.0034144 
04027651	 27651	  0	  40	  44.276	  1471300	 0.11853	 0.0051347 
04027661	 27661	  0	  40	  59.542	  1462700	 0.11769	 0.0069577 
04027671	 27671	  0	  40	  74.361	  1460800	 0.11769	 0.0086851 
04027681	 27681	  0	  40	  89.704	  1459000	 0.11769	 0.010472 
04027691	 27691	  0	  40	  99.816	  1457800	 0.11769	 0.011649 
04027701	 27701	  0	  40	  113.24	  1456600	 0.11769	 0.013211 
04027711	 27711	  0	  40	  128.52	  1478600	 0.11857	 0.014926 
04027721	 27721	  0	  40	  141.76	  1473000	 0.11857	 0.01644 
04027731	 27731	  0	  40	  156.5	  1471100	 0.11857	 0.01814 
04027741	 27741	  0	  40	  167.12	  1469300	 0.11857	 0.019361 
04027751	 27751	  0	  40	  180.42	  1472700	 0.11809	 0.021038 
04027761	 27761	  0	  40	  189.09	  1466500	 0.11809	 0.022013 
04027771	 27771	  0	  40	  203.24	  1465300	 0.11809	 0.023652 
04027781	 27781	  0	  40	  214.7	  1464000	 0.11809	 0.024978 
04027791	 27791	  0	  40	  228.98	  1472900	 0.11806	 0.026713 
04027801	 27801	  0	  40	  241.15	  1467900	 0.11806	 0.028096 
04027811	 27811	  0	  40	  247.76	  1465400	 0.11806	 0.028847 
04027821	 27821	  0	  40	  260.29	  1464200	 0.11806	 0.030296 
04027831	 27831	  0	  40	  267.2	  1475000	 0.11817	 0.031146 
04027841	 27841	  0	  40	  273.07	  1468800	 0.11817	 0.031778 
04027851	 27851	  0	  40	  286.43	  1466300	 0.11817	 0.033311 
04027861	 27861	  0	  40	  292.95	  1464400	 0.11817	 0.034052 
04027871	 27871	  0	  40	  29.512	  1932700	 0.15596	 0.0025993 
04027881	 27881	  0	  40	  97.986	  1923700	 0.15596	 0.0086148 
04027891	 27891	  0	  39	  185.33	  1916500	 0.15596	 0.01627 
04027901	 27901	  0	  39	  257.9	  1910100	 0.15596	 0.022611 
04028611	 28611	  0	  40	  99.891	  1514700	 0.12035	 0.011456 
04529351	 529350	  -1	  39	  89.936	  1474800	 0.11893	 0.010452 
04529361	 529360	  -1	  39	  261.59	  1468500	 0.11893	 0.030349 
