File name	 Run No	  Starting AoA (deg)	  Arc (deg)	  Linear Pitch-Rate (deg/s)	  Reynolds No.	 Mach No.	 Reduced Pitch-Rate 
13020441	 20441	  -1	  40	  0.7573	  1467700	 0.1178	 8.9705e-05 
13020451	 20451	  -1	  40	  1.5127	  1463300	 0.11791	 0.00017875 
13020461	 20461	  -1	  40	  2.9364	  1454400	 0.11791	 0.00034616 
13020471	 20471	  -1	  40	  4.358	  1445700	 0.1168	 0.00051934 
13020481	 20481	  -1	  40	  5.9748	  1438200	 0.1168	 0.00071058 
13020501	 20501	  -1	  40	  7.3035	  1522400	 0.12019	 0.00084821 
13020511	 20511	  -1	  40	  14.61	  1514400	 0.12019	 0.0016933 
13020521	 20521	  -1	  40	  29.186	  1510500	 0.12019	 0.0033793 
13020531	 20531	  -1	  40	  43.873	  1506600	 0.12019	 0.0050746 
13020541	 20541	  -1	  40	  57.171	  1504000	 0.12019	 0.0066083 
13020551	 20551	  -1	  40	  72.942	  1495900	 0.11924	 0.0085075 
13020561	 20561	  -1	  40	  87.512	  1489400	 0.11924	 0.01019 
13020571	 20571	  -1	  40	  98.423	  1486200	 0.11924	 0.01145 
13020581	 20581	  -1	  40	  116.13	  1483700	 0.11924	 0.013501 
13020591	 20591	  -1	  40	  129.38	  1480500	 0.11924	 0.015029 
13020601	 20601	  -1	  40	  144.68	  1480300	 0.11897	 0.016858 
13020611	 20611	  -1	  40	  159.22	  1474000	 0.11897	 0.018522 
13020621	 20621	  -1	  40	  177.63	  1471500	 0.11897	 0.020649 
13020631	 20631	  -1	  40	  196.36	  1469000	 0.11897	 0.022812 
13020641	 20641	  -1	  40	  206.3	  1466500	 0.11897	 0.02395 
13020651	 20651	  -1	  40	  224.32	  1471800	 0.11894	 0.026088 
13020661	 20661	  -1	  40	  243.99	  1466700	 0.11894	 0.028338 
13020671	 20671	  -1	  40	  260.07	  1464200	 0.11894	 0.030185 
13020681	 20681	  -1	  40	  282.66	  1462400	 0.11894	 0.032791 
13020691	 20691	  -1	  40	  290.24	  1460500	 0.11894	 0.033653 
13020701	 20701	  -1	  40	  310.95	  1467800	 0.11903	 0.036088 
13020711	 20711	  -1	  40	  319.43	  1460400	 0.11903	 0.036998 
13020721	 20721	  -1	  40	  330.86	  1459100	 0.11903	 0.038309 
13020731	 20731	  -1	  40	  342.26	  1457300	 0.11903	 0.03961 
13020741	 20741	  -1	  40	  351.57	  1456000	 0.11903	 0.040674 
13020761	 20761	  -1	  40	  29.43	  1037200	 0.07973	 0.0052121 
13020771	 20771	  -1	  40	  99.545	  1035300	 0.07973	 0.017617 
13020781	 20781	  -1	  41	  204.37	  1034400	 0.07973	 0.036157 
13020791	 20791	  -1	  40	  320.15	  1033400	 0.07973	 0.056621 
13020811	 20811	  -1	  40	  29.157	  2023500	 0.15932	 0.0025602 
13020821	 20821	  -1	  40	  97.486	  2007600	 0.15932	 0.0085339 
13020831	 20831	  -1	  40	  204.26	  1997200	 0.15932	 0.017845 
13020841	 20841	  -1	  40	  312.46	  1986800	 0.15932	 0.027242 
13020851	 20851	  0	  4	  48.248	  1504200	 0.11947	 0.0056304 
13020861	 20861	  0	  4	  92.954	  1500200	 0.11947	 0.010837 
13020871	 20871	  0	  4	  116.97	  1498300	 0.11947	 0.013629 
13020881	 20881	  0	  4	  111.61	  1497000	 0.11947	 0.013 
13020891	 20891	  0	  4	  120.25	  1495700	 0.11947	 0.014002 
13020901	 20901	  0	  4	  141.6	  1461800	 0.11656	 0.016911 
13020911	 20911	  0	  4	  130.81	  1458600	 0.11656	 0.015609 
13020921	 20921	  0	  4	  128.03	  1442800	 0.11725	 0.015089 
13020931	 20931	  0	  5	  132.85	  1455500	 0.11656	 0.015839 
13020941	 20941	  0	  8	  46.997	  1490400	 0.11936	 0.005472 
13020951	 20951	  0	  8	  114.91	  1487200	 0.11936	 0.013368 
13020961	 20961	  0	  8	  171.06	  1485900	 0.11936	 0.019894 
13020971	 20971	  0	  8	  177.95	  1484000	 0.11936	 0.020685 
13020981	 20981	  0	  8	  180.14	  1483300	 0.11936	 0.020936 
13020991	 20991	  0	  8	  205.22	  1453800	 0.11683	 0.024379 
13021001	 21001	  0	  8	  210.08	  1450700	 0.11683	 0.024935 
13021011	 21011	  0	  8	  203.02	  1449400	 0.11683	 0.024089 
13021021	 21021	  0	  8	  203.07	  1448200	 0.11683	 0.024087 
13021031	 21031	  0	  12	  53.276	  1449600	 0.1167	 0.006332 
13021041	 21041	  0	  12	  102.21	  1445900	 0.1167	 0.012136 
13021051	 21051	  0	  12	  198.54	  1444600	 0.1167	 0.023565 
13021061	 21061	  0	  12	  217.96	  1443400	 0.1167	 0.025862 
13021071	 21071	  0	  12	  235.49	  1440900	 0.1167	 0.027923 
13021081	 21081	  0	  12	  255.45	  1442000	 0.11653	 0.030358 
13021091	 21091	  0	  12	  243.52	  1438900	 0.11653	 0.028916 
13021101	 21101	  0	  13	  249.44	  1437000	 0.11653	 0.029604 
13021111	 21111	  0	  12	  255.45	  1435200	 0.11653	 0.030302 
13825751	 825750	  -1	  40	  0.74644	  1522400	 0.11812	 8.8617e-05 
13825761	 825760	  -1	  40	  1.4989	  1502300	 0.11754	 0.00017825 
13825771	 825770	  -1	  40	  2.9779	  1493800	 0.11754	 0.00035335 
13825781	 825780	  -1	  40	  4.4249	  1479500	 0.11651	 0.0005295 
13825791	 825790	  -1	  40	  5.9057	  1473700	 0.11651	 0.00070562 
13825801	 825800	  -1	  40	  7.3593	  1465800	 0.11579	 0.00088509 
13825811	 825810	  -1	  40	  14.712	  1459500	 0.11579	 0.0017664 
13825821	 825820	  -1	  40	  29.236	  1456300	 0.11579	 0.0035073 
13825831	 825830	  -1	  40	  43.368	  1453800	 0.11579	 0.0051991 
13825841	 825840	  -1	  40	  57.954	  1452000	 0.11579	 0.0069442 
13825851	 825850	  -1	  40	  72.694	  1451000	 0.11506	 0.0087847 
13825861	 825860	  -1	  40	  87.439	  1443500	 0.11506	 0.010545 
13825871	 825870	  -1	  40	  98.387	  1442200	 0.11506	 0.011862 
13825881	 825880	  -1	  40	  115.31	  1439700	 0.11506	 0.013893 
13825891	 825890	  -1	  40	  132.35	  1437300	 0.11506	 0.015935 
13825901	 825900	  -1	  40	  145.43	  1461700	 0.11656	 0.01731 
13825911	 825910	  -1	  40	  160.45	  1455400	 0.11656	 0.019066 
13825921	 825920	  -1	  40	  176.87	  1453600	 0.11656	 0.021006 
13825931	 825930	  -1	  40	  190.8	  1451700	 0.11656	 0.022649 
13825941	 825940	  -1	  40	  200.1	  1449800	 0.11656	 0.023741 
13825951	 825950	  -1	  40	  215.99	  1445600	 0.11583	 0.025824 
13825952	 825950	  -1	  40	  215.46	  1487300	 0.11775	 0.02559 
13825961	 825960	  -1	  40	  230.55	  1440700	 0.11583	 0.027528 
13825962	 825960	  -1	  40	  233.92	  1483400	 0.11775	 0.027754 
13825971	 825970	  -1	  40	  246.59	  1438200	 0.11583	 0.029423 
13825972	 825970	  -1	  40	  247.18	  1478800	 0.11775	 0.029292 
13825981	 825980	  -1	  40	  260.18	  1437000	 0.11583	 0.031034 
13825982	 825980	  -1	  40	  263.48	  1476900	 0.11775	 0.031208 
13825991	 825990	  -1	  40	  276.65	  1435200	 0.11583	 0.032982 
13825992	 825990	  -1	  40	  279.42	  1473700	 0.11775	 0.033068 
13826001	 826000	  -1	  40	  302.76	  1457600	 0.11574	 0.036355 
13826002	 826000	  -1	  40	  294.86	  1462100	 0.11677	 0.035193 
13826011	 826010	  -1	  40	  307.39	  1431200	 0.11541	 0.036792 
13826012	 826010	  -1	  40	  306.49	  1458300	 0.11677	 0.036544 
13826021	 826020	  -1	  40	  321.36	  1428200	 0.11541	 0.038432 
13826022	 826020	  -1	  40	  321.36	  1454500	 0.11677	 0.038278 
13826031	 826030	  -1	  40	  337.66	  1451900	 0.11574	 0.040484 
13826032	 826030	  -1	  40	  336.84	  1453200	 0.11677	 0.040108 
13826041	 826040	  -1	  40	  348.27	  1424600	 0.11541	 0.041609 
13826042	 826040	  -1	  40	  346.62	  1451400	 0.11677	 0.041252 
