File name	 Run No	  Starting AoA (deg)	  Arc (deg)	  Linear Pitch-Rate (deg/s)	  Reynolds No.	 Mach No.	 Reduced Pitch-Rate 
04037921	 37921	  41	  -41	  -0.71768	  1509900	 0.1188	 -8.3701e-05 
04037931	 37931	  40	  -40	  -1.432	  1494300	 0.11807	 -0.00016776 
04037941	 37941	  40	  -40	  -2.8749	  1483500	 0.11807	 -0.00033585 
04037951	 37951	  40	  -40	  -4.3092	  1484000	 0.11776	 -0.00050532 
04037961	 37961	  40	  -40	  -5.773	  1477700	 0.11776	 -0.00067585 
04037971	 37971	  40	  -40	  -7.2033	  1474600	 0.11776	 -0.0008426 
04037981	 37981	  40	  -40	  -14.272	  1482600	 0.1179	 -0.0016702 
04037991	 37991	  40	  -40	  -28.324	  1476300	 0.1179	 -0.0033092 
04038001	 38001	  40	  -40	  -43	  1475100	 0.1179	 -0.0050222 
04038011	 38011	  40	  -40	  -56.02	  1477000	 0.11771	 -0.0065613 
04038021	 38021	  40	  -40	  -69.216	  1472700	 0.11771	 -0.0080974 
04038031	 38031	  40	  -40	  -81.851	  1472000	 0.11771	 -0.009574 
04038041	 38041	  40	  -40	  -91.419	  1470200	 0.11771	 -0.010688 
04038051	 38051	  40	  -40	  -104.65	  1468900	 0.11771	 -0.012231 
04038061	 38061	  40	  -40	  -116.63	  1488900	 0.1178	 -0.013688 
04038071	 38071	  40	  -40	  -128.17	  1483900	 0.1178	 -0.015022 
04038081	 38081	  40	  -40	  -141.18	  1481400	 0.1178	 -0.016536 
04038091	 38091	  40	  -40	  -153.5	  1479500	 0.1178	 -0.01797 
04038101	 38101	  40	  -40	  -167.41	  1481800	 0.11774	 -0.019626 
04038111	 38111	  40	  -40	  -175.67	  1478000	 0.11774	 -0.020573 
04038121	 38121	  40	  -40	  -187.31	  1476800	 0.11774	 -0.021929 
04038131	 38131	  40	  -40	  -198.8	  1474900	 0.11774	 -0.023263 
04038141	 38141	  40	  -40	  -209.46	  1489800	 0.11848	 -0.024394 
04038151	 38151	  40	  -40	  -217.73	  1484100	 0.11848	 -0.02532 
04038161	 38161	  40	  -40	  -226.61	  1481600	 0.11848	 -0.026335 
04038171	 38171	  40	  -40	  -235.86	  1479700	 0.11848	 -0.027396 
04038181	 38181	  40	  -40	  -240.93	  1485300	 0.11857	 -0.027995 
04038191	 38191	  40	  -40	  -256.17	  1480900	 0.11857	 -0.029732 
04038201	 38201	  40	  -40	  -262.52	  1479700	 0.11857	 -0.030459 
04038211	 38211	  40	  -40	  -270.69	  1477200	 0.11857	 -0.031386 
04038221	 38221	  34	  -38	  -278.07	  1506600	 0.1188	 -0.032405 
04038231	 38231	  34	  -38	  -155.99	  1500200	 0.1188	 -0.018148 
04038241	 38241	  30	  -34	  -279.45	  1497700	 0.1188	 -0.03249 
04038251	 38251	  30	  -34	  -161.52	  1495700	 0.1188	 -0.01877 
04038261	 38261	  27	  -32	  -279.85	  1497200	 0.11856	 -0.032624 
04038271	 38271	  27	  -32	  -160.51	  1491500	 0.11856	 -0.018684 
04038281	 38281	  25	  -29	  -278	  1488300	 0.11856	 -0.032333 
04038291	 38291	  25	  -29	  -161.06	  1487000	 0.11856	 -0.018726 
04038301	 38301	  23	  -27	  -275.1	  1492800	 0.11821	 -0.032163 
04038311	 38311	  21	  -25	  -269	  1483400	 0.11821	 -0.031372 
04038321	 38321	  19	  -23	  -263.89	  1481500	 0.11821	 -0.030761 
04038331	 38331	  17	  -21	  -253.4	  1479600	 0.11821	 -0.029523 
04038341	 38341	  15	  -19	  -248.58	  1478300	 0.11821	 -0.028952 
04038351	 38351	  30	  -39	  -282.01	  1484700	 0.11807	 -0.032956 
04038361	 38361	  30	  -39	  -162.26	  1477800	 0.11807	 -0.018927 
04038371	 38371	  30	  -39	  -48.761	  1476600	 0.11807	 -0.005686 
04038381	 38381	  30	  -30	  -273.78	  1473300	 0.11756	 -0.03209 
04038391	 38391	  30	  -30	  -157.6	  1469600	 0.11756	 -0.018454 
04038401	 38401	  30	  -30	  -48.506	  1467700	 0.11756	 -0.005677 
04038411	 38411	  30	  -25	  -269.87	  1478800	 0.118	 -0.031514 
04038421	 38421	  30	  -25	  -150.71	  1473800	 0.118	 -0.017576 
04038431	 38431	  30	  -25	  -48.222	  1472000	 0.118	 -0.0056209 
04038441	 38441	  30	  -20	  -264.1	  1474400	 0.11775	 -0.030896 
04038451	 38451	  30	  -20	  -150.03	  1470100	 0.11775	 -0.017531 
04038461	 38461	  30	  -20	  -46.894	  1468200	 0.11775	 -0.0054769 
04038471	 38471	  29	  -14	  -238.05	  1472100	 0.11756	 -0.027893 
04038481	 38481	  29	  -14	  -137.43	  1467700	 0.11756	 -0.016084 
04038491	 38491	  29	  -14	  -45.854	  1465900	 0.11756	 -0.005364 
04038501	 38501	  30	  -10	  -193.59	  1471200	 0.11749	 -0.022698 
04038511	 38511	  30	  -10	  -143.55	  1465600	 0.11749	 -0.016806 
04038521	 38521	  30	  -10	  -47.864	  1465000	 0.11749	 -0.0056026 
04038531	 38531	  30	  -5	  -120.17	  1470000	 0.11749	 -0.014084 
04038541	 38541	  30	  -5	  -95.827	  1465000	 0.11749	 -0.011216 
04038551	 38551	  30	  -5	  -42.899	  1463800	 0.11749	 -0.0050196 
04539001	 539000	  31	  -40	  -303.27	  1478600	 0.11865	 -0.035504 
04539011	 539010	  31	  -40	  -159.11	  1472300	 0.11865	 -0.018596 
04539021	 539020	  30	  -40	  -48.915	  1472300	 0.11865	 -0.0057169 
04539031	 539030	  31	  -31	  -272.12	  1490600	 0.12064	 -0.031227 
04539041	 539040	  31	  -31	  -174.28	  1487400	 0.12064	 -0.019983 
04539051	 539050	  31	  -31	  -45.73	  1484200	 0.12064	 -0.005239 
04539061	 539060	  29	  -25	  -243.39	  1470200	 0.11976	 -0.028066 
04539071	 539070	  29	  -25	  -179.62	  1470200	 0.11976	 -0.020713 
04539081	 539080	  29	  -25	  -47.537	  1467100	 0.11976	 -0.0054771 
04539091	 539090	  30	  -20	  -222.04	  1543600	 0.12077	 -0.025713 
04539101	 539100	  30	  -20	  -180.72	  1543600	 0.12077	 -0.020928 
04539111	 539110	  30	  -20	  -48.213	  1536800	 0.12077	 -0.0055737 
04539121	 539120	  30	  -15	  -192.54	  1529600	 0.12072	 -0.022229 
04539131	 539130	  30	  -15	  -163.55	  1529600	 0.12072	 -0.018882 
04539141	 539140	  30	  -15	  -47.221	  1529600	 0.12072	 -0.0054518 
04539151	 539150	  31	  -11	  -167.46	  1518400	 0.12036	 -0.019359 
04539161	 539160	  31	  -11	  -151.93	  1518400	 0.12036	 -0.017564 
04539171	 539170	  31	  -11	  -42.166	  1518400	 0.12036	 -0.0048746 
04539181	 539180	  31	  -6	  -98.934	  1510100	 0.12022	 -0.011431 
04539191	 539190	  31	  -6	  -96.077	  1510100	 0.12022	 -0.011101 
04539201	 539200	  31	  -6	  -55.633	  1510100	 0.12022	 -0.0064281 
04539211	 539210	  34	  -40	  -306.45	  1505300	 0.11984	 -0.035521 
04539221	 539220	  34	  -40	  -161.66	  1505300	 0.11984	 -0.018738 
04539231	 539230	  34	  -20	  -46.707	  1498800	 0.11984	 -0.0054048 
04539241	 539240	  25	  -31	  -269	  1500000	 0.11993	 -0.031104 
04539251	 539250	  26	  -31	  -181.66	  1500000	 0.11993	 -0.021005 
04539261	 539260	  26	  -21	  -49.469	  1493600	 0.11993	 -0.0057104 
04539271	 539270	  19	  -24	  -242.75	  1495300	 0.12007	 -0.027989 
04539281	 539280	  19	  -24	  -179.34	  1495300	 0.12007	 -0.020678 
04539291	 539290	  19	  -20	  -49.931	  1495300	 0.12007	 -0.005757 
04539301	 539300	  15	  -20	  -217.22	  1486000	 0.11983	 -0.025054 
04539311	 539310	  15	  -20	  -175.98	  1486000	 0.11983	 -0.020297 
04539321	 539320	  15	  -19	  -50.448	  1486000	 0.11983	 -0.0058186 
04539501	 539500	  33	  -37	  -46.973	  1530500	 0.11979	 -0.0054839 
04539511	 539510	  33	  -38	  -285.26	  1517200	 0.11979	 -0.03319 
