File name	 Run No	  Mean Incidence (deg)	  Amplitude (deg)	  Oscillation Freq. (Hz)	  Reynolds No.	 Mach No.	 Reduced Frequency 
14012151	 12151	  20	  8	  0.233	  1456900	 0.11597	 0.010026 
14012161	 12161	  3	  8	  0.582	  1452600	 0.11506	 0.025286 
14012171	 12171	  4	  8	  0.582	  1449400	 0.11506	 0.025264 
14012181	 12181	  5	  8	  0.582	  1448200	 0.11506	 0.025256 
14012191	 12191	  6	  8	  0.582	  1447000	 0.11506	 0.025247 
14012201	 12201	  7	  8	  0.582	  1446300	 0.11506	 0.025243 
14012211	 12211	  8	  8	  0.582	  1469900	 0.11633	 0.025017 
14012221	 12221	  9	  8	  0.582	  1463000	 0.11633	 0.024971 
14012231	 12231	  11	  8	  0.582	  1461700	 0.11633	 0.024963 
14012241	 12241	  12	  8	  0.582	  1460500	 0.11633	 0.024954 
14012251	 12251	  13	  8	  0.582	  1459200	 0.11633	 0.024946 
14012261	 12261	  14	  8	  0.582	  1480000	 0.11698	 0.024892 
14012271	 12271	  15	  8	  0.582	  1477400	 0.11698	 0.024875 
14012281	 12281	  16	  8	  0.582	  1475500	 0.11698	 0.024863 
14012291	 12291	  17	  8	  0.582	  1473600	 0.11698	 0.02485 
14012301	 12301	  20	  8	  0.582	  1472300	 0.11698	 0.024842 
14012321	 12321	  3	  8	  1.165	  1559200	 0.11902	 0.049819 
14012331	 12331	  4	  8	  1.165	  1555100	 0.11902	 0.049767 
14012341	 12341	  5	  8	  1.165	  1553000	 0.11902	 0.049741 
14012351	 12351	  6	  8	  1.165	  1551600	 0.11902	 0.049724 
14012361	 12361	  7	  8	  1.165	  1550200	 0.11902	 0.049707 
14012371	 12371	  8	  8	  1.165	  1544200	 0.11856	 0.049899 
14012381	 12381	  9	  8	  1.165	  1541500	 0.11856	 0.049864 
14012391	 12391	  11	  8	  1.165	  1539400	 0.11856	 0.049838 
14012401	 12401	  12	  8	  1.165	  1538000	 0.11856	 0.049821 
14012411	 12411	  13	  8	  1.165	  1536000	 0.11856	 0.049795 
14012421	 12421	  14	  8	  1.165	  1525700	 0.11756	 0.050255 
14012431	 12431	  15	  8	  1.165	  1522300	 0.11756	 0.050211 
14012441	 12441	  16	  8	  1.165	  1520300	 0.11756	 0.050185 
14012451	 12451	  17	  8	  1.165	  1518200	 0.11756	 0.050159 
14012461	 12461	  20	  8	  1.165	  1516900	 0.11756	 0.050142 
14012471	 12471	  3	  8	  1.747	  1515000	 0.11715	 0.075518 
14012481	 12481	  4	  8	  1.747	  1512300	 0.11715	 0.075466 
14012491	 12491	  5	  8	  1.747	  1511000	 0.11715	 0.07544 
14012501	 12501	  6	  8	  1.747	  1509600	 0.11715	 0.075414 
14012511	 12511	  7	  8	  1.747	  1509000	 0.11715	 0.075401 
14012521	 12521	  8	  8	  1.747	  1515200	 0.11727	 0.075413 
14012531	 12531	  9	  8	  1.747	  1512600	 0.11727	 0.075362 
14012541	 12541	  11	  8	  1.747	  1511200	 0.11727	 0.075336 
14012551	 12551	  12	  8	  1.747	  1509200	 0.11727	 0.075297 
14012561	 12561	  13	  8	  1.747	  1507900	 0.11727	 0.075271 
14012571	 12571	  14	  8	  1.747	  1509800	 0.11727	 0.075312 
14012581	 12581	  15	  8	  1.747	  1507200	 0.11727	 0.07526 
14012591	 12591	  16	  8	  1.747	  1505800	 0.11727	 0.075234 
14012601	 12601	  17	  8	  1.747	  1503800	 0.11727	 0.075195 
14012611	 12611	  20	  8	  1.747	  1502500	 0.11727	 0.07517 
14012621	 12621	  3	  8	  2.33	  1500600	 0.11686	 0.10069 
14012631	 12631	  4	  8	  2.33	  1498600	 0.11686	 0.10064 
14012641	 12641	  5	  8	  2.33	  1497300	 0.11686	 0.1006 
14012651	 12651	  6	  8	  2.33	  1496000	 0.11686	 0.10057 
14012661	 12661	  7	  8	  2.33	  1494700	 0.11686	 0.10054 
14012671	 12671	  8	  8	  2.33	  1505400	 0.11718	 0.10038 
14012681	 12681	  9	  8	  2.33	  1503400	 0.11718	 0.10033 
14012691	 12691	  11	  8	  2.33	  1502100	 0.11718	 0.10029 
14012701	 12701	  12	  8	  2.33	  1500100	 0.11718	 0.10024 
14012711	 12711	  13	  8	  2.33	  1498800	 0.11718	 0.10021 
14012721	 12721	  14	  8	  2.33	  1493700	 0.11679	 0.10055 
14012731	 12731	  15	  8	  2.33	  1491800	 0.11679	 0.10049 
14012741	 12741	  16	  8	  2.33	  1490500	 0.11679	 0.10046 
14012751	 12751	  17	  8	  2.33	  1489200	 0.11679	 0.10043 
14012761	 12761	  20	  8	  2.33	  1487900	 0.11679	 0.10039 
14012771	 12771	  3	  8	  2.912	  1496800	 0.11749	 0.12472 
14012781	 12781	  4	  8	  2.912	  1495500	 0.11749	 0.12467 
14012791	 12791	  5	  8	  2.912	  1494900	 0.11749	 0.12465 
14012801	 12801	  6	  8	  2.912	  1493600	 0.11749	 0.12461 
14012811	 12811	  7	  8	  2.912	  1492900	 0.11749	 0.12459 
14012821	 12821	  8	  8	  2.912	  1491600	 0.11749	 0.12455 
14012831	 12831	  9	  8	  2.912	  1491000	 0.11749	 0.12452 
14012841	 12841	  11	  8	  2.912	  1490700	 0.11717	 0.125 
14012851	 12851	  12	  8	  2.912	  1488100	 0.11717	 0.12491 
14012861	 12861	  13	  8	  2.912	  1486800	 0.11717	 0.12487 
14012871	 12871	  14	  8	  2.912	  1485500	 0.11717	 0.12483 
14012881	 12881	  15	  8	  2.912	  1484200	 0.11717	 0.12479 
14012891	 12891	  16	  8	  2.912	  1482900	 0.11717	 0.12474 
14012901	 12901	  17	  8	  2.912	  1482300	 0.11717	 0.12472 
14012911	 12911	  20	  8	  2.912	  1481000	 0.11717	 0.12468 
14012921	 12921	  3	  8	  3.496	  1478300	 0.11645	 0.15087 
14012931	 12931	  4	  8	  3.496	  1476400	 0.11645	 0.15079 
14012941	 12941	  5	  8	  3.496	  1475100	 0.11645	 0.15074 
14012951	 12951	  6	  8	  3.496	  1474500	 0.11645	 0.15071 
14012961	 12961	  7	  8	  3.496	  1473200	 0.11645	 0.15066 
14012971	 12971	  8	  8	  3.496	  1472500	 0.11645	 0.15064 
14012981	 12981	  9	  8	  3.496	  1471900	 0.11645	 0.15061 
14012991	 12991	  11	  8	  3.496	  1478600	 0.11713	 0.14965 
14013001	 13001	  12	  8	  3.496	  1477400	 0.11713	 0.1496 
14013011	 13011	  13	  8	  3.496	  1476700	 0.11713	 0.14958 
14013021	 13021	  14	  8	  3.496	  1475400	 0.11713	 0.14953 
14013031	 13031	  15	  8	  3.496	  1474800	 0.11713	 0.1495 
14013041	 13041	  16	  8	  3.496	  1474200	 0.11713	 0.14948 
14013051	 13051	  17	  8	  3.496	  1473500	 0.11713	 0.14945 
14013061	 13061	  20	  8	  3.496	  1472900	 0.11713	 0.14942 
14013071	 13071	  3	  8	  4.077	  1490800	 0.11697	 0.17543 
14013081	 13081	  4	  8	  4.077	  1488800	 0.11697	 0.17534 
14013091	 13091	  5	  8	  4.077	  1488200	 0.11697	 0.17531 
14013101	 13101	  6	  8	  4.077	  1486900	 0.11697	 0.17525 
14013111	 13111	  7	  8	  4.077	  1485600	 0.11697	 0.17519 
14013121	 13121	  8	  8	  4.077	  1484900	 0.11697	 0.17516 
14013131	 13131	  9	  8	  4.077	  1483600	 0.11697	 0.1751 
14013141	 13141	  11	  8	  4.077	  1484600	 0.11689	 0.1753 
14013151	 13151	  12	  8	  4.077	  1482700	 0.11689	 0.17521 
14013161	 13161	  13	  8	  4.077	  1482000	 0.11689	 0.17518 
14013171	 13171	  14	  8	  4.077	  1480700	 0.11689	 0.17512 
14013181	 13181	  15	  8	  4.077	  1479400	 0.11689	 0.17506 
14013191	 13191	  16	  8	  4.077	  1478800	 0.11689	 0.17503 
14013201	 13201	  17	  8	  4.077	  1477500	 0.11689	 0.17497 
14013211	 13211	  20	  8	  4.077	  1476900	 0.11689	 0.17495 
14013221	 13221	  4	  10	  0.233	  1476100	 0.11657	 0.010034 
14013231	 13231	  6	  10	  0.233	  1472200	 0.11657	 0.010024 
14013241	 13241	  8	  10	  0.233	  1469700	 0.11657	 0.010017 
14013251	 13251	  15	  10	  0.233	  1467100	 0.11657	 0.01001 
14013261	 13261	  20	  10	  0.233	  1465200	 0.11657	 0.010005 
14013271	 13271	  4	  10	  0.582	  1464200	 0.11619	 0.025098 
14013281	 13281	  6	  10	  0.582	  1461700	 0.11619	 0.025081 
14013291	 13291	  8	  10	  0.582	  1459800	 0.11619	 0.025069 
14013301	 13301	  15	  10	  0.582	  1458500	 0.11619	 0.02506 
14013311	 13311	  20	  10	  0.582	  1456600	 0.11619	 0.025048 
14013321	 13321	  4	  10	  1.165	  1453100	 0.11561	 0.05044 
14013331	 13331	  6	  10	  1.165	  1451900	 0.11561	 0.050423 
14013341	 13341	  8	  10	  1.165	  1450600	 0.11561	 0.050406 
14013351	 13351	  15	  10	  1.165	  1449400	 0.11561	 0.050389 
14013361	 13361	  20	  10	  1.165	  1448100	 0.11561	 0.050373 
14013371	 13371	  4	  10	  1.747	  1446100	 0.11515	 0.075918 
14013381	 13381	  6	  10	  1.747	  1444200	 0.11515	 0.075879 
14013391	 13391	  8	  10	  1.747	  1442900	 0.11515	 0.075854 
14013401	 13401	  15	  10	  1.747	  1441700	 0.11515	 0.075828 
14013411	 13411	  20	  10	  1.747	  1436700	 0.11515	 0.075727 
14013421	 13421	  4	  10	  2.33	  1455900	 0.11638	 0.10003 
14013431	 13431	  6	  10	  2.33	  1455300	 0.11638	 0.10001 
14013441	 13441	  8	  10	  2.33	  1454000	 0.11638	 0.099977 
14013451	 13451	  15	  10	  2.33	  1453400	 0.11638	 0.09996 
14013461	 13461	  20	  10	  2.33	  1452100	 0.11638	 0.099926 
14013481	 13481	  4	  10	  2.912	  1527100	 0.11809	 0.12475 
14013491	 13491	  6	  10	  2.912	  1525800	 0.11809	 0.1247 
14013501	 13501	  8	  10	  2.912	  1524400	 0.11809	 0.12466 
14013511	 13511	  15	  10	  2.912	  1523100	 0.11809	 0.12462 
14013521	 13521	  20	  10	  2.912	  1521700	 0.11809	 0.12458 
14013531	 13531	  4	  10	  3.496	  1502100	 0.11651	 0.15161 
14013541	 13541	  6	  10	  3.496	  1500100	 0.11651	 0.15153 
14013551	 13551	  8	  10	  3.496	  1498800	 0.11651	 0.15148 
14013561	 13561	  15	  10	  3.496	  1498100	 0.11651	 0.15145 
14013571	 13571	  20	  10	  3.496	  1496100	 0.11651	 0.15137 
14013581	 13581	  4	  10	  4.077	  1513700	 0.11757	 0.17512 
14013591	 13591	  6	  10	  4.077	  1511100	 0.11757	 0.175 
14013601	 13601	  8	  10	  4.077	  1509100	 0.11757	 0.17491 
14013611	 13611	  15	  10	  4.077	  1508400	 0.11757	 0.17488 
14013621	 13621	  20	  10	  4.077	  1506400	 0.11757	 0.17479 
14013631	 13631	  0	  2	  1	  1496300	 0.1172	 0.042951 
14013641	 13641	  0	  2	  2.5	  1495000	 0.1172	 0.10734 
14013651	 13651	  0	  2	  5	  1477600	 0.11604	 0.21668 
14013661	 13661	  0	  2	  7.535	  1475100	 0.11604	 0.32631 
14013671	 13671	  0	  2	  9.822	  1474400	 0.11604	 0.42528 
14013681	 13681	  0	  2	  12.223	  1473100	 0.11604	 0.52906 
14013691	 13691	  2	  2	  1	  1491100	 0.11683	 0.043077 
14013701	 13701	  2	  2	  2.5	  1487100	 0.11683	 0.10758 
14013711	 13711	  2	  2	  5.046	  1473900	 0.11605	 0.21843 
14013721	 13721	  2	  2	  7.433	  1472600	 0.11605	 0.32165 
14013731	 13731	  2	  2	  10.001	  1471300	 0.11605	 0.43263 
14013741	 13741	  2	  2	  12.223	  1470700	 0.11605	 0.52866 
14013751	 13751	  0	  4	  1	  1464100	 0.1155	 0.043426 
14013761	 13761	  0	  4	  2.5	  1461600	 0.1155	 0.10849 
14013771	 13771	  0	  4	  4.955	  1468800	 0.11595	 0.21446 
14013781	 13781	  0	  4	  7.433	  1466300	 0.11595	 0.32149 
14013791	 13791	  0	  4	  9.822	  1465000	 0.11595	 0.42467 
14013801	 13801	  0	  4	  12.223	  1464300	 0.11595	 0.52839 
14013811	 13811	  2	  4	  1	  1460300	 0.1155	 0.043382 
14013821	 13821	  2	  4	  2.5	  1468700	 0.11637	 0.10757 
14013831	 13831	  2	  4	  5	  1469500	 0.1157	 0.21709 
14013841	 13841	  2	  4	  7.433	  1466300	 0.1157	 0.32246 
14013851	 13851	  2	  4	  9.822	  1465000	 0.1157	 0.42595 
14013861	 13861	  2	  4	  12.223	  1464300	 0.1157	 0.52999 
14013881	 13881	  3	  8	  1.557	  1011600	 0.079405	 0.098518 
14013891	 13891	  4	  8	  1.557	  1011200	 0.079405	 0.098501 
14013901	 13901	  5	  8	  1.557	  1010700	 0.079405	 0.098485 
14013911	 13911	  6	  8	  1.557	  1010700	 0.079405	 0.098485 
14013921	 13921	  7	  8	  1.557	  1010700	 0.079405	 0.098485 
14013931	 13931	  8	  8	  1.557	  1010300	 0.079405	 0.098468 
14013941	 13941	  9	  8	  1.557	  1009800	 0.079405	 0.098451 
14013951	 13951	  10	  8	  1.557	  1009800	 0.079405	 0.098451 
14013961	 13961	  11	  8	  1.557	  988770	 0.077748	 0.10055 
14013971	 13971	  12	  8	  1.557	  988340	 0.077748	 0.10053 
14013981	 13981	  13	  8	  1.557	  987910	 0.077748	 0.10052 
14013991	 13991	  14	  8	  1.557	  987480	 0.077748	 0.1005 
14014001	 14001	  15	  8	  1.557	  987480	 0.077748	 0.1005 
14014011	 14011	  16	  8	  1.557	  987050	 0.077748	 0.10048 
14014021	 14021	  17	  8	  1.557	  987050	 0.077748	 0.10048 
14014031	 14031	  20	  8	  1.557	  986620	 0.077748	 0.10046 
14014051	 14051	  3	  8	  3.103	  1933100	 0.15538	 0.099412 
14014061	 14061	  4	  8	  3.103	  1929000	 0.15538	 0.099329 
14014071	 14071	  5	  8	  3.103	  1927300	 0.15538	 0.099296 
14014081	 14081	  6	  8	  3.103	  1924900	 0.15538	 0.099247 
14014091	 14091	  7	  8	  3.103	  1921600	 0.15538	 0.099181 
14014101	 14101	  8	  8	  3.103	  1920000	 0.15538	 0.099148 
14014111	 14111	  9	  8	  3.103	  1916700	 0.15538	 0.099082 
14014121	 14121	  10	  8	  3.103	  1915100	 0.15538	 0.099049 
14014131	 14131	  11	  8	  3.103	  1923600	 0.15548	 0.099137 
14014141	 14141	  12	  8	  3.103	  1917100	 0.15548	 0.099005 
14014151	 14151	  13	  8	  3.103	  1914600	 0.15548	 0.098956 
14014161	 14161	  14	  8	  3.103	  1911400	 0.15548	 0.098891 
14014171	 14171	  15	  8	  3.103	  1910600	 0.15548	 0.098874 
14014181	 14181	  16	  8	  3.103	  1907400	 0.15548	 0.098809 
14014191	 14191	  17	  8	  3.103	  1904100	 0.15548	 0.098744 
14014201	 14201	  20	  8	  3.103	  1902500	 0.15548	 0.098711 
14014221	 14221	  0	  5.4	  1.63	  1907100	 0.15428	 0.052489 
14014231	 14231	  0	  10	  1.63	  1903000	 0.15428	 0.052445 
14014241	 14241	  0	  12.2	  1.63	  1900600	 0.15428	 0.052419 
14014251	 14251	  0	  13.8	  1.63	  1896600	 0.15428	 0.052376 
14014261	 14261	  0	  17.4	  1.63	  1894200	 0.15428	 0.05235 
14014271	 14271	  0	  22.6	  1.63	  1891800	 0.15428	 0.052324 
14014281	 14281	  0	  30	  1.63	  1888600	 0.15428	 0.052289 
14014441	 14441	  0	  5.4	  0.894	  1084600	 0.085639	 0.052343 
14014451	 14451	  0	  10	  0.894	  1084200	 0.085639	 0.052334 
14014461	 14461	  0	  12.2	  0.894	  1083700	 0.085639	 0.052325 
14014471	 14471	  0	  13.8	  0.894	  1083200	 0.085639	 0.052316 
14014481	 14481	  0	  17.4	  0.894	  1083200	 0.085639	 0.052316 
14014491	 14491	  0	  22.6	  0.894	  1083200	 0.085639	 0.052316 
14014501	 14501	  0	  30	  0.894	  1082700	 0.085639	 0.052307 
14014521	 14521	  0	  5.4	  0.651	  784100	 0.061803	 0.052852 
14014531	 14531	  0	  10	  0.651	  784100	 0.061803	 0.052852 
14014541	 14541	  0	  12.2	  0.651	  784100	 0.061803	 0.052852 
14014551	 14551	  0	  13.8	  0.651	  784100	 0.061803	 0.052852 
14014561	 14561	  0	  17.4	  0.651	  784100	 0.061803	 0.052852 
14014571	 14571	  0	  22.6	  0.651	  784100	 0.061803	 0.052852 
14014581	 14581	  0	  30	  0.651	  784100	 0.061803	 0.052852 
14014671	 14671	  0	  5.4	  1.219	  1505400	 0.11687	 0.052736 
14014681	 14681	  0	  10	  1.219	  1502100	 0.11687	 0.052691 
14014691	 14691	  0	  12.2	  1.219	  1500100	 0.11687	 0.052664 
14014701	 14701	  0	  13.8	  1.219	  1498800	 0.11687	 0.052646 
14014711	 14711	  0	  17.4	  1.219	  1497500	 0.11687	 0.052628 
14014721	 14721	  0	  22.6	  1.219	  1496100	 0.11687	 0.05261 
14014731	 14731	  0	  32.8	  1.219	  1494200	 0.11687	 0.052583 
14014881	 14881	  0	  5.4	  0.488	  1484200	 0.11676	 0.021024 
14014891	 14891	  0	  10	  0.488	  1481600	 0.11676	 0.02101 
14014901	 14901	  0	  12.2	  0.488	  1480300	 0.11676	 0.021003 
14014911	 14911	  0	  13.8	  0.488	  1479100	 0.11676	 0.020996 
14014921	 14921	  0	  17.4	  0.488	  1477100	 0.11676	 0.020985 
14014931	 14931	  0	  22.6	  0.488	  1475800	 0.11676	 0.020978 
14014941	 14941	  0	  30	  0.488	  1474500	 0.11676	 0.020971 
14014951	 14951	  0	  5.4	  0.975	  1477900	 0.11667	 0.041982 
14014961	 14961	  0	  10	  0.975	  1468300	 0.11667	 0.041875 
14014971	 14971	  0	  12.2	  0.975	  1467000	 0.11667	 0.041861 
14014981	 14981	  0	  13.8	  0.975	  1466300	 0.11667	 0.041854 
14014991	 14991	  0	  17.4	  0.975	  1465700	 0.11667	 0.041847 
14015001	 15001	  0	  22.6	  0.975	  1465100	 0.11667	 0.04184 
14015011	 15011	  0	  30	  0.975	  1463800	 0.11667	 0.041826 
14015161	 15161	  0	  5.4	  1.463	  1470800	 0.11713	 0.062627 
14015171	 15171	  0	  10	  1.463	  1470200	 0.11713	 0.062617 
14015181	 15181	  0	  12.2	  1.463	  1468900	 0.11713	 0.062596 
14015191	 15191	  0	  13.8	  1.463	  1468300	 0.11713	 0.062585 
14015201	 15201	  0	  17.4	  1.463	  1467000	 0.11713	 0.062564 
14015211	 15211	  0	  22.6	  1.463	  1465700	 0.11713	 0.062543 
14015221	 15221	  0	  30	  1.463	  1465100	 0.11713	 0.062532 
14015231	 15231	  0	  5.4	  1.875	  1462000	 0.11709	 0.080157 
14015241	 15241	  0	  10	  1.875	  1460700	 0.11709	 0.08013 
14015251	 15251	  0	  12.2	  1.875	  1460100	 0.11709	 0.080117 
14015261	 15261	  0	  13.8	  1.875	  1459500	 0.11709	 0.080103 
14015271	 15271	  0	  17.4	  1.875	  1458900	 0.11709	 0.08009 
14015281	 15281	  0	  22.6	  1.875	  1458200	 0.11709	 0.080076 
14015291	 15291	  0	  30	  1.875	  1457000	 0.11709	 0.080049 
14815381	 815380	  10	  4	  0.582	  1510000	 0.11662	 0.025234 
14815391	 815390	  10	  6	  0.582	  1506000	 0.11662	 0.025208 
14815401	 815400	  10	  8	  0.582	  1503400	 0.11662	 0.025191 
14815411	 815410	  10	  10	  0.582	  1502000	 0.11662	 0.025182 
14815421	 815420	  10	  4	  2.33	  1522900	 0.11834	 0.099313 
14815431	 815430	  10	  6	  2.33	  1520900	 0.11834	 0.099262 
14815441	 815440	  10	  8	  2.33	  1520200	 0.11834	 0.099245 
14815451	 815450	  10	  10	  2.33	  1518900	 0.11834	 0.099211 
14815461	 815460	  10	  4	  4.077	  1506900	 0.11725	 0.1753 
14815471	 815470	  10	  6	  4.077	  1504900	 0.11725	 0.17521 
14815481	 815480	  10	  8	  4.077	  1504300	 0.11725	 0.17518 
14815491	 815490	  10	  10	  4.077	  1502900	 0.11725	 0.17512 
14815501	 815500	  0	  5.4	  1.875	  1506900	 0.1172	 0.080668 
14815511	 815510	  0	  10	  1.875	  1504900	 0.1172	 0.080627 
14815521	 815520	  0	  12.2	  1.875	  1503600	 0.1172	 0.080599 
14815531	 815530	  0	  13.8	  1.875	  1502300	 0.1172	 0.080572 
14815541	 815540	  0	  17.4	  1.875	  1501000	 0.1172	 0.080544 
14815551	 815550	  0	  22.6	  1.875	  1499700	 0.1172	 0.080517 
14815561	 815560	  0	  30	  1.875	  1498300	 0.1172	 0.080489 
