File name	 Run No	  Starting AoA (deg)	  Arc (deg)	  Linear Pitch-Rate (deg/s)	  Reynolds No.	 Mach No.	 Reduced Pitch-Rate 
07025001	 25001	  0	  4	  60.058	  1475200	 0.12055	 0.0069018 
07025011	 25011	  0	  4	  104.62	  1470800	 0.12055	 0.012009 
07025021	 25021	  0	  4	  122.03	  1468900	 0.12055	 0.014 
07025031	 25031	  0	  4	  154.04	  1467600	 0.12055	 0.017667 
07025041	 25041	  0	  4	  124.21	  1464100	 0.12015	 0.014297 
07025051	 25051	  0	  4	  116.83	  1461000	 0.12015	 0.013436 
07025061	 25061	  0	  4	  128.57	  1459100	 0.12015	 0.014779 
07025071	 25071	  0	  4	  132.52	  1457900	 0.12015	 0.015228 
07025081	 25081	  0	  4	  122.04	  1456600	 0.12015	 0.014019 
07025091	 25091	  0	  8	  47.635	  1449100	 0.11974	 0.0054873 
07025101	 25101	  0	  8	  86.984	  1444800	 0.11974	 0.010009 
07025111	 25111	  0	  8	  165.24	  1443000	 0.11974	 0.019003 
07025121	 25121	  0	  8	  181.11	  1441800	 0.11974	 0.020822 
07025141	 25141	  0	  8	  173.82	  1445500	 0.11984	 0.019979 
07025151	 25151	  0	  8	  175.21	  1443000	 0.11984	 0.020126 
07025161	 25161	  0	  8	  172.34	  1441800	 0.11984	 0.019789 
07025171	 25171	  0	  8	  187.53	  1440000	 0.11984	 0.021523 
07025181	 25181	  0	  8	  170.87	  1439400	 0.11984	 0.019608 
07025191	 25191	  0	  12	  48.543	  1449800	 0.1203	 0.0055565 
07025201	 25201	  0	  12	  88.069	  1444300	 0.1203	 0.010066 
07025211	 25211	  0	  12	  188.83	  1443100	 0.1203	 0.021575 
07025221	 25221	  0	  12	  221.38	  1442500	 0.1203	 0.02529 
07025231	 25231	  0	  12	  237.91	  1449200	 0.12035	 0.027213 
07025241	 25241	  0	  11	  225.07	  1443700	 0.12035	 0.025706 
07025251	 25251	  0	  11	  228.89	  1442400	 0.12035	 0.026133 
07025261	 25261	  0	  11	  235.19	  1441200	 0.12035	 0.026844 
07025271	 25271	  0	  11	  236.58	  1440000	 0.12035	 0.026994 
07025281	 25281	  0	  30	  50.111	  1486100	 0.12133	 0.0057235 
07025291	 25291	  0	  29	  99.908	  1479700	 0.12133	 0.011392 
07025301	 25301	  0	  29	  195.49	  1477200	 0.12133	 0.022276 
07025311	 25311	  0	  29	  276.07	  1474700	 0.12133	 0.031437 
07025321	 25321	  0	  29	  313.16	  1472800	 0.12133	 0.035643 
07025331	 25331	  -1	  40	  0.73739	  1465800	 0.12055	 8.4528e-05 
07025341	 25341	  -1	  39	  1.4681	  1448800	 0.12002	 0.00016856 
07025351	 25351	  -1	  39	  2.9938	  1441500	 0.12002	 0.00034305 
07025361	 25361	  -1	  39	  4.4714	  1450300	 0.12065	 0.00050985 
07025371	 25371	  -1	  40	  5.9005	  1445400	 0.12065	 0.00067191 
07025381	 25381	  -1	  39	  7.3537	  1443600	 0.12065	 0.00083698 
07025391	 25391	  -1	  39	  15.119	  1441800	 0.12035	 0.001726 
07025401	 25401	  -1	  39	  29.271	  1438700	 0.12035	 0.0033389 
07025411	 25411	  -1	  39	  44.51	  1437500	 0.12035	 0.0050755 
07025421	 25421	  -1	  39	  59.832	  1443900	 0.12037	 0.0068325 
07025431	 25431	  -1	  39	  74.035	  1437800	 0.12037	 0.0084405 
07025441	 25441	  -1	  39	  89.124	  1436600	 0.12037	 0.010157 
07025451	 25451	  -1	  39	  99.349	  1434800	 0.12037	 0.011317 
07025471	 25471	  -1	  39	  130.66	  1462900	 0.11761	 0.015416 
07025481	 25481	  -1	  39	  143.94	  1456600	 0.11761	 0.016954 
07025491	 25491	  -1	  39	  160.49	  1455400	 0.11761	 0.018897 
07025501	 25501	  -1	  39	  175.42	  1454100	 0.11761	 0.020648 
07025511	 25511	  -1	  39	  185.9	  1472400	 0.11878	 0.021688 
07025521	 25521	  -1	  39	  199.22	  1468600	 0.11878	 0.023219 
07025531	 25531	  -1	  39	  214.57	  1466700	 0.11878	 0.024995 
07025541	 25541	  -1	  39	  230.21	  1466100	 0.11878	 0.026813 
07025551	 25551	  -1	  39	  240.98	  1467700	 0.11841	 0.028203 
07025561	 25561	  2	  31	  255.6	  1462700	 0.11841	 0.029874 
07025571	 25571	  -1	  39	  273.57	  1457200	 0.11822	 0.032 
