File name	 Run No	  Starting AoA (deg)	  Arc (deg)	  Linear Pitch-Rate (deg/s)	  Reynolds No.	 Mach No.	 Reduced Pitch-Rate 
07025581	 25581	  -1	  39	  284.29	  1456000	 0.11822	 0.033243 
07025591	 25591	  -1	  39	  295.51	  1453300	 0.11734	 0.034887 
07025601	 25601	  -1	  39	  305.95	  1446500	 0.11734	 0.036053 
07025611	 25611	  -1	  39	  315.07	  1444600	 0.11734	 0.037109 
07025621	 25621	  -1	  39	  330.79	  1443400	 0.11734	 0.038948 
07025631	 25631	  -1	  40	  29.366	  994280	 0.080144	 0.0050794 
07025641	 25641	  -1	  39	  101.26	  994280	 0.080144	 0.017515 
07025651	 25651	  -1	  39	  199.22	  980850	 0.079061	 0.034931 
07025661	 25661	  -1	  39	  293.17	  1007900	 0.081241	 0.050025 
07025671	 25671	  -1	  39	  29.128	  1944800	 0.15764	 0.002556 
07025681	 25681	  -1	  39	  99.682	  1875000	 0.15341	 0.0089554 
07025691	 25691	  -1	  39	  199.67	  1920200	 0.15764	 0.017434 
07025701	 25701	  -1	  8	  -0.34448	  1864700	 0.15341	 -3.0881e-05 
07025711	 25711	  0	  4	  107.27	  1200900	 0.096618	 0.015466 
07025721	 25721	  0	  8	  187.61	  1199900	 0.096618	 0.02704 
07025731	 25731	  0	  11	  239.67	  1198800	 0.096618	 0.034532 
07025741	 25741	  0	  4	  112.64	  975190	 0.078355	 0.020036 
07025751	 25751	  0	  8	  186.13	  974770	 0.078355	 0.033103 
07025761	 25761	  0	  11	  231.98	  974350	 0.078355	 0.04125 
07025771	 25771	  0	  4	  101.31	  717950	 0.057635	 0.024507 
07025781	 25781	  0	  8	  181.65	  718570	 0.057635	 0.043957 
07025791	 25791	  0	  12	  240.9	  718570	 0.057635	 0.058294 
07025801	 25801	  0	  4	  116.21	  509300	 0.040832	 0.0397 
07025811	 25811	  0	  8	  189.09	  509530	 0.040832	 0.064608 
07025821	 25821	  0	  12	  242.35	  509750	 0.040832	 0.08282 
07127051	 127050	  -1	  25	  98.928	  1460200	 0.12009	 0.011425 
07127061	 127060	  -1	  24	  266.87	  1454000	 0.12009	 0.03077 
07429241	 429240	  180	  12	  30.092	  1439000	 0.11643	 0.0035738 
07429251	 429250	  180	  12	  91.158	  1433500	 0.11643	 0.01081 
07429261	 429260	  180	  12	  165.43	  1432300	 0.11643	 0.019611 
