File name	 Run No	  Mean Incidence (deg)	  Amplitude (deg)	  Oscillation Freq. (Hz)	  Reynolds No.	 Mach No.	 Reduced Frequency 
07011001	 11001	  0	  5.4	  0.664	  777850	 0.062773	 0.053011 
07011002	 11002	  0	  5.4	  0.664	  805670	 0.064797	 0.051477 
07011021	 11021	  0	  10	  0.664	  778190	 0.062773	 0.05302 
07011022	 11022	  0	  10	  0.664	  804970	 0.064797	 0.05146 
07011041	 11041	  0	  12.2	  0.664	  778530	 0.062773	 0.053029 
07011042	 11042	  0	  12.2	  0.664	  805670	 0.064797	 0.051477 
07011061	 11061	  0	  13.8	  0.664	  775610	 0.062429	 0.053357 
07011062	 11062	  0	  13.8	  0.664	  796250	 0.064235	 0.051866 
07011081	 11081	  0	  17.4	  0.664	  775270	 0.062429	 0.053348 
07011082	 11082	  0	  17.4	  0.664	  797290	 0.064235	 0.051893 
07011101	 11101	  0	  5.4	  0.892	  1110500	 0.089464	 0.050001 
07011102	 11102	  0	  5.4	  0.892	  998990	 0.08059	 0.055535 
07011121	 11121	  0	  10	  0.892	  1108100	 0.089464	 0.049959 
07011122	 11122	  0	  10	  0.892	  997690	 0.08059	 0.055507 
07011141	 11141	  0	  12.2	  0.892	  1107200	 0.089464	 0.049942 
07011142	 11142	  0	  12.2	  0.892	  997260	 0.08059	 0.055498 
07011161	 11161	  0	  13.8	  0.892	  1078500	 0.087072	 0.051332 
07011162	 11162	  0	  13.8	  0.892	  999900	 0.080698	 0.055452 
07011181	 11181	  0	  17.4	  0.892	  1076600	 0.087072	 0.051297 
07011182	 11182	  0	  17.4	  0.892	  998590	 0.080698	 0.055424 
07011201	 11201	  0	  5.4	  0.996	  1464500	 0.11962	 0.041532 
07011202	 11202	  0	  5.4	  0.996	  1507300	 0.1216	 0.041097 
07011221	 11221	  0	  10	  0.996	  1456300	 0.11962	 0.041442 
07011222	 11222	  0	  10	  0.996	  1494300	 0.1216	 0.040959 
07011241	 11241	  0	  12.2	  0.996	  1453200	 0.11962	 0.041408 
07011242	 11242	  0	  12.2	  0.996	  1490500	 0.1216	 0.040917 
07011261	 11261	  0	  13.8	  0.996	  1451000	 0.11918	 0.041594 
07011262	 11262	  0	  13.8	  0.996	  1480500	 0.12068	 0.041243 
07011281	 11281	  0	  17.4	  0.996	  1444800	 0.11918	 0.041525 
07011282	 11282	  0	  17.4	  0.996	  1474800	 0.12068	 0.041181 
07011301	 11301	  0	  5.4	  1.245	  1463400	 0.11963	 0.051892 
07011302	 11302	  0	  5.4	  1.245	  1471200	 0.12039	 0.051601 
07011321	 11321	  0	  10	  1.245	  1456500	 0.11963	 0.051797 
07011322	 11322	  0	  10	  1.245	  1463600	 0.12039	 0.051498 
07011341	 11341	  0	  12.2	  1.245	  1452800	 0.11963	 0.051745 
07011342	 11342	  0	  12.2	  1.245	  1460500	 0.12039	 0.051455 
07011361	 11361	  0	  13.8	  1.245	  1460800	 0.12019	 0.051522 
07011362	 11362	  0	  13.8	  1.245	  1470400	 0.12105	 0.051199 
07011381	 11381	  0	  17.4	  1.245	  1455800	 0.12019	 0.051454 
07011382	 11382	  0	  17.4	  1.245	  1465400	 0.12105	 0.051131 
07011401	 11401	  0	  5.4	  1.494	  1447800	 0.11933	 0.062232 
07011402	 11402	  0	  5.4	  1.494	  1480100	 0.1199	 0.062286 
07011421	 11421	  0	  10	  1.494	  1440500	 0.11933	 0.062109 
07011422	 11422	  0	  10	  1.494	  1471300	 0.1199	 0.06214 
07011441	 11441	  0	  12.2	  1.494	  1438000	 0.11933	 0.062068 
07011442	 11442	  0	  12.2	  1.494	  1468700	 0.1199	 0.062098 
07011461	 11461	  0	  13.8	  1.494	  1447200	 0.11989	 0.061819 
07011462	 11462	  0	  13.8	  1.494	  1470000	 0.1199	 0.062119 
07011481	 11481	  0	  17.4	  1.494	  1442300	 0.11989	 0.061738 
07011482	 11482	  0	  17.4	  1.494	  1463700	 0.1199	 0.062015 
07011501	 11501	  0	  5.4	  1.662	  1927700	 0.15833	 0.052245 
07011521	 11521	  0	  10	  1.662	  1903300	 0.15833	 0.051985 
07011541	 11541	  0	  12.2	  1.662	  1894500	 0.15833	 0.051891 
07011561	 11561	  0	  13.8	  1.662	  1897600	 0.15786	 0.052141 
07011581	 11581	  0	  17.4	  1.662	  1877000	 0.15786	 0.051918 
07012001	 12001	  10	  4	  0.245	  1402000	 0.11649	 0.010454 
07012011	 12011	  10	  6	  0.245	  1393700	 0.11649	 0.01043 
07012021	 12021	  10	  8	  0.245	  1391400	 0.11649	 0.010423 
07012031	 12031	  10	  10	  0.245	  1389600	 0.11649	 0.010418 
07012041	 12041	  10	  4	  0.612	  1386500	 0.11583	 0.026205 
07012051	 12051	  10	  6	  0.612	  1382400	 0.11583	 0.026175 
07012061	 12061	  10	  8	  0.612	  1380600	 0.11583	 0.026162 
07012071	 12071	  10	  10	  0.612	  1379500	 0.11583	 0.026153 
07012081	 12081	  10	  4	  1.224	  1388300	 0.11623	 0.052188 
07012091	 12091	  10	  6	  1.224	  1384800	 0.11623	 0.052136 
07012101	 12101	  10	  8	  1.224	  1383600	 0.11623	 0.052119 
07012111	 12111	  10	  10	  1.224	  1382500	 0.11623	 0.052102 
07012121	 12121	  10	  4	  1.836	  1398100	 0.11626	 0.078472 
07012131	 12131	  10	  6	  1.836	  1393300	 0.11626	 0.078367 
07012141	 12141	  10	  8	  1.836	  1391600	 0.11626	 0.078328 
07012151	 12151	  10	  10	  1.836	  1390400	 0.11626	 0.078303 
07012161	 12161	  10	  4	  2.448	  1390100	 0.11594	 0.10479 
07012171	 12171	  10	  6	  2.448	  1386000	 0.11594	 0.10467 
07012181	 12181	  10	  8	  2.448	  1385400	 0.11594	 0.10466 
07012191	 12191	  10	  10	  2.448	  1384200	 0.11594	 0.10462 
07012201	 12201	  10	  4	  3.06	  1394300	 0.11654	 0.13021 
07012211	 12211	  10	  6	  3.06	  1391400	 0.11654	 0.1301 
07012221	 12221	  10	  8	  3.06	  1390800	 0.11654	 0.13008 
07012231	 12231	  10	  10	  3.06	  1389600	 0.11654	 0.13004 
07012241	 12241	  10	  4	  3.673	  1393500	 0.11647	 0.15639 
07012251	 12251	  10	  6	  3.673	  1389400	 0.11647	 0.15621 
07012261	 12261	  10	  8	  3.673	  1388800	 0.11647	 0.15619 
07012271	 12271	  10	  10	  3.673	  1388200	 0.11647	 0.15616 
07012281	 12281	  10	  4	  4.286	  1386100	 0.11595	 0.18324 
07012291	 12291	  10	  6	  4.286	  1383200	 0.11595	 0.18309 
07012301	 12301	  10	  8	  4.286	  1382000	 0.11595	 0.18303 
07012311	 12311	  10	  10	  4.286	  1381500	 0.11595	 0.183 
07012371	 12371	  3	  8	  0.245	  1466600	 0.12092	 0.010101 
07012381	 12381	  4	  8	  0.245	  1458500	 0.12092	 0.010079 
07012391	 12391	  5	  8	  0.245	  1455400	 0.12092	 0.010071 
07012401	 12401	  6	  8	  0.245	  1453500	 0.12092	 0.010066 
07012411	 12411	  7	  8	  0.245	  1451100	 0.12092	 0.010059 
07012421	 12421	  8	  8	  0.245	  1442400	 0.1199	 0.010155 
07012431	 12431	  9	  8	  0.245	  1436300	 0.1199	 0.010139 
07012441	 12441	  11	  8	  0.245	  1434500	 0.1199	 0.010134 
07012451	 12451	  12	  8	  0.245	  1432100	 0.1199	 0.010127 
07012461	 12461	  13	  8	  0.245	  1430300	 0.1199	 0.010122 
