File name	 Run No	  Mean Incidence (deg)	  Amplitude (deg)	  Oscillation Freq. (Hz)	  Reynolds No.	 Mach No.	 Reduced Frequency 
13011691	 11691	  10	  4	  0.233	  1510000	 0.12037	 0.009732 
13011701	 11701	  10	  6	  0.233	  1504100	 0.12037	 0.0097171 
13011711	 11711	  10	  8	  0.233	  1500800	 0.12037	 0.0097089 
13011721	 11721	  10	  10	  0.233	  1497600	 0.12037	 0.0097007 
13011731	 11731	  10	  4	  0.582	  1468300	 0.11807	 0.024699 
13011741	 11741	  10	  6	  0.582	  1466400	 0.11807	 0.024686 
13011751	 11751	  10	  8	  0.582	  1464500	 0.11807	 0.024674 
13011761	 11761	  10	  10	  0.582	  1463200	 0.11807	 0.024665 
13011771	 11771	  10	  4	  1.165	  1458000	 0.11785	 0.049434 
13011781	 11781	  10	  6	  1.165	  1455400	 0.11785	 0.0494 
13011791	 11791	  10	  8	  1.165	  1454200	 0.11785	 0.049384 
13011801	 11801	  10	  10	  1.165	  1452900	 0.11785	 0.049367 
13011811	 11811	  10	  4	  1.747	  1451400	 0.11722	 0.074552 
13011821	 11821	  10	  6	  1.747	  1448900	 0.11722	 0.074502 
13011831	 11831	  10	  8	  1.747	  1447100	 0.11722	 0.074464 
13011841	 11841	  10	  10	  1.747	  1445800	 0.11722	 0.074439 
13011851	 11851	  10	  4	  2.33	  1477800	 0.11971	 0.097247 
13011861	 11861	  10	  6	  2.33	  1475900	 0.11971	 0.097198 
13011871	 11871	  10	  8	  2.33	  1474600	 0.11971	 0.097165 
13011881	 11881	  10	  10	  2.33	  1474000	 0.11971	 0.097149 
13011891	 11891	  10	  4	  2.912	  1472700	 0.1195	 0.12167 
13011901	 11901	  10	  6	  2.912	  1470800	 0.1195	 0.12161 
13011911	 11911	  10	  8	  2.912	  1468900	 0.1195	 0.12155 
13011921	 11921	  10	  10	  2.912	  1468300	 0.1195	 0.12153 
13011931	 11931	  10	  4	  3.496	  1474600	 0.11986	 0.14554 
13011941	 11941	  10	  6	  3.496	  1472700	 0.11986	 0.14546 
13011951	 11951	  10	  8	  3.496	  1470800	 0.11986	 0.14539 
13011961	 11961	  10	  10	  3.496	  1472200	 0.12018	 0.1449 
13011971	 11971	  10	  4	  4.077	  1467800	 0.11983	 0.16977 
13011981	 11981	  10	  6	  4.077	  1467200	 0.11983	 0.16974 
13011991	 11991	  10	  8	  4.077	  1465900	 0.11983	 0.16968 
13012001	 12001	  10	  10	  4.077	  1465300	 0.11983	 0.16965 
13012011	 12011	  3	  8	  0.233	  1404900	 0.11578	 0.010005 
13012021	 12021	  4	  8	  0.233	  1402500	 0.11578	 0.0099981 
13012031	 12031	  5	  8	  0.233	  1400700	 0.11578	 0.0099931 
13012041	 12041	  6	  8	  0.233	  1399000	 0.11578	 0.0099881 
13012051	 12051	  7	  8	  0.233	  1398400	 0.11578	 0.0099865 
13012061	 12061	  8	  8	  0.233	  1416300	 0.11711	 0.0098778 
13012071	 12071	  9	  8	  0.233	  1413300	 0.11711	 0.0098696 
13012081	 12081	  11	  8	  0.233	  1411500	 0.11711	 0.0098647 
13012091	 12091	  12	  8	  0.233	  1409700	 0.11711	 0.0098598 
13012101	 12101	  13	  8	  0.233	  1408500	 0.11711	 0.0098565 
13012111	 12111	  14	  8	  0.233	  1404400	 0.11648	 0.0099197 
13012121	 12121	  15	  8	  0.233	  1400900	 0.11648	 0.0099099 
13012131	 12131	  17	  8	  0.233	  1399700	 0.11648	 0.0099066 
13012141	 12141	  20	  8	  0.233	  1398500	 0.11648	 0.0099034 
13012151	 12151	  3	  8	  0.582	  1406500	 0.11684	 0.024684 
13012161	 12161	  4	  8	  0.582	  1405300	 0.11684	 0.024676 
13012171	 12171	  5	  8	  0.582	  1403500	 0.11684	 0.024664 
13012181	 12181	  6	  8	  0.582	  1402300	 0.11684	 0.024656 
13012191	 12191	  7	  8	  0.582	  1401700	 0.11684	 0.024652 
13012201	 12201	  8	  8	  0.582	  1406400	 0.11694	 0.024657 
13012211	 12211	  9	  8	  0.582	  1404600	 0.11694	 0.024645 
13012221	 12221	  11	  8	  0.582	  1403400	 0.11694	 0.024637 
13012231	 12231	  12	  8	  0.582	  1402800	 0.11694	 0.024633 
