File name	 Run No	  Mean Incidence (deg)	  Amplitude (deg)	  Oscillation Freq. (Hz)	  Reynolds No.	 Mach No.	 Reduced Frequency 
04015021	 15021	  10	  4	  0.241	  1497800	 0.1182	 0.010178 
04015031	 15031	  10	  6	  0.241	  1492000	 0.1182	 0.010163 
04015041	 15041	  10	  8	  0.241	  1489500	 0.1182	 0.010156 
04015051	 15051	  10	  10	  0.241	  1488200	 0.1182	 0.010153 
04015061	 15061	  10	  4	  0.603	  1489400	 0.11804	 0.025459 
04015071	 15071	  10	  6	  0.603	  1485600	 0.11804	 0.025433 
04015081	 15081	  10	  8	  0.603	  1484900	 0.11804	 0.025429 
04015091	 15091	  10	  10	  0.603	  1484300	 0.11804	 0.025425 
04015101	 15101	  10	  4	  1.206	  1492900	 0.11832	 0.050799 
04015111	 15111	  10	  6	  1.206	  1487800	 0.11832	 0.050731 
04015121	 15121	  10	  8	  1.206	  1486500	 0.11832	 0.050714 
04015131	 15131	  10	  10	  1.206	  1485900	 0.11832	 0.050706 
04015141	 15141	  10	  4	  1.809	  1492400	 0.11834	 0.076174 
04015151	 15151	  10	  6	  1.809	  1487300	 0.11834	 0.076073 
04015161	 15161	  10	  8	  1.809	  1486700	 0.11834	 0.07606 
04015171	 15171	  10	  10	  1.809	  1485400	 0.11834	 0.076035 
04015181	 15181	  10	  4	  2.412	  1498700	 0.11878	 0.1012 
04015191	 15191	  10	  6	  2.412	  1492900	 0.11878	 0.10105 
04015201	 15201	  10	  8	  2.412	  1492300	 0.11878	 0.10103 
04015211	 15211	  10	  10	  2.412	  1491700	 0.11878	 0.10102 
04015221	 15221	  10	  4	  3.019	  1498800	 0.11889	 0.12651 
04015231	 15231	  10	  6	  3.019	  1494300	 0.11889	 0.12636 
04015241	 15241	  10	  8	  3.019	  1493700	 0.11889	 0.12634 
04015251	 15251	  10	  10	  3.019	  1493700	 0.11889	 0.12634 
04015261	 15261	  10	  4	  3.624	  1491700	 0.11843	 0.1524 
04015271	 15271	  10	  6	  3.624	  1487300	 0.11843	 0.15223 
04015281	 15281	  10	  8	  3.624	  1486600	 0.11843	 0.1522 
04015291	 15291	  10	  10	  3.624	  1486600	 0.11843	 0.1522 
04015301	 15301	  10	  4	  4.228	  1494800	 0.11847	 0.17786 
04015311	 15311	  10	  6	  4.228	  1489000	 0.11847	 0.1776 
04015321	 15321	  10	  8	  4.228	  1487800	 0.11847	 0.17754 
04015331	 15331	  10	  10	  4.228	  1487800	 0.11847	 0.17754 
04015371	 15371	  4	  10	  0.241	  1488800	 0.1185	 0.010119 
04015381	 15381	  6	  10	  0.241	  1479900	 0.1185	 0.010095 
04015391	 15391	  8	  10	  0.241	  1478000	 0.1185	 0.01009 
04015401	 15401	  15	  10	  0.241	  1476200	 0.1185	 0.010085 
04015411	 15411	  20	  10	  0.241	  1473700	 0.1185	 0.010079 
04015421	 15421	  4	  10	  0.603	  1479600	 0.11827	 0.025325 
04015431	 15431	  6	  10	  0.603	  1471500	 0.11827	 0.025271 
04015441	 15441	  8	  10	  0.603	  1470200	 0.11827	 0.025262 
04015451	 15451	  15	  10	  0.603	  1469600	 0.11827	 0.025258 
04015461	 15461	  20	  10	  0.603	  1469000	 0.11827	 0.025254 
04015471	 15471	  4	  10	  1.206	  1479200	 0.11865	 0.050423 
04015481	 15481	  6	  10	  1.206	  1474300	 0.11865	 0.050356 
04015491	 15491	  8	  10	  1.206	  1473600	 0.11865	 0.050348 
04015501	 15501	  15	  10	  1.206	  1473000	 0.11865	 0.05034 
04015511	 15511	  20	  10	  1.206	  1473000	 0.11865	 0.05034 
04015521	 15521	  4	  10	  1.81	  1477900	 0.11844	 0.075833 
04015531	 15531	  6	  10	  1.81	  1472900	 0.11844	 0.075732 
04015541	 15541	  8	  10	  1.81	  1471700	 0.11844	 0.075707 
04015551	 15551	  15	  10	  1.81	  1471700	 0.11844	 0.075707 
04015561	 15561	  20	  10	  1.81	  1471100	 0.11844	 0.075695 
04015571	 15571	  4	  10	  2.414	  1474700	 0.11834	 0.10118 
04015581	 15581	  6	  10	  2.414	  1471000	 0.11834	 0.10108 
04015591	 15591	  8	  10	  2.414	  1470400	 0.11834	 0.10106 
04015601	 15601	  15	  10	  2.414	  1469800	 0.11834	 0.10104 
04015611	 15611	  20	  10	  2.414	  1469100	 0.11834	 0.10103 
04015621	 15621	  4	  10	  3.019	  1476000	 0.11849	 0.12635 
04015631	 15631	  6	  10	  3.019	  1472300	 0.11849	 0.12623 
04015641	 15641	  8	  10	  3.019	  1472300	 0.11849	 0.12623 
04015651	 15651	  15	  10	  3.019	  1471700	 0.11849	 0.12621 
04015661	 15661	  20	  10	  3.019	  1471000	 0.11849	 0.12618 
04015671	 15671	  4	  10	  3.624	  1474600	 0.11838	 0.15181 
04015681	 15681	  6	  10	  3.624	  1470300	 0.11838	 0.15164 
04015691	 15691	  8	  10	  3.624	  1469700	 0.11838	 0.15161 
04015701	 15701	  15	  10	  3.624	  1469000	 0.11838	 0.15159 
04015711	 15711	  20	  10	  3.624	  1469000	 0.11838	 0.15159 
04015721	 15721	  4	  10	  4.228	  1476300	 0.11866	 0.17661 
04015731	 15731	  6	  10	  4.228	  1473800	 0.11866	 0.17649 
04015741	 15741	  8	  10	  4.228	  1473200	 0.11866	 0.17646 
04015751	 15751	  15	  10	  4.228	  1472500	 0.11866	 0.17643 
04015761	 15761	  20	  10	  4.228	  1472500	 0.11866	 0.17643 
04015771	 15771	  3	  8	  0.241	  1490000	 0.1185	 0.010122 
04015781	 15781	  4	  8	  0.241	  1483100	 0.1185	 0.010104 
04015791	 15791	  5	  8	  0.241	  1480600	 0.1185	 0.010097 
04015801	 15801	  6	  8	  0.241	  1479300	 0.1185	 0.010094 
04015811	 15811	  7	  8	  0.241	  1478000	 0.11814	 0.010133 
04015821	 15821	  8	  8	  0.241	  1471700	 0.11814	 0.010116 
04015831	 15831	  9	  8	  0.241	  1469800	 0.11814	 0.010111 
04015841	 15841	  11	  8	  0.241	  1468600	 0.11814	 0.010108 
04015851	 15851	  12	  8	  0.241	  1477500	 0.11821	 0.010124 
04015861	 15861	  13	  8	  0.241	  1468800	 0.11821	 0.0101 
04015871	 15871	  14	  8	  0.241	  1466300	 0.11821	 0.010094 
04015881	 15881	  15	  8	  0.241	  1475700	 0.11806	 0.010136 
04015891	 15891	  16	  8	  0.241	  1467000	 0.11806	 0.010113 
04015901	 15901	  17	  8	  0.241	  1465100	 0.11806	 0.010108 
04015911	 15911	  20	  8	  0.241	  1463200	 0.11806	 0.010103 
04015921	 15921	  3	  8	  0.603	  1473400	 0.11808	 0.025341 
04015931	 15931	  4	  8	  0.603	  1467800	 0.11808	 0.025304 
04015941	 15941	  5	  8	  0.603	  1466600	 0.11808	 0.025295 
04015951	 15951	  6	  8	  0.603	  1465300	 0.11808	 0.025287 
04015961	 15961	  7	  8	  0.603	  1465500	 0.11745	 0.025478 
04015971	 15971	  8	  8	  0.603	  1458700	 0.11745	 0.025431 
