File name	 Run No	  Mean Incidence (deg)	  Amplitude (deg)	  Oscillation Freq. (Hz)	  Reynolds No.	 Mach No.	 Reduced Frequency 
06051011	 51011	  0	  5.4	  0.664	  766890	 0.062193	 0.053361 
06051031	 51031	  0	  10	  0.664	  766890	 0.062193	 0.053361 
06051051	 51051	  0	  12.2	  0.664	  767220	 0.062193	 0.05337 
06051071	 51071	  0	  13.8	  0.664	  758610	 0.061416	 0.054073 
06051091	 51091	  0	  17.4	  0.664	  758610	 0.061416	 0.054073 
06051111	 51111	  0	  5.4	  0.892	  1156100	 0.093518	 0.047721 
06051131	 51131	  0	  10	  0.892	  1154600	 0.093518	 0.047697 
06051151	 51151	  0	  12.2	  0.892	  1153600	 0.093518	 0.047681 
06051171	 51171	  0	  13.8	  0.892	  1148500	 0.093099	 0.047896 
06051191	 51191	  0	  17.4	  0.892	  1147500	 0.093099	 0.047879 
06051211	 51211	  0	  5.4	  0.996	  1476400	 0.1202	 0.041352 
06051231	 51231	  0	  10	  0.996	  1472600	 0.1202	 0.041311 
06051251	 51251	  0	  12.2	  0.996	  1469500	 0.1202	 0.041276 
06051271	 51271	  0	  13.8	  0.996	  1455200	 0.11908	 0.041657 
06051291	 51291	  0	  17.4	  0.996	  1452700	 0.11908	 0.041629 
06051311	 51311	  0	  5.4	  1.245	  1462200	 0.12001	 0.051608 
06051331	 51331	  0	  10	  1.245	  1459700	 0.12001	 0.051574 
06051351	 51351	  0	  12.2	  1.245	  1457800	 0.12001	 0.051548 
06051371	 51371	  0	  13.8	  1.245	  1450800	 0.11943	 0.051797 
06051391	 51391	  0	  17.4	  1.245	  1448300	 0.11943	 0.051763 
06051411	 51411	  0	  5.4	  1.494	  1448300	 0.11953	 0.062042 
06051431	 51431	  0	  10	  1.494	  1445900	 0.11953	 0.062001 
06051451	 51451	  0	  12.2	  1.494	  1443400	 0.11953	 0.06196 
06051471	 51471	  0	  13.8	  1.494	  1442100	 0.11932	 0.06209 
06051491	 51491	  0	  17.4	  1.494	  1439700	 0.11932	 0.062049 
06051511	 51511	  0	  5.4	  1.662	  1833900	 0.15264	 0.053872 
06051531	 51531	  0	  10	  1.662	  1826900	 0.15264	 0.053792 
06051551	 51551	  0	  12.2	  1.662	  1822300	 0.15264	 0.053739 
06051571	 51571	  0	  13.8	  1.662	  1817500	 0.15249	 0.053757 
06051591	 51591	  0	  17.4	  1.662	  1812200	 0.15249	 0.053696 
06059011	 59011	  0	  22.6	  0.664	  763930	 0.061686	 0.053891 
06059031	 59031	  0	  32.8	  0.664	  763600	 0.061686	 0.053882 
06059051	 59051	  0	  22.6	  0.892	  1159900	 0.094106	 0.047367 
06059071	 59071	  0	  32.8	  0.892	  1159400	 0.094106	 0.047359 
06059091	 59091	  0	  22.6	  0.996	  1458600	 0.11961	 0.041437 
06059111	 59111	  0	  32.8	  0.996	  1456100	 0.11961	 0.041409 
06059131	 59131	  0	  22.6	  1.245	  1446400	 0.11923	 0.051861 
06059151	 59151	  0	  32.8	  1.245	  1442800	 0.11923	 0.051809 
06059171	 59171	  0	  22.6	  1.494	  1442600	 0.11941	 0.062034 
06059191	 59191	  0	  32.8	  1.494	  1439500	 0.11941	 0.061983 
06059211	 59211	  0	  22.6	  1.662	  1803200	 0.15205	 0.053808 
06059231	 59231	  0	  32.8	  1.662	  1799400	 0.15205	 0.053764 
06059311	 59311	  0	  5.4	  1.875	  1433600	 0.11882	 0.078201 
06059331	 59331	  0	  10	  1.875	  1431200	 0.11882	 0.078149 
06059351	 59351	  0	  12.2	  1.875	  1429400	 0.11882	 0.078111 
06059371	 59371	  0	  13.8	  1.875	  1433800	 0.11904	 0.078006 
06059391	 59391	  0	  17.4	  1.875	  1431400	 0.11904	 0.077955 
06059411	 59411	  0	  22.6	  1.875	  1430200	 0.11904	 0.077929 
06059431	 59431	  0	  32.8	  1.875	  1429000	 0.11904	 0.077903 
06059451	 59451	  0	  5.4	  0.488	  1449300	 0.11881	 0.020444 
06059471	 59471	  0	  10	  0.488	  1445000	 0.11881	 0.02042 
06059491	 59491	  0	  12.2	  0.488	  1441900	 0.11881	 0.020403 
06059511	 59511	  0	  13.8	  0.488	  1438900	 0.11865	 0.020423 
06059531	 59531	  0	  17.4	  0.488	  1435200	 0.11865	 0.020403 
06059551	 59551	  0	  22.6	  0.488	  1432800	 0.11865	 0.020389 
06059571	 59571	  0	  32.8	  0.488	  1430400	 0.11865	 0.020376 
