File name	 Run No	  Mean Incidence (deg)	  Amplitude (deg)	  Oscillation Freq. (Hz)	  Reynolds No.	 Mach No.	 Reduced Frequency 
13054811	 54811	  0	  5.4	  1.189	  863200	 0.069931	 0.085732 
13054821	 54821	  0	  10	  1.124	  862820	 0.069931	 0.081032 
13054831	 54831	  0	  12.2	  1.109	  862060	 0.069931	 0.079923 
13054841	 54841	  0	  13.8	  1.109	  862060	 0.069931	 0.079923 
13054851	 54851	  0	  17.4	  1.109	  861680	 0.069931	 0.079909 
13054861	 54861	  0	  22.6	  1.095	  861680	 0.069931	 0.0789 
13054871	 54871	  0	  32	  1.095	  860920	 0.069931	 0.078874 
13054891	 54891	  0	  5.4	  1.612	  1197500	 0.09788	 0.082689 
13054901	 54901	  0	  10	  1.526	  1195900	 0.09788	 0.078238 
13054911	 54911	  0	  12.2	  1.526	  1194900	 0.09788	 0.078212 
13054921	 54921	  0	  13.8	  1.506	  1193900	 0.09788	 0.07716 
13054931	 54931	  0	  17.4	  1.506	  1192300	 0.09788	 0.077121 
13054941	 54941	  0	  22.6	  1.486	  1191800	 0.09788	 0.076084 
13054951	 54951	  0	  32.8	  1.486	  1191300	 0.09788	 0.076071 
13054961	 54961	  0	  5.4	  1.218	  1601500	 0.1321	 0.046129 
13054971	 54971	  0	  10	  1.218	  1598000	 0.1321	 0.046091 
13054981	 54981	  0	  12.2	  1.218	  1595300	 0.1321	 0.04606 
13054991	 54991	  0	  13.8	  1.218	  1589800	 0.1321	 0.045998 
13055001	 55001	  0	  17.4	  1.218	  1588500	 0.1321	 0.045983 
13055011	 55011	  0	  22.6	  1.218	  1585100	 0.1321	 0.045944 
13055021	 55021	  0	  32.8	  1.218	  1583000	 0.1321	 0.045921 
13055041	 55041	  0	  5.4	  1.626	  2073100	 0.1762	 0.045657 
13055051	 55051	  0	  10	  1.626	  2066200	 0.1762	 0.045596 
13055061	 55061	  0	  12.2	  1.626	  2060100	 0.1762	 0.045544 
13055071	 55071	  0	  13.8	  1.626	  2054100	 0.1762	 0.045492 
13055081	 55081	  0	  17.4	  1.626	  2049800	 0.1762	 0.045455 
13055091	 55091	  0	  32.8	  1.626	  2041300	 0.1762	 0.045381 
13055102	 55102	  0	  32	  1.626	  1971100	 0.16458	 0.049027 
13055111	 55111	  0	  5.4	  0.878	  1566800	 0.13317	 0.03262 
13055121	 55121	  0	  10	  0.842	  1565500	 0.13317	 0.031273 
13055131	 55131	  0	  12.2	  0.831	  1564200	 0.13317	 0.030854 
13055141	 55141	  0	  13.8	  0.82	  1563500	 0.13317	 0.030441 
13055151	 55151	  0	  17.4	  0.82	  1562200	 0.13317	 0.030431 
13055161	 55161	  0	  22.6	  0.81	  1560900	 0.13317	 0.03005 
13055171	 55171	  0	  32	  0.81	  1559600	 0.13317	 0.03004 
13055191	 55191	  0	  5.4	  1.809	  1644600	 0.13298	 0.068451 
13055201	 55201	  0	  10	  1.71	  1641700	 0.13298	 0.064661 
13055211	 55211	  0	  12.2	  1.686	  1640300	 0.13298	 0.063732 
13055221	 55221	  0	  13.8	  1.686	  1638100	 0.13298	 0.063699 
13055231	 55231	  0	  17.4	  1.664	  1636700	 0.13298	 0.062847 
13055241	 55241	  0	  22.6	  1.664	  1634600	 0.13298	 0.062815 
13055251	 55251	  0	  32	  1.664	  1631700	 0.13298	 0.062772 
13055261	 55261	  0	  5.4	  1.218	  1639600	 0.1334	 0.045836 
13055271	 55271	  0	  10	  1.218	  1636100	 0.1334	 0.045797 
13055281	 55281	  0	  12.2	  1.218	  1631800	 0.1334	 0.045751 
13055291	 55291	  0	  13.8	  1.218	  1629000	 0.1334	 0.04572 
13055301	 55301	  0	  17.4	  1.218	  1626200	 0.1334	 0.045689 
13055311	 55311	  0	  22.6	  1.218	  1623400	 0.1334	 0.045658 
13055321	 55321	  0	  32	  1.218	  1620600	 0.1334	 0.045627 
13055331	 55331	  0	  5.4	  1.462	  1611700	 0.13233	 0.055267 
13055341	 55341	  0	  10	  1.462	  1608300	 0.13233	 0.055221 
13055351	 55351	  0	  12.2	  1.462	  1605500	 0.13233	 0.055184 
13055361	 55361	  0	  13.8	  1.462	  1602700	 0.13233	 0.055146 
13055371	 55371	  0	  17.4	  1.462	  1600000	 0.13233	 0.05511 
13055381	 55381	  0	  22.6	  1.462	  1597900	 0.13233	 0.055082 
13055391	 55391	  0	  32	  1.462	  1596600	 0.13233	 0.055063 
13055401	 55401	  0	  5.4	  1.827	  1609900	 0.13246	 0.068935 
13055411	 55411	  0	  10	  1.827	  1606500	 0.13246	 0.068878 
13055421	 55421	  0	  12.2	  1.827	  1604400	 0.13246	 0.068843 
13055431	 55431	  0	  13.8	  1.827	  1602300	 0.13246	 0.068808 
13055441	 55441	  0	  17.4	  1.827	  1600900	 0.13246	 0.068785 
13055451	 55451	  0	  22.6	  1.827	  1598200	 0.13246	 0.068739 
13055461	 55461	  0	  32	  1.827	  1597500	 0.13246	 0.068728 
13055481	 55481	  0	  12	  0.682	  1948000	 0.1508	 0.022731 
13055482	 55482	  0	  12	  1.36	  2002200	 0.15226	 0.045318 
13055492	 55492	  0	  12	  1.36	  1989000	 0.15159	 0.045479 
13055502	 55502	  0	  20	  1.36	  1976700	 0.15166	 0.045341 
13055512	 55512	  0	  20	  1.36	  1973900	 0.15212	 0.045126 
13055521	 55521	  0	  30	  1.36	  1959000	 0.14922	 0.046003 
13055531	 55531	  0	  30	  1.36	  1944100	 0.14874	 0.046073 
