File name	 Run No	  Starting AoA (deg)	  Arc (deg)	  Linear Pitch-Rate (deg/s)	  Reynolds No.	 Mach No.	 Reduced Pitch-Rate 
15030221	 30221	  40	  -41	  -379.01	  1343600	 0.10418	 -0.051139 
15030231	 30231	  40	  -41	  -350.49	  1337300	 0.10369	 -0.047515 
15030241	 30241	  40	  -41	  -318.62	  1331700	 0.10371	 -0.04311 
15030251	 30251	  40	  -41	  -299.93	  1328300	 0.10391	 -0.040437 
15030261	 30261	  40	  -41	  -277.79	  1307200	 0.10271	 -0.037825 
15030271	 30271	  40	  -41	  -273.02	  1306800	 0.10268	 -0.037186 
15030281	 30281	  40	  -41	  -234.75	  1307200	 0.10316	 -0.031771 
15030291	 30291	  40	  -41	  -221.13	  1298400	 0.10292	 -0.029947 
15030301	 30301	  40	  -41	  -210.35	  1290800	 0.10275	 -0.028484 
15030311	 30311	  40	  -41	  -195.17	  1286000	 0.10238	 -0.026525 
15030321	 30321	  40	  -41	  -185.22	  1294300	 0.10303	 -0.025013 
15030331	 30331	  40	  -41	  -169.91	  1288600	 0.10303	 -0.022908 
15030341	 30341	  40	  -41	  -150.94	  1289000	 0.10306	 -0.020344 
15030351	 30351	  40	  -41	  -137.5	  1285000	 0.10318	 -0.018479 
15030361	 30361	  40	  -41	  -111.33	  1265100	 0.10202	 -0.015108 
15030371	 30371	  40	  -41	  -91.948	  1276100	 0.10291	 -0.01237 
15030381	 30381	  40	  -41	  -75.127	  1277000	 0.10298	 -0.010099 
15030391	 30391	  40	  -41	  -54.946	  1278200	 0.10308	 -0.0073797 
15030401	 30401	  40	  -41	  -36.792	  1291500	 0.10415	 -0.0048907 
