File name	 Run No	  Starting AoA (deg)	  Arc (deg)	  Linear Pitch-Rate (deg/s)	  Reynolds No.	 Mach No.	 Reduced Pitch-Rate 
11020352	 20352	  -1	  41	  4.3336	  1524400	 0.11752	 0.00051385 
11020362	 20362	  -1	  41	  2.8986	  1519800	 0.11752	 0.00034329 
11020372	 20372	  -1	  41	  1.3806	  1514500	 0.11752	 0.00016329 
11021361	 21361	  -1	  23	  312.14	  1527300	 0.11988	 0.03634 
11021371	 21371	  -1	  25	  326.16	  1520700	 0.11988	 0.037908 
11021381	 21381	  -1	  27	  345	  1520000	 0.11988	 0.040091 
11021391	 21391	  -1	  29	  326.43	  1516700	 0.11988	 0.037901 
11021401	 21401	  -1	  31	  352.68	  1458000	 0.11718	 0.041616 
11021411	 21411	  -1	  33	  355.93	  1454900	 0.11718	 0.041965 
11021421	 21421	  -1	  23	  318.73	  1504100	 0.11847	 0.037498 
11021431	 21431	  -1	  27	  312.02	  1496900	 0.11847	 0.036641 
11021441	 21441	  -1	  29	  331.37	  1495000	 0.11847	 0.038893 
11021451	 21451	  -1	  31	  331.86	  1492400	 0.11847	 0.038925 
11021461	 21461	  -1	  33	  314.65	  1490500	 0.11847	 0.036887 
11021471	 21471	  -1	  23	  279.98	  1488200	 0.11758	 0.03315 
11021481	 21481	  -1	  25	  281.14	  1484400	 0.11758	 0.033253 
11021491	 21491	  -1	  27	  292.58	  1481200	 0.11758	 0.034577 
11021501	 21501	  -1	  29	  277.28	  1479900	 0.11758	 0.032758 
11021511	 21511	  -1	  31	  298.78	  1476700	 0.11758	 0.035269 
11021521	 21521	  -1	  23	  249.13	  1486600	 0.11811	 0.029299 
11021531	 21531	  -1	  25	  239.01	  1484700	 0.11811	 0.028095 
11021541	 21541	  -1	  27	  226.66	  1482100	 0.11811	 0.026625 
11021551	 21551	  -1	  29	  248.61	  1480900	 0.11811	 0.029194 
11021561	 21561	  -1	  31	  228.01	  1479000	 0.11811	 0.026761 
11021571	 21571	  -1	  23	  186.09	  1482900	 0.11807	 0.021875 
11021581	 21581	  -1	  25	  186.67	  1479700	 0.11807	 0.021925 
11021591	 21591	  -1	  26	  194.66	  1477100	 0.11807	 0.022848 
11021601	 21601	  -1	  27	  251.9	  1476500	 0.11807	 0.029562 
11021611	 21611	  -1	  29	  184.17	  1475200	 0.11807	 0.021606 
11021621	 21621	  -1	  23	  137.31	  1464700	 0.11702	 0.016263 
11021631	 21631	  -1	  24	  137.59	  1462800	 0.11702	 0.016288 
11021641	 21641	  -1	  25	  147.46	  1461600	 0.11702	 0.017451 
11021651	 21651	  -1	  26	  140.55	  1459700	 0.11702	 0.016625 
11021661	 21661	  -1	  27	  146.11	  1457800	 0.11702	 0.017274 
11021671	 21671	  -1	  22	  117.27	  1464900	 0.11734	 0.013838 
11021681	 21681	  -1	  23	  118.51	  1463600	 0.11734	 0.01398 
11021691	 21691	  -1	  24	  112.26	  1461800	 0.11734	 0.013236 
11021701	 21701	  -1	  25	  119.33	  1461100	 0.11734	 0.014067 
11021711	 21711	  -1	  26	  114.41	  1458600	 0.11734	 0.013478 
11021721	 21721	  -1	  25	  311.54	  1459800	 0.11718	 0.03678 
11021771	 21771	  -1	  41	  281.54	  1018700	 0.079284	 0.0493 
11021781	 21781	  -1	  41	  199.56	  1016900	 0.079284	 0.034921 
11021791	 21791	  -1	  41	  107.72	  1016900	 0.079284	 0.01885 
11021801	 21801	  -1	  41	  27.076	  1016900	 0.079284	 0.0047381 
11021811	 21811	  -1	  41	  292.69	  1961100	 0.15429	 0.026228 
11021821	 21821	  -1	  41	  195.48	  1944500	 0.15429	 0.017459 
11021831	 21831	  -1	  41	  107.69	  1938000	 0.15429	 0.0096053 
11021841	 21841	  -1	  41	  28.037	  1929800	 0.15429	 0.0024966 
11022461	 22461	  -1	  15	  166.11	  1529700	 0.11805	 0.019659 
11022471	 22471	  -1	  16	  163.73	  1525000	 0.11805	 0.019354 
11022481	 22481	  -1	  17	  171.4	  1522400	 0.11805	 0.020247 
11022491	 22491	  -1	  18	  162.96	  1521000	 0.11805	 0.019243 
11022501	 22501	  -1	  19	  161.89	  1473300	 0.11648	 0.019235 
11022511	 22511	  -1	  20	  164.06	  1516400	 0.11805	 0.01935 
11022521	 22521	  -1	  21	  176.25	  1514400	 0.11805	 0.020778 
11022531	 22531	  -1	  22	  165.92	  1511800	 0.11805	 0.019547 
11022541	 22541	  -1	  15	  136.44	  1485300	 0.11648	 0.016262 
11022551	 22551	  -1	  16	  126.85	  1483400	 0.11648	 0.015112 
11022561	 22561	  -1	  17	  134.42	  1482100	 0.11648	 0.016008 
11022571	 22571	  -1	  18	  125.11	  1480200	 0.11648	 0.014892 
11022581	 22581	  -1	  19	  134.29	  1478300	 0.11648	 0.015977 
11022591	 22591	  -1	  20	  129.82	  1477000	 0.11648	 0.01544 
11022601	 22601	  -1	  22	  134.76	  1473900	 0.11648	 0.016014 
11024521	 24521	  11	  28	  69.364	  1384600	 0.11468	 0.0083678 
11024531	 24531	  10	  30	  74.082	  1381000	 0.11468	 0.008928 
11621051	 621050	  1	  -41	  -337.8	  1470600	 0.11713	 -0.039946 
11621061	 621060	  1	  -41	  -344.81	  1466800	 0.11713	 -0.040734 
11621071	 621070	  1	  -41	  -318.56	  1464300	 0.11713	 -0.037608 
11621081	 621080	  1	  -41	  -318.63	  1471700	 0.11766	 -0.037452 
11621091	 621090	  1	  -41	  -294.76	  1467900	 0.11766	 -0.034611 
11621101	 621100	  1	  -41	  -297.4	  1466600	 0.11766	 -0.03491 
11621111	 621110	  1	  -41	  -261.02	  1460700	 0.11714	 -0.030782 
11621121	 621120	  1	  -41	  -261.77	  1457600	 0.11714	 -0.030844 
11621131	 621130	  1	  -41	  -232.03	  1455800	 0.11714	 -0.027327 
11621141	 621140	  1	  -41	  -232.03	  1454500	 0.11714	 -0.027318 
11621151	 621150	  1	  -41	  -204.06	  1459700	 0.1176	 -0.023925 
11621161	 621160	  1	  -41	  -203.9	  1457800	 0.1176	 -0.023895 
11621171	 621170	  1	  -41	  -175.16	  1456600	 0.1176	 -0.02052 
11621181	 621180	  1	  -41	  -169.61	  1453500	 0.1176	 -0.019853 
11621191	 621190	  1	  -41	  -146.61	  1449600	 0.11659	 -0.017351 
11621201	 621200	  1	  -41	  -139.6	  1442200	 0.11659	 -0.016488 
11621211	 621210	  1	  -41	  -116.24	  1440400	 0.11659	 -0.013722 
11621221	 621220	  1	  -41	  -106.84	  1439200	 0.11659	 -0.012608 
11621231	 621230	  1	  -41	  -90.429	  1446600	 0.11694	 -0.010648 
11621241	 621240	  1	  -41	  -79.527	  1442900	 0.11694	 -0.0093553 
11621251	 621250	  1	  -41	  -57.582	  1441100	 0.11694	 -0.0067704 
11621261	 621260	  1	  -41	  -44.876	  1440500	 0.11694	 -0.0052756 
11621271	 621270	  1	  -41	  -28.563	  1431800	 0.11614	 -0.0033821 
11621281	 621280	  1	  -41	  -14.798	  1430000	 0.11614	 -0.0017513 
11621291	 621290	  1	  -41	  -7.0517	  1423300	 0.11545	 -0.00084001 
11621301	 621300	  1	  -41	  -5.9495	  1420900	 0.11545	 -0.00070824 
11621311	 621310	  1	  -41	  -4.2317	  1430800	 0.11611	 -0.00050114 
11621321	 621320	  1	  -41	  -2.9644	  1429000	 0.11611	 -0.00035088 
11621331	 621330	  1	  -41	  -1.3852	  1427200	 0.11611	 -0.00016388 
