File name	 Run No	  Mean Incidence (deg)	  Amplitude (deg)	  Oscillation Freq. (Hz)	  Reynolds No.	 Mach No.	 Reduced Frequency 
03010831	 10831	  4	  10	  0.28	  1481400	 0.11964	 0.011643 
03010841	 10841	  6	  10	  0.245	  1474500	 0.11964	 0.010169 
03010851	 10851	  8	  10	  0.245	  1470700	 0.11964	 0.010159 
03010861	 10861	  10	  10	  0.245	  1468300	 0.11964	 0.010152 
03010871	 10871	  10	  10	  0.245	  1473200	 0.11913	 0.010226 
03010872	 10872	  10	  10	  0.228	  1492600	 0.11794	 0.0096055 
03010881	 10881	  4	  10	  0.612	  1482800	 0.12021	 0.025289 
03010891	 10891	  6	  10	  0.612	  1477100	 0.12021	 0.025251 
03010901	 10901	  8	  10	  0.612	  1474000	 0.12021	 0.02523 
03010911	 10911	  10	  10	  0.612	  1472800	 0.12021	 0.025222 
03010912	 10912	  10	  10	  0.571	  1488900	 0.11775	 0.024088 
03010941	 10941	  4	  10	  1.209	  1465200	 0.11583	 0.051856 
03010951	 10951	  6	  10	  1.209	  1457200	 0.11583	 0.051744 
03010961	 10961	  8	  10	  1.209	  1455900	 0.11583	 0.051727 
03010971	 10971	  10	  10	  1.209	  1455300	 0.11583	 0.051718 
03010972	 10972	  10	  10	  1.209	  1478400	 0.11692	 0.051363 
03010981	 10981	  4	  10	  1.813	  1503500	 0.11901	 0.075649 
03010991	 10991	  6	  10	  1.813	  1497800	 0.11901	 0.075536 
03011001	 11001	  8	  10	  1.813	  1496500	 0.11901	 0.075511 
03011011	 11011	  10	  10	  1.813	  1495200	 0.11901	 0.075486 
03011012	 11012	  10	  10	  1.813	  1499600	 0.1189	 0.075652 
03011021	 11021	  4	  10	  2.417	  1491500	 0.1184	 0.10125 
03011031	 11031	  6	  10	  2.417	  1489600	 0.1184	 0.1012 
03011041	 11041	  8	  10	  2.417	  1488300	 0.1184	 0.10116 
03011051	 11051	  10	  10	  2.417	  1487100	 0.1184	 0.10113 
03011052	 11052	  10	  10	  2.417	  1493100	 0.11844	 0.10123 
03011061	 11061	  4	  10	  3.021	  1499200	 0.11877	 0.12626 
03011071	 11071	  6	  10	  3.021	  1493500	 0.11877	 0.12607 
03011081	 11081	  8	  10	  3.021	  1492900	 0.11877	 0.12605 
03011091	 11091	  10	  10	  3.021	  1491600	 0.11877	 0.12601 
03011092	 11092	  10	  10	  3.021	  1500200	 0.1186	 0.12653 
03011101	 11101	  4	  10	  3.625	  1501500	 0.1191	 0.15101 
03011111	 11111	  6	  10	  3.625	  1497700	 0.1191	 0.15086 
03011121	 11121	  8	  10	  3.625	  1496400	 0.1191	 0.15081 
03011131	 11131	  10	  10	  3.625	  1495100	 0.1191	 0.15076 
03011132	 11132	  10	  10	  3.625	  1491600	 0.11812	 0.15234 
03011141	 11141	  4	  10	  4.23	  1497200	 0.11871	 0.17682 
03011151	 11151	  6	  10	  4.23	  1493400	 0.11871	 0.17665 
03011161	 11161	  8	  10	  4.23	  1492800	 0.11871	 0.17662 
03011171	 11171	  10	  10	  4.23	  1492200	 0.11871	 0.17659 
03011172	 11172	  10	  10	  4.23	  1497900	 0.11872	 0.17681 
03011191	 11191	  4	  10	  4.834	  1499700	 0.11846	 0.20281 
03011201	 11201	  6	  10	  4.834	  1494000	 0.11846	 0.2025 
03011211	 11211	  8	  10	  4.834	  1492700	 0.11846	 0.20244 
03011221	 11221	  10	  10	  4.834	  1491500	 0.11846	 0.20237 
03011222	 11222	  10	  10	  4.834	  1498000	 0.11862	 0.20228 
03011231	 11231	  15	  10	  0.228	  1489500	 0.11794	 0.0095975 
03011241	 11241	  20	  10	  0.228	  1487600	 0.11794	 0.0095927 
03011251	 11251	  15	  10	  0.571	  1484400	 0.11775	 0.02406 
03011261	 11261	  20	  10	  0.571	  1483200	 0.11775	 0.024052 
03011271	 11271	  15	  10	  1.209	  1474000	 0.11692	 0.051303 
03011281	 11281	  20	  10	  1.209	  1472800	 0.11692	 0.051286 
03011291	 11291	  15	  10	  1.813	  1493300	 0.1189	 0.075527 
03011301	 11301	  20	  10	  1.813	  1492000	 0.1189	 0.075502 
03011311	 11311	  15	  10	  2.417	  1487400	 0.11844	 0.10108 
03011321	 11321	  20	  10	  2.417	  1486200	 0.11844	 0.10105 
03011331	 11331	  15	  10	  3.021	  1495100	 0.1186	 0.12636 
03011341	 11341	  20	  10	  3.021	  1494400	 0.1186	 0.12634 
03011351	 11351	  15	  10	  3.625	  1489100	 0.11812	 0.15224 
03011361	 11361	  20	  10	  3.625	  1487800	 0.11812	 0.15219 
03011381	 11381	  20	  10	  4.23	  1495300	 0.11872	 0.17669 
03011391	 11391	  15	  10	  4.834	  1495400	 0.11862	 0.20215 
03011392	 11392	  15	  10	  4.878	  1449900	 0.11862	 0.20299 
03011401	 11401	  20	  10	  4.834	  1494200	 0.11862	 0.20208 
03011441	 11441	  10	  4	  0.242	  1489300	 0.11853	 0.010123 
03011451	 11451	  10	  6	  0.242	  1484300	 0.11853	 0.01011 
03011461	 11461	  10	  8	  0.242	  1482400	 0.11853	 0.010105 
03011471	 11471	  10	  12	  0.242	  1481200	 0.11853	 0.010101 
03011481	 11481	  10	  4	  0.604	  1495900	 0.11901	 0.025169 
03011491	 11491	  10	  6	  0.604	  1489000	 0.11901	 0.025123 
03011501	 11501	  10	  8	  0.604	  1487700	 0.11901	 0.025115 
03011511	 11511	  10	  12	  0.604	  1487700	 0.11901	 0.025115 
03011521	 11521	  10	  4	  1.208	  1487700	 0.11845	 0.050557 
03011531	 11531	  10	  6	  1.208	  1483300	 0.11845	 0.050499 
03011541	 11541	  10	  8	  1.208	  1482700	 0.11845	 0.05049 
03011551	 11551	  10	  12	  1.208	  1482000	 0.11845	 0.050482 
03011561	 11561	  10	  4	  1.812	  1488400	 0.11846	 0.075845 
03011571	 11571	  10	  6	  1.812	  1483300	 0.11846	 0.075744 
03011581	 11581	  10	  8	  1.812	  1482700	 0.11846	 0.075732 
03011591	 11591	  10	  12	  1.812	  1482700	 0.11846	 0.075732 
03011601	 11601	  10	  4	  2.417	  1486100	 0.11828	 0.10132 
03011611	 11611	  10	  6	  2.417	  1483000	 0.11828	 0.10124 
03011621	 11621	  10	  8	  2.417	  1482300	 0.11828	 0.10122 
03011631	 11631	  10	  12	  2.417	  1481700	 0.11828	 0.10121 
03011641	 11641	  10	  4	  3.021	  1496400	 0.11869	 0.12637 
03011651	 11651	  10	  6	  3.021	  1490000	 0.11869	 0.12616 
03011661	 11661	  10	  8	  3.021	  1490000	 0.11869	 0.12616 
03011671	 11671	  10	  12	  3.021	  1489400	 0.11869	 0.12614 
03011681	 11681	  10	  4	  3.625	  1493200	 0.11869	 0.15151 
03011691	 11691	  10	  6	  3.625	  1490000	 0.11869	 0.15138 
03011701	 11701	  10	  8	  3.625	  1490000	 0.11869	 0.15138 
03011711	 11711	  10	  12	  3.625	  1489400	 0.11869	 0.15136 
03011721	 11721	  10	  4	  4.23	  1491900	 0.11844	 0.17726 
03011731	 11731	  10	  6	  4.23	  1487500	 0.11844	 0.17705 
03011741	 11741	  10	  8	  4.23	  1487500	 0.11844	 0.17705 
03011751	 11751	  10	  12	  4.23	  1486900	 0.11844	 0.17702 
