File name	 Run No	  Starting AoA (deg)	  Arc (deg)	  Linear Pitch-Rate (deg/s)	  Reynolds No.	 Mach No.	 Reduced Pitch-Rate 
06036331	 36331	  37	  -38	  -0.7096	  1497700	 0.11958	 -8.2527e-05 
06036341	 36341	  37	  -38	  -1.4461	  1488500	 0.11962	 -0.0001677 
06036351	 36351	  37	  -38	  -2.9114	  1479000	 0.11962	 -0.00033678 
06036361	 36361	  37	  -38	  -4.3436	  1482700	 0.11971	 -0.00050239 
06036371	 36371	  37	  -38	  -5.7068	  1478300	 0.11971	 -0.00065929 
06036381	 36381	  37	  -38	  -7.2938	  1475100	 0.11971	 -0.00084193 
06036391	 36391	  37	  -38	  -14.311	  1479300	 0.11949	 -0.001658 
06036401	 36401	  37	  -38	  -28.451	  1471800	 0.11949	 -0.0032896 
06036411	 36411	  37	  -38	  -41.817	  1471200	 0.11949	 -0.0048342 
06036421	 36421	  37	  -38	  -55.233	  1473500	 0.11943	 -0.0063939 
06036431	 36431	  37	  -38	  -69.449	  1471000	 0.11943	 -0.0080343 
06036441	 36441	  37	  -38	  -81.918	  1469100	 0.11943	 -0.009472 
06036451	 36451	  37	  -38	  -93.37	  1467800	 0.11943	 -0.010793 
06036461	 36461	  37	  -38	  -103.99	  1466000	 0.11943	 -0.012014 
06036471	 36471	  37	  -38	  -117.39	  1460400	 0.11867	 -0.013663 
06036481	 36481	  37	  -38	  -128.5	  1456600	 0.11867	 -0.014941 
06036491	 36491	  37	  -38	  -141.82	  1454200	 0.11867	 -0.016479 
06036501	 36501	  37	  -38	  -152.25	  1452900	 0.11867	 -0.017685 
06036511	 36511	  37	  -38	  -164.28	  1454800	 0.11847	 -0.019137 
06036521	 36521	  37	  -38	  -172.36	  1452300	 0.11847	 -0.020065 
06036531	 36531	  37	  -38	  -181.04	  1450500	 0.11847	 -0.021065 
06036541	 36541	  37	  -38	  -189.78	  1449300	 0.11847	 -0.022074 
06036551	 36551	  37	  -38	  -201.03	  1461700	 0.11918	 -0.023266 
06036561	 36561	  37	  -38	  -211.12	  1458600	 0.11918	 -0.024414 
06036571	 36571	  37	  -38	  -221.47	  1456100	 0.11918	 -0.025594 
06036581	 36581	  37	  -38	  -231.52	  1454300	 0.11918	 -0.026742 
06036591	 36591	  37	  -38	  -258.88	  1458000	 0.11903	 -0.029984 
06036601	 36601	  37	  -38	  -265.65	  1453700	 0.11903	 -0.030733 
06036611	 36611	  37	  -38	  -283.11	  1452500	 0.11903	 -0.032742 
06036621	 36621	  37	  -38	  -296.62	  1451200	 0.11903	 -0.034293 
