File name	 Run No	  Starting AoA (deg)	  Arc (deg)	  Linear Pitch-Rate (deg/s)	  Reynolds No.	 Mach No.	 Reduced Pitch-Rate 
12020023	 20023	  -1	  41	  1.8624	  776790	 0.12408	 0.00010414 
12020033	 20033	  -1	  41	  3.774	  776380	 0.12503	 0.00020876 
12020043	 20043	  -1	  41	  7.6899	  771940	 0.12426	 0.00042807 
12020053	 20053	  -1	  41	  11.858	  768330	 0.12426	 0.00065888 
12020063	 20063	  -1	  41	  15.976	  769040	 0.12417	 0.00088898 
12020073	 20073	  -1	  41	  20.361	  766100	 0.12417	 0.0011313 
12020083	 20083	  -1	  41	  37.605	  763830	 0.12417	 0.002087 
12020093	 20093	  -1	  41	  79.827	  762540	 0.12417	 0.0044272 
12020103	 20103	  -1	  41	  123.43	  762780	 0.12379	 0.0068756 
12020113	 20113	  -1	  41	  168.28	  760200	 0.12379	 0.0093615 
12020123	 20123	  -1	  41	  197.94	  758590	 0.12379	 0.011002 
12020133	 20133	  -1	  41	  252.49	  757310	 0.12379	 0.014025 
12020143	 20143	  -1	  40	  284.21	  765970	 0.12362	 0.01588 
12020153	 20153	  -1	  40	  320.08	  763690	 0.12362	 0.017864 
12020163	 20163	  -1	  40	  355.17	  762070	 0.12362	 0.019806 
12020173	 20173	  -1	  41	  366.32	  760780	 0.12362	 0.020414 
12020183	 20183	  -1	  42	  444.8	  759440	 0.12319	 0.02489 
12020194	 20194	  -1	  42	  442.32	  757190	 0.12319	 0.024722 
12021221	 21221	  1	  38	  463.92	  798830	 0.1256	 0.025701 
12021231	 21231	  1	  38	  501.36	  800570	 0.12565	 0.027782 
12021241	 21241	  1	  38	  534.54	  796360	 0.12526	 0.029688 
12021261	 21261	  1	  38	  16.613	  802900	 0.12414	 0.0009361 
12021271	 21271	  1	  38	  20.46	  798720	 0.12425	 0.0011491 
12021281	 21281	  1	  38	  29.214	  790430	 0.12339	 0.0016499 
12021291	 21291	  1	  38	  40.748	  794250	 0.12426	 0.0022834 
12021301	 21301	  1	  38	  57.785	  795430	 0.1246	 0.0032274 
12021311	 21311	  1	  38	  80.634	  794820	 0.12467	 0.0044989 
12021321	 21321	  1	  38	  98.273	  799580	 0.12569	 0.0054341 
12021331	 21331	  1	  38	  124.21	  797780	 0.12568	 0.0068631 
12021341	 21341	  1	  38	  151.79	  805480	 0.12711	 0.008287 
12021351	 21351	  1	  38	  183.52	  802540	 0.12692	 0.010026 
12021361	 21361	  1	  37	  213.11	  795950	 0.12609	 0.011711 
12021371	 21371	  1	  37	  242.49	  801060	 0.12723	 0.013193 
12021391	 21391	  1	  38	  274.4	  788520	 0.12254	 0.015605 
12021401	 21401	  1	  38	  309.22	  791180	 0.12316	 0.017485 
12021411	 21411	  1	  38	  334.34	  791710	 0.12357	 0.018824 
12021421	 21421	  1	  38	  366.46	  794390	 0.12409	 0.020538 
12021431	 21431	  1	  38	  398.78	  787950	 0.12314	 0.022518 
12021441	 21441	  1	  39	  434.27	  795530	 0.12459	 0.024216 
12021731	 21731	  1	  38	  181.57	  1056700	 0.17184	 0.0073622 
12021741	 21741	  1	  38	  211.32	  1051500	 0.17088	 0.0086107 
12021751	 21751	  1	  38	  242.71	  1043300	 0.17142	 0.0098252 
12021761	 21761	  1	  38	  272.23	  1038100	 0.17138	 0.011002 
12021771	 21771	  1	  38	  304.45	  1034500	 0.1716	 0.012267 
12021781	 21781	  1	  38	  335.35	  1036300	 0.17254	 0.013418 
12021791	 21791	  1	  38	  368.74	  1007400	 0.16831	 0.015105 
12021801	 21801	  1	  38	  399.55	  1016800	 0.17032	 0.016157 
12021811	 21811	  1	  38	  432.22	  1003200	 0.16839	 0.017664 
12021821	 21821	  1	  38	  469.89	  998630	 0.16812	 0.019212 
12021831	 21831	  1	  38	  498.75	  997330	 0.16818	 0.020371 
12021841	 21841	  1	  38	  529.36	  999290	 0.16894	 0.021503 
12821991	 821990	  1	  38	  181.38	  880910	 0.13867	 0.0092122 
12822001	 822000	  1	  38	  213.03	  875680	 0.13846	 0.010817 
12822011	 822010	  1	  38	  241.72	  871350	 0.13821	 0.012282 
12822021	 822020	  1	  38	  271.38	  867240	 0.13792	 0.013803 
12822031	 822030	  1	  38	  306.81	  867310	 0.13836	 0.015537 
12822041	 822040	  1	  38	  336.73	  867160	 0.13858	 0.017014 
12822051	 822050	  1	  38	  368.06	  863560	 0.13831	 0.018618 
12822061	 822060	  1	  38	  399.13	  862880	 0.13856	 0.020131 
12822071	 822070	  1	  38	  436.07	  856200	 0.13767	 0.022126 
12822081	 822080	  1	  38	  474	  860990	 0.13868	 0.023859 
12822091	 822090	  1	  38	  500.61	  854410	 0.13786	 0.025331 
12822101	 822100	  1	  38	  534.82	  853230	 0.13785	 0.02705 
12822231	 822230	  1	  38	  181.2	  1100300	 0.17006	 0.0075005 
12822241	 822240	  1	  38	  211.34	  1094300	 0.1708	 0.0086775 
12822251	 822250	  1	  38	  241.74	  1087400	 0.17083	 0.0098981 
12822261	 822260	  1	  38	  272.13	  1083700	 0.17138	 0.011078 
12822281	 822280	  1	  38	  335.21	  1051900	 0.16903	 0.01375 
12822291	 822290	  1	  38	  368.16	  1050600	 0.16942	 0.015047 
12822301	 822300	  1	  38	  398.91	  1043500	 0.16905	 0.016309 
12822311	 822310	  1	  38	  433	  1044900	 0.16993	 0.017585 
12822321	 822320	  1	  38	  470.65	  1045800	 0.17073	 0.018997 
12822331	 822330	  1	  38	  496.65	  1032400	 0.16947	 0.020151 
12822341	 822340	  1	  38	  530.42	  1035200	 0.16986	 0.021476 
