File name	 Run No	  Mean Incidence (deg)	  Amplitude (deg)	  Oscillation Freq. (Hz)	  Reynolds No.	 Mach No.	 Reduced Frequency 
05011001	 11001	  0	  5.4	  0.651	  797990	 0.064499	 0.050136 
05011021	 11021	  0	  10	  0.651	  797990	 0.064499	 0.050136 
05011041	 11041	  0	  12.2	  0.651	  798330	 0.064499	 0.050144 
05011061	 11061	  0	  13.8	  0.651	  799510	 0.064512	 0.050159 
05011081	 11081	  0	  17.4	  0.651	  799170	 0.064512	 0.05015 
05011101	 11101	  0	  5.4	  0.894	  1092500	 0.087763	 0.05059 
05011121	 11121	  0	  10	  0.894	  1090200	 0.087763	 0.050549 
05011141	 11141	  0	  12.2	  0.894	  1089200	 0.087763	 0.050532 
05011161	 11161	  0	  13.8	  0.894	  1095000	 0.088118	 0.050353 
05011181	 11181	  0	  17.4	  0.894	  1093200	 0.088118	 0.05032 
05011201	 11201	  0	  5.4	  0.975	  1493800	 0.11924	 0.040711 
05011221	 11221	  0	  10	  0.975	  1484900	 0.11924	 0.040616 
05011241	 11241	  0	  12.2	  0.975	  1481100	 0.11924	 0.040576 
05011261	 11261	  0	  13.8	  0.975	  1473700	 0.11854	 0.040828 
05011281	 11281	  0	  17.4	  0.975	  1466900	 0.11854	 0.040754 
05011301	 11301	  0	  5.4	  1.219	  1466900	 0.11845	 0.051011 
05011321	 11321	  0	  10	  1.219	  1460200	 0.11845	 0.050918 
05011341	 11341	  0	  12.2	  1.219	  1457700	 0.11845	 0.050884 
05011361	 11361	  0	  13.8	  1.219	  1469100	 0.11907	 0.050668 
05011381	 11381	  0	  17.4	  1.219	  1462900	 0.11907	 0.050585 
05011401	 11401	  0	  5.4	  1.463	  1506200	 0.1191	 0.061446 
05011421	 11421	  0	  10	  1.463	  1497800	 0.1191	 0.061312 
05011441	 11441	  0	  12.2	  1.463	  1495200	 0.1191	 0.061271 
05011461	 11461	  0	  13.8	  1.463	  1500800	 0.11914	 0.061335 
05011481	 11481	  0	  17.4	  1.463	  1493700	 0.11914	 0.061222 
05011501	 11501	  0	  5.4	  1.63	  1976600	 0.15724	 0.051732 
05011521	 11521	  0	  10	  1.63	  1949000	 0.15724	 0.051448 
05011541	 11541	  0	  12.2	  1.63	  1940700	 0.15724	 0.051363 
05011561	 11561	  0	  13.8	  1.63	  1949900	 0.15672	 0.051696 
05011581	 11581	  0	  17.4	  1.63	  1925300	 0.15672	 0.05144 
05012001	 12001	  10	  4	  0.245	  1491000	 0.11619	 0.010599 
05012011	 12011	  10	  6	  0.245	  1482500	 0.11619	 0.010576 
05012021	 12021	  10	  8	  0.245	  1479300	 0.11619	 0.010567 
05012031	 12031	  10	  10	  0.245	  1477400	 0.11619	 0.010562 
05012041	 12041	  10	  4	  0.612	  1487300	 0.11631	 0.026414 
05012051	 12051	  10	  6	  0.612	  1478300	 0.11631	 0.026351 
05012061	 12061	  10	  8	  0.612	  1476400	 0.11631	 0.026338 
05012071	 12071	  10	  10	  0.612	  1475100	 0.11631	 0.026329 
05012081	 12081	  10	  4	  1.224	  1486500	 0.11681	 0.052507 
05012091	 12091	  10	  6	  1.224	  1480100	 0.11681	 0.052418 
05012101	 12101	  10	  8	  1.224	  1479400	 0.11681	 0.05241 
05012111	 12111	  10	  10	  1.224	  1478100	 0.11681	 0.052392 
05012121	 12121	  10	  4	  1.836	  1492100	 0.1174	 0.078323 
05012131	 12131	  10	  6	  1.836	  1485600	 0.1174	 0.078191 
05012141	 12141	  10	  8	  1.836	  1484400	 0.1174	 0.078164 
05012151	 12151	  10	  10	  1.836	  1483700	 0.1174	 0.078151 
05012161	 12161	  10	  4	  2.448	  1481800	 0.1174	 0.10415 
05012171	 12171	  10	  6	  2.448	  1481200	 0.1174	 0.10413 
05012181	 12181	  10	  8	  2.448	  1480500	 0.1174	 0.10411 
05012191	 12191	  10	  10	  2.448	  1480500	 0.1174	 0.10411 
05012201	 12201	  10	  4	  3.06	  1484700	 0.11732	 0.1304 
05012211	 12211	  10	  6	  3.06	  1480200	 0.11732	 0.13025 
05012221	 12221	  10	  8	  3.06	  1480200	 0.11732	 0.13025 
05012231	 12231	  10	  10	  3.06	  1479000	 0.11732	 0.1302 
05012241	 12241	  10	  4	  3.673	  1477700	 0.11732	 0.15624 
05012251	 12251	  10	  6	  3.673	  1477100	 0.11732	 0.15621 
05012261	 12261	  10	  8	  3.673	  1476400	 0.11732	 0.15618 
05012271	 12271	  10	  10	  3.673	  1476400	 0.11732	 0.15618 
05012281	 12281	  10	  4	  4.286	  1475100	 0.11732	 0.18219 
05012291	 12291	  10	  6	  4.286	  1474500	 0.11732	 0.18216 
05012301	 12301	  10	  8	  4.286	  1474500	 0.11732	 0.18216 
05012311	 12311	  10	  10	  4.286	  1473900	 0.11732	 0.18213 
05012371	 12371	  3	  8	  0.245	  1485600	 0.11679	 0.01051 
05012381	 12381	  4	  8	  0.245	  1476600	 0.11679	 0.010485 
05012391	 12391	  5	  8	  0.245	  1473400	 0.11679	 0.010476 
05012401	 12401	  6	  8	  0.245	  1470900	 0.11679	 0.010469 
05012411	 12411	  7	  8	  0.245	  1468400	 0.11679	 0.010462 
05012421	 12421	  8	  8	  0.245	  1480800	 0.11763	 0.010393 
05012431	 12431	  9	  8	  0.245	  1480800	 0.11763	 0.010393 
05012441	 12441	  11	  8	  0.245	  1472600	 0.11763	 0.01037 
05012451	 12451	  12	  8	  0.245	  1470100	 0.11763	 0.010363 
05012461	 12461	  13	  8	  0.245	  1468200	 0.11763	 0.010358 
05012471	 12471	  14	  8	  0.245	  1482700	 0.11879	 0.010257 
