File name	 Run No	  Mean Incidence (deg)	  Amplitude (deg)	  Oscillation Freq. (Hz)	  Reynolds No.	 Mach No.	 Reduced Frequency 
09011001	 11001	  0	  5.4	  0.607	  806700	 0.062203	 0.049674 
09011021	 11021	  0	  10	  0.607	  804890	 0.062203	 0.049631 
09011041	 11041	  0	  12.2	  0.607	  804170	 0.062203	 0.049614 
09011061	 11061	  0	  13.8	  0.607	  800410	 0.061968	 0.049785 
09011081	 11081	  0	  17.4	  0.607	  799690	 0.061968	 0.049768 
09011101	 11101	  0	  5.4	  0.842	  1095000	 0.085044	 0.050259 
09011121	 11121	  0	  10	  0.842	  1092100	 0.085044	 0.050207 
09011141	 11141	  0	  12.2	  0.842	  1090200	 0.085044	 0.050172 
09011161	 11161	  0	  13.8	  0.842	  1091200	 0.085125	 0.050124 
09011181	 11181	  0	  17.4	  0.842	  1088300	 0.085125	 0.050073 
09011201	 11201	  0	  5.4	  0.97	  1477600	 0.11907	 0.040763 
09011221	 11221	  0	  10	  0.97	  1469400	 0.11907	 0.040674 
09011241	 11241	  0	  12.2	  0.97	  1466200	 0.11907	 0.04064 
09011261	 11261	  0	  13.8	  0.97	  1466000	 0.119	 0.040671 
09011281	 11281	  0	  17.4	  0.97	  1461000	 0.119	 0.040616 
09011301	 11301	  0	  5.4	  1.229	  1480500	 0.1207	 0.050721 
09011321	 11321	  0	  10	  1.229	  1474800	 0.1207	 0.050645 
09011341	 11341	  0	  12.2	  1.229	  1472300	 0.1207	 0.050611 
09011361	 11361	  0	  13.8	  1.229	  1469300	 0.1203	 0.050806 
09011381	 11381	  0	  17.4	  1.229	  1464300	 0.1203	 0.050739 
09011401	 11401	  0	  5.4	  1.494	  1483600	 0.12038	 0.061935 
09011421	 11421	  0	  10	  1.494	  1476600	 0.12038	 0.061822 
09011441	 11441	  0	  12.2	  1.494	  1473500	 0.12038	 0.06177 
09011461	 11461	  0	  13.8	  1.494	  1477300	 0.12059	 0.061681 
09011481	 11481	  0	  17.4	  1.494	  1471700	 0.12059	 0.061589 
09011501	 11501	  0	  5.4	  1.662	  1902100	 0.15639	 0.052761 
09011521	 11521	  0	  10	  1.662	  1877400	 0.15639	 0.052491 
09011541	 11541	  0	  12.2	  1.662	  1871100	 0.15639	 0.052423 
09011561	 11561	  0	  13.8	  1.662	  1871800	 0.15574	 0.052739 
09011581	 11581	  0	  17.4	  1.662	  1854700	 0.15574	 0.05255 
09012001	 12001	  10	  4	  0.245	  1560400	 0.12043	 0.01033 
09012011	 12011	  10	  6	  0.245	  1542400	 0.12043	 0.010284 
09012021	 12021	  10	  8	  0.245	  1538300	 0.12043	 0.010274 
09012031	 12031	  10	  10	  0.245	  1535600	 0.12043	 0.010267 
09012041	 12041	  10	  4	  0.612	  1536700	 0.12041	 0.025659 
09012051	 12051	  10	  6	  0.612	  1530600	 0.12041	 0.02562 
09012061	 12061	  10	  8	  0.612	  1529200	 0.12041	 0.025611 
09012071	 12071	  10	  10	  0.612	  1527200	 0.12041	 0.025598 
09012081	 12081	  10	  4	  1.224	  1531300	 0.12042	 0.051246 
09012091	 12091	  10	  6	  1.224	  1525300	 0.12042	 0.051167 
09012101	 12101	  10	  8	  1.224	  1524000	 0.12042	 0.051149 
09012111	 12111	  10	  10	  1.224	  1522600	 0.12042	 0.051132 
09012121	 12121	  10	  4	  1.836	  1521300	 0.12015	 0.076907 
09012131	 12131	  10	  6	  1.836	  1516600	 0.12015	 0.076815 
09012141	 12141	  10	  8	  1.836	  1516000	 0.12015	 0.076802 
09012151	 12151	  10	  10	  1.836	  1514600	 0.12015	 0.076776 
09012161	 12161	  10	  4	  2.448	  1517900	 0.12009	 0.10252 
09012171	 12171	  10	  6	  2.448	  1513200	 0.12009	 0.1024 
09012181	 12181	  10	  8	  2.448	  1513200	 0.12009	 0.1024 
09012191	 12191	  10	  10	  2.448	  1511900	 0.12009	 0.10237 
09012201	 12201	  10	  4	  3.06	  1519500	 0.12043	 0.12771 
09012211	 12211	  10	  6	  3.06	  1515500	 0.12043	 0.12758 
09012221	 12221	  10	  8	  3.06	  1514200	 0.12043	 0.12754 
