File name	 Run No	  Starting AoA (deg)	  Arc (deg)	  Linear Pitch-Rate (deg/s)	  Reynolds No.	 Mach No.	 Reduced Pitch-Rate 
12030223	 30223	  39	  -41	  -1.8047	  760190	 0.12352	 -0.00010065 
12030233	 30233	  39	  -41	  -4.0378	  756980	 0.12352	 -0.00022482 
12030243	 30243	  39	  -41	  -7.2784	  759570	 0.12389	 -0.00040411 
12030253	 30253	  39	  -41	  -11.534	  757010	 0.12389	 -0.00063954 
12030263	 30263	  39	  -41	  -15.643	  757550	 0.12356	 -0.00087084 
12030273	 30273	  39	  -41	  -19.547	  755310	 0.12356	 -0.0010869 
12030283	 30283	  39	  -41	  -39.082	  754040	 0.12356	 -0.0021717 
12030293	 30293	  39	  -41	  -76.561	  752460	 0.12356	 -0.0042509 
12030303	 30303	  40	  -41	  -120.24	  780020	 0.12413	 -0.0067482 
12030313	 30313	  40	  -41	  -158.96	  777320	 0.12413	 -0.0089092 
12030323	 30323	  40	  -41	  -200.2	  775310	 0.12413	 -0.011209 
12030333	 30333	  40	  -41	  -230.62	  772970	 0.12413	 -0.012897 
12030343	 30343	  40	  -41	  -255.88	  773220	 0.12401	 -0.014331 
12030353	 30353	  40	  -41	  -288.58	  770230	 0.12401	 -0.016138 
12030363	 30363	  40	  -41	  -326.85	  768570	 0.12401	 -0.018263 
12030373	 30373	  40	  -41	  -367.76	  766930	 0.12401	 -0.020531 
12030383	 30383	  40	  -41	  -404.43	  754810	 0.12168	 -0.023037 
12030394	 30394	  40	  -41	  -438.06	  751900	 0.12168	 -0.024915 
12030501	 30501	  40	  -41	  -544.98	  1048900	 0.16849	 -0.022393 
12030521	 30521	  40	  -41	  -490.28	  949270	 0.15464	 -0.021829 
12030541	 30541	  40	  -40	  -445.02	  849520	 0.13898	 -0.022011 
12030561	 30561	  40	  -41	  -382.85	  756400	 0.12119	 -0.021893 
12030581	 30581	  40	  -41	  -323.56	  652920	 0.10492	 -0.021346 
12030601	 30601	  40	  -41	  -261.95	  545960	 0.087661	 -0.020691 
12030621	 30621	  40	  -51	  -541.27	  820020	 0.13102	 -0.028759 
12030631	 30631	  35	  -46	  -408.58	  816480	 0.13102	 -0.021673 
12030641	 30641	  30	  -41	  -430.29	  814720	 0.13102	 -0.022805 
