10621	16	1	95	20	743.35	1	15	10	4.48	1024	37888	10	0	0	0	0	4587.5	1016.4	1.5104e+006	0.12105	0.18632	41.545	0	0	1	0	0	0	15	0	0	0	0	0	0	0
1016.3	0.15072	0.13369	-0.013663	-0.18955	-0.40458	-0.49063	-0.59835	-0.70004	-0.79233	-0.88318	-1.065	-1.2897	-1.6323	-1.9093	-2.6745	-3.0545	-3.3992	-3.0895	-2.7965	0.8083	1.0092	0.75926	0.59948	0.52002	0.48285	0.37901	0.33892	0.27774	0.24177	0.19201	0.19391	0.23453	0.24698	0.32337	0.26248	7.6564
1016.6	0.14754	0.13054	-0.015933	-0.19177	-0.40746	-0.49275	-0.60042	-0.70207	-0.79377	-0.88457	-1.0655	-1.291	-1.634	-1.9121	-2.6836	-3.0652	-3.4146	-3.1085	-2.8255	0.8048	1.0114	0.76277	0.60384	0.52407	0.4864	0.3822	0.3413	0.27974	0.24379	0.19238	0.19468	0.23405	0.24608	0.32119	0.26032	7.6905
1016.3	0.14653	0.12954	-0.016697	-0.1941	-0.40983	-0.49518	-0.60137	-0.70378	-0.794	-0.88732	-1.0675	-1.2921	-1.6389	-1.9148	-2.6932	-3.0877	-3.4354	-3.1359	-2.8428	0.80061	1.0142	0.76587	0.60695	0.52632	0.48987	0.38479	0.34348	0.28148	0.24471	0.19244	0.19474	0.23246	0.24491	0.3192	0.25873	7.7247
1016.6	0.14335	0.1295	-0.01821	-0.19708	-0.4127	-0.49954	-0.60569	-0.7058	-0.79706	-0.88867	-1.0705	-1.2967	-1.6428	-1.9187	-2.7046	-3.1017	-3.4574	-3.1548	-2.8717	0.79602	1.0155	0.76853	0.60839	0.5278	0.49014	0.38509	0.34337	0.28099	0.24463	0.19238	0.19427	0.23198	0.24318	0.31702	0.2574	7.7442
1016.5	0.14023	0.12745	-0.020489	-0.19862	-0.41426	-0.50337	-0.60951	-0.71188	-0.80214	-0.89375	-1.0749	-1.3027	-1.6486	-1.931	-2.7182	-3.1254	-3.481	-3.1851	-2.8953	0.79062	1.0165	0.76988	0.61014	0.52915	0.49099	0.38514	0.34259	0.28103	0.24467	0.19325	0.19347	0.23119	0.24198	0.31581	0.25577	7.7931
1016.6	0.13708	0.12639	-0.022762	-0.19935	-0.41645	-0.50629	-0.61392	-0.71552	-0.80619	-0.89776	-1.0815	-1.3075	-1.6549	-1.9429	-2.7311	-3.1415	-3.5067	-3.2144	-2.9246	0.78396	1.0176	0.771	0.61172	0.53032	0.49135	0.3855	0.34296	0.2814	0.24463	0.19492	0.19344	0.23074	0.24029	0.31493	0.25449	7.8273
1016.3	0.13607	0.12436	-0.025046	-0.20092	-0.41732	-0.50724	-0.61712	-0.71872	-0.81222	-0.90293	-1.0877	-1.3137	-1.6631	-1.9588	-2.7474	-3.164	-3.5275	-3.2352	-2.9486	0.77762	1.0187	0.77289	0.61397	0.53172	0.49356	0.38726	0.34555	0.28356	0.24722	0.19709	0.19474	0.23081	0.24119	0.31294	0.25331	7.8712
1016.5	0.135	0.12331	-0.0258	-0.20241	-0.41801	-0.50791	-0.61703	-0.7216	-0.81456	-0.90527	-1.0909	-1.3184	-1.6695	-1.974	-2.7613	-3.1817	-3.5566	-3.2579	-2.9812	0.76979	1.0206	0.77609	0.61716	0.53541	0.4972	0.39091	0.34922	0.28643	0.24887	0.20002	0.19637	0.23118	0.24116	0.31414	0.25286	7.8956
1016.6	0.13498	0.12225	-0.026557	-0.20162	-0.4187	-0.50782	-0.61919	-0.72295	-0.81694	-0.90842	-1.0941	-1.324	-1.6736	-1.9858	-2.773	-3.2012	-3.5824	-3.2873	-3.0105	0.75984	1.0234	0.77924	0.62036	0.53869	0.50044	0.39416	0.3529	0.2893	0.25093	0.20168	0.19841	0.23322	0.24195	0.31493	0.25324	7.9396
1016.3	0.13712	0.12229	-0.026565	-0.20017	-0.41882	-0.50647	-0.61937	-0.72245	-0.81717	-0.90955	-1.0969	-1.3269	-1.6785	-1.9962	-2.7893	-3.2204	-3.6065	-3.3147	-3.0412	0.75017	1.0261	0.78279	0.62387	0.54215	0.50431	0.39675	0.35632	0.29063	0.251	0.20344	0.19971	0.23577	0.24408	0.31669	0.25415	7.9737
1016.5	0.13919	0.12642	-0.025042	-0.19938	-0.41875	-0.50562	-0.61856	-0.7238	-0.81789	-0.91022	-1.0976	-1.3291	-1.6827	-2.0048	-2.8011	-3.2365	-3.6356	-3.3374	-3.0671	0.73802	1.0277	0.78558	0.62706	0.54458	0.50544	0.39957	0.35751	0.29101	0.25181	0.20383	0.20217	0.23863	0.24612	0.31748	0.25619	8.0226
1016.3	0.1413	0.12954	-0.024286	-0.19941	-0.42031	-0.50571	-0.61865	-0.72394	-0.81883	-0.91202	-1.1003	-1.3302	-1.6884	-2.0117	-2.8136	-3.2552	-3.6658	-3.371	-3.1007	0.72605	1.0282	0.78815	0.62882	0.54593	0.50719	0.40046	0.35881	0.29188	0.25268	0.20513	0.2051	0.24156	0.24781	0.31753	0.25748	8.0372
1016.6	0.1444	0.13365	-0.022003	-0.19708	-0.42019	-0.50706	-0.62072	-0.7252	-0.81694	-0.91337	-1.1025	-1.3339	-1.6913	-2.0155	-2.825	-3.2741	-3.6943	-3.3965	-3.1328	0.71489	1.0291	0.78999	0.63071	0.54827	0.50787	0.40199	0.36035	0.29138	0.25428	0.20718	0.20711	0.24397	0.25105	0.32036	0.25949	8.0763
1016.3	0.14863	0.13576	-0.018214	-0.19561	-0.41957	-0.50647	-0.6209	-0.72691	-0.81883	-0.9153	-1.1037	-1.336	-1.6962	-2.0204	-2.8401	-3.2933	-3.7184	-3.424	-3.1601	0.7063	1.0315	0.7931	0.63296	0.54967	0.51007	0.40334	0.36212	0.29354	0.25688	0.20808	0.21007	0.24652	0.25443	0.32337	0.26248	8.1202
1016.6	0.15068	0.13883	-0.014417	-0.19177	-0.41495	-0.50332	-0.61847	-0.72668	-0.82027	-0.91503	-1.105	-1.3364	-1.7	-2.021	-2.8503	-3.3122	-3.7502	-3.4594	-3.1923	0.6995	1.0341	0.79575	0.63566	0.55246	0.51156	0.40529	0.36533	0.29512	0.25932	0.21098	0.21373	0.24934	0.25807	0.32786	0.26656	8.1642
1016.3	0.15491	0.14198	-0.0098662	-0.18652	-0.40983	-0.49968	-0.61563	-0.72394	-0.82131	-0.9153	-1.1078	-1.3401	-1.7039	-2.0249	-2.8622	-3.3315	-3.7809	-3.4836	-3.2263	0.69424	1.0373	0.80012	0.63917	0.55678	0.51502	0.40829	0.36834	0.2977	0.26275	0.21527	0.21836	0.25356	0.26063	0.33213	0.27164	8.2032
1016.5	0.15803	0.143	-0.006069	-0.18194	-0.40452	-0.49509	-0.61104	-0.72083	-0.8187	-0.91351	-1.106	-1.3407	-1.7058	-2.0312	-2.8751	-3.3525	-3.8034	-3.5129	-3.2489	0.69195	1.04	0.80412	0.64317	0.55961	0.51907	0.41195	0.37118	0.30223	0.26649	0.21947	0.22205	0.25683	0.26308	0.33375	0.27494	8.2423
1016.5	0.15802	0.14403	-0.0053109	-0.17967	-0.40003	-0.49131	-0.60654	-0.71786	-0.81622	-0.91189	-1.106	-1.3407	-1.7069	-2.0378	-2.885	-3.3674	-3.8297	-3.536	-3.2787	0.68974	1.0438	0.80826	0.64816	0.5638	0.52321	0.41648	0.37491	0.3068	0.27069	0.2237	0.22661	0.25931	0.26473	0.33458	0.2766	8.2814
1016.6	0.15591	0.14401	-0.0075885	-0.1804	-0.39922	-0.49126	-0.60569	-0.71552	-0.81613	-0.9109	-1.105	-1.3405	-1.7089	-2.0474	-2.8945	-3.3819	-3.8555	-3.5521	-3.3013	0.68857	1.0461	0.811	0.65176	0.56875	0.52767	0.41972	0.37858	0.31092	0.27442	0.22747	0.22865	0.26134	0.26552	0.33328	0.27573	8.3107
1016.5	0.15384	0.14092	-0.0083467	-0.18118	-0.40003	-0.49207	-0.60578	-0.71561	-0.81456	-0.91103	-1.1051	-1.3432	-1.7124	-2.0576	-2.9049	-3.3957	-3.8725	-3.5725	-3.325	0.68646	1.0495	0.81528	0.65599	0.57257	0.53145	0.4239	0.38319	0.31512	0.27614	0.22962	0.23117	0.26138	0.26556	0.33208	0.27411	8.3693
1016.2	0.15284	0.14096	-0.011385	-0.18503	-0.40389	-0.49522	-0.60897	-0.71656	-0.81649	-0.91297	-1.1072	-1.3428	-1.714	-2.0692	-2.9146	-3.4132	-3.9	-3.5967	-3.3524	0.68668	1.0536	0.81964	0.66072	0.57775	0.53617	0.42774	0.38703	0.31937	0.2779	0.23095	0.23207	0.26187	0.26605	0.33426	0.2746	8.3986
1016.3	0.15281	0.13991	-0.012144	-0.18728	-0.40608	-0.49743	-0.61113	-0.71795	-0.81717	-0.91364	-1.1078	-1.3434	-1.7182	-2.0766	-2.9241	-3.426	-3.9191	-3.6094	-3.3783	0.6811	1.0567	0.82405	0.66558	0.58229	0.54143	0.4318	0.38988	0.32265	0.27828	0.2305	0.23286	0.26142	0.26642	0.33547	0.27498	8.4327
1016.3	0.157	0.13991	-0.012143	-0.18576	-0.40608	-0.49891	-0.61262	-0.71944	-0.81802	-0.9153	-1.1095	-1.3467	-1.7204	-2.0821	-2.9318	-3.4376	-3.9455	-3.6293	-3.4015	0.67777	1.0605	0.8286	0.66972	0.58603	0.54472	0.4351	0.39236	0.3239	0.27954	0.23135	0.23369	0.26142	0.26849	0.33839	0.27622	8.4767
1016.6	0.158	0.14193	-0.010622	-0.18571	-0.40596	-0.50026	-0.61397	-0.72223	-0.82027	-0.91832	-1.1117	-1.3479	-1.7232	-2.0892	-2.942	-3.4532	-3.9673	-3.6481	-3.4335	0.67102	1.0642	0.83206	0.67408	0.59044	0.54872	0.43827	0.39473	0.32629	0.28198	0.23255	0.23486	0.26258	0.27048	0.34038	0.27823	8.506
1016.5	0.15907	0.14403	-0.010624	-0.18573	-0.40527	-0.50035	-0.61406	-0.72457	-0.82284	-0.91926	-1.1153	-1.3531	-1.7278	-2.0972	-2.9546	-3.4719	-3.9942	-3.6751	-3.4638	0.66234	1.0677	0.83629	0.67746	0.59345	0.55169	0.44081	0.39728	0.32842	0.28454	0.2347	0.23738	0.26468	0.27342	0.34168	0.27994	8.545
1016.6	0.15486	0.14297	-0.012141	-0.18647	-0.40371	-0.50031	-0.61469	-0.7252	-0.82441	-0.9216	-1.1193	-1.3578	-1.7331	-2.1079	-2.9696	-3.4897	-4.0233	-3.701	-3.4963	0.65127	1.0696	0.83868	0.67944	0.59588	0.55408	0.44363	0.39846	0.32962	0.28785	0.23889	0.23942	0.2663	0.27627	0.34288	0.28156	8.5646
