20081	21	9	94	20	763.8	2	-1	40	243.38	1024	37888	5	0	0	0	0	3333	1011.7	1.5275e+006	0.11914	0.028568	40.89	0	0	1	0	0	0	15	0	0	0	0	0	0	0
1011.3	0.11512	0.14735	0.01262	-0.10319	-0.21712	-0.225	-0.26006	-0.27482	-0.28774	-0.29702	-0.32824	-0.36775	-0.42122	-0.35733	-0.073493	0.32506	0.64124	0.80494	0.92927	-0.62968	-0.27191	-0.26705	-0.22971	-0.20394	-0.17707	-0.19827	-0.19581	-0.2002	-0.20071	-0.1737	-0.1273	-0.049923	0.019291	0.11876	0.092597	-0.62501
1011.1	0.11421	0.14552	0.011781	-0.10405	-0.21882	-0.22754	-0.25928	-0.27322	-0.2878	-0.29616	-0.32736	-0.36598	-0.42038	-0.35648	-0.07128	0.32346	0.64551	0.81067	0.92944	-0.63362	-0.2713	-0.26643	-0.22975	-0.20331	-0.17644	-0.19698	-0.19452	-0.19957	-0.20143	-0.17441	-0.12865	-0.050598	0.017963	0.11677	0.091273	-0.62501
1011.3	0.11232	0.14086	0.0084135	-0.10823	-0.22292	-0.23166	-0.26089	-0.27482	-0.28774	-0.29703	-0.32917	-0.36591	-0.4203	-0.35641	-0.073494	0.32507	0.64746	0.81609	0.9348	-0.63987	-0.27191	-0.26771	-0.23037	-0.20125	-0.17641	-0.19827	-0.19448	-0.20087	-0.20139	-0.17438	-0.1313	-0.051918	0.016629	0.11407	0.089243	-0.62989
1011.1	0.11046	0.13625	0.0058905	-0.1116	-0.22627	-0.23671	-0.26842	-0.279	-0.29029	-0.29984	-0.33016	-0.3669	-0.42131	-0.35648	-0.07128	0.32513	0.64758	0.81903	0.93498	-0.64637	-0.27329	-0.26842	-0.23108	-0.20129	-0.17777	-0.20029	-0.19852	-0.20359	-0.20413	-0.17646	-0.13332	-0.053262	0.015967	0.11275	0.088589	-0.62989
1011.3	0.11138	0.13623	0.0058894	-0.11326	-0.22706	-0.23666	-0.27252	-0.2839	-0.29273	-0.30254	-0.3329	-0.36867	-0.42215	-0.35918	-0.07238	0.3234	0.64539	0.81887	0.93203	-0.65262	-0.27656	-0.27102	-0.23303	-0.20595	-0.18039	-0.20224	-0.19981	-0.20556	-0.20544	-0.17847	-0.13463	-0.053917	0.016629	0.11541	0.0879	-0.62013
1011.5	0.11136	0.13713	0.0075707	-0.11156	-0.22536	-0.23495	-0.27413	-0.28633	-0.29351	-0.3034	-0.33563	-0.37229	-0.42576	-0.36188	-0.076819	0.32667	0.64526	0.81593	0.93186	-0.65887	-0.2805	-0.27428	-0.2363	-0.20658	-0.17969	-0.20287	-0.20177	-0.20619	-0.20608	-0.17911	-0.13394	-0.053242	0.017957	0.11539	0.089226	-0.61524
1011.3	0.11325	0.13993	0.010938	-0.10907	-0.22209	-0.23249	-0.27335	-0.28638	-0.29357	-0.3053	-0.33756	-0.37328	-0.43046	-0.36287	-0.077947	0.32173	0.63916	0.8133	0.9265	-0.66154	-0.28321	-0.27632	-0.23768	-0.20863	-0.17708	-0.20225	-0.20181	-0.20556	-0.20544	-0.1771	-0.1313	-0.051254	0.018626	0.11474	0.090585	-0.62013
1011.3	0.11606	0.14179	0.01262	-0.10487	-0.21877	-0.22833	-0.27086	-0.28473	-0.29107	-0.30346	-0.33663	-0.3742	-0.43139	-0.3638	-0.076833	0.32006	0.63916	0.80495	0.92927	-0.65899	-0.28388	-0.27632	-0.23834	-0.20931	-0.17508	-0.20092	-0.19981	-0.20422	-0.20341	-0.17574	-0.1293	-0.049256	0.020622	0.11675	0.092597	-0.61524
1011.3	0.117	0.14364	0.013462	-0.10319	-0.2196	-0.22833	-0.26754	-0.28143	-0.28858	-0.30162	-0.33383	-0.37236	-0.42861	-0.36287	-0.077947	0.32006	0.64123	0.80495	0.9265	-0.65517	-0.28255	-0.27566	-0.23768	-0.20863	-0.17508	-0.20092	-0.19781	-0.20221	-0.20274	-0.17438	-0.1273	-0.04726	0.023284	0.11943	0.093268	-0.61524
